time,action,ticker,price,reason,fee,holding_bars
2024-02-09 10:30:00-05:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2024-02-13 10:30:00-05:00,EXIT,SOXL,37.13990020751953,LONG_CONTEXT_LOST,2.685316543565154,14
2024-02-13 10:30:00-05:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2024-02-26 10:30:00-05:00,ENTER,SOXL,41.290000915527344,SEMI_BULL_CONFIRM,2.6826325690088666,0
2024-02-26 10:30:00-05:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2024-02-28 10:30:00-05:00,EXIT,SOXL,39.43000030517578,LONG_CONTEXT_LOST,2.5617873739236554,14
2024-02-28 10:30:00-05:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2024-03-04 10:30:00-05:00,ENTER,SOXL,50.0099983215332,SEMI_BULL_CONFIRM,2.5592268668032916,0
2024-03-04 10:30:00-05:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2024-03-05 13:30:00-05:00,EXIT,SOXL,46.349998474121094,LONG_CONTEXT_LOST,2.371928921265071,10
2024-03-05 13:30:00-05:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2024-03-07 10:30:00-05:00,ENTER,SOXL,54.13999938964844,SEMI_BULL_CONFIRM,2.369558177715581,0
2024-03-07 10:30:00-05:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2024-03-08 12:30:00-05:00,EXIT,SOXL,51.54999923706055,LONG_CONTEXT_LOST,2.256201027530192,9
2024-03-08 12:30:00-05:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2024-05-06 10:30:00-04:00,ENTER,TQQQ,28.78499984741211,QQQ_BULL_CONFIRM,2.253945954039407,0
2024-05-06 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2024-05-17 14:30:00-04:00,EXIT,TQQQ,31.139999389648438,LONG_CONTEXT_LOST,2.4383490013948315,67
2024-05-17 14:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2024-06-06 09:30:00-04:00,ENTER,TQQQ,33.869998931884766,QQQ_BULL_CONFIRM,2.4359118709586545,0
2024-06-06 09:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2024-06-20 12:30:00-04:00,EXIT,TQQQ,37.70000076293945,LONG_CONTEXT_LOST,2.7113635160804024,66
2024-06-20 12:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2024-07-08 11:30:00-04:00,ENTER,TQQQ,41.084999084472656,QQQ_BULL_CONFIRM,2.7086535075685774,0
2024-07-08 11:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2024-07-11 11:30:00-04:00,EXIT,TQQQ,40.29499816894531,LONG_CONTEXT_LOST,2.6565702947534593,21
2024-07-11 11:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2024-08-13 10:30:00-04:00,ENTER,TQQQ,30.8700008392334,QQQ_BULL_CONFIRM,2.6539150520800425,0
2024-08-13 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2024-08-22 14:30:00-04:00,EXIT,TQQQ,34.60499954223633,LONG_CONTEXT_LOST,2.9750154410635457,53
2024-08-22 14:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2024-09-26 10:30:00-04:00,ENTER,TQQQ,36.6349983215332,QQQ_BULL_CONFIRM,2.97204191238682,0
2024-09-26 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2024-09-30 14:30:00-04:00,EXIT,TQQQ,35.28485107421875,LONG_CONTEXT_LOST,2.862510197066563,18
2024-09-30 14:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2024-10-29 15:30:00-04:00,ENTER,SOXL,38.230098724365234,SEMI_BULL_CONFIRM,2.859649117409325,0
2024-10-29 15:30:00-04:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2024-10-30 15:30:00-04:00,EXIT,SOXL,34.12009811401367,LONG_CONTEXT_LOST,2.552217015214596,7
2024-10-30 15:30:00-04:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2024-11-07 10:30:00-05:00,ENTER,TQQQ,40.67515182495117,QQQ_BULL_CONFIRM,2.5496660736701537,0
2024-11-07 10:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2024-11-11 13:30:00-05:00,EXIT,TQQQ,40.839351654052734,LONG_CONTEXT_LOST,2.559958714626097,17
2024-11-11 13:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2024-12-04 15:30:00-05:00,ENTER,TQQQ,43.029998779296875,QQQ_BULL_CONFIRM,2.5574000352511583,0
2024-12-04 15:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2024-12-10 15:30:00-05:00,EXIT,TQQQ,42.14250183105469,LONG_CONTEXT_LOST,2.504653467946772,28
2024-12-10 15:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2024-12-11 14:30:00-05:00,ENTER,TQQQ,44.70000076293945,QQQ_BULL_CONFIRM,2.5021500661797087,0
2024-12-11 14:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2024-12-18 14:30:00-05:00,EXIT,TQQQ,44.641048431396484,LONG_CONTEXT_LOST,2.4988501203686564,35
2024-12-18 14:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-01-22 10:30:00-05:00,ENTER,TQQQ,43.97999954223633,QQQ_BULL_CONFIRM,2.4963525190489477,0
2025-01-22 10:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-01-24 14:30:00-05:00,EXIT,TQQQ,43.150001525878906,LONG_CONTEXT_LOST,2.44924093058816,18
2025-01-24 14:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-02-07 09:30:00-05:00,ENTER,TQQQ,43.130001068115234,QQQ_BULL_CONFIRM,2.446792913666033,0
2025-02-07 09:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-02-07 11:30:00-05:00,EXIT,TQQQ,41.79499816894531,LONG_CONTEXT_LOST,2.371057333964705,2
2025-02-07 11:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-02-13 15:30:00-05:00,ENTER,TQQQ,44.244998931884766,QQQ_BULL_CONFIRM,2.368687461566939,0
2025-02-13 15:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-02-20 10:30:00-05:00,EXIT,TQQQ,44.275001525878906,LONG_CONTEXT_LOST,2.370293671758464,23
2025-02-20 10:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-03-11 10:30:00-04:00,ENTER,SOXS,5772.0,SEMI_TACTICAL_SHORT,2.3679245626412646,0
2025-03-11 10:30:00-04:00,STATE,SOXS,,CASH->SOXS: SEMI_TACTICAL_SHORT,0.0,0
2025-03-12 10:30:00-04:00,EXIT,SOXS,5244.0,SOXS_TACTICAL_EXIT,2.1513160787406083,7
2025-03-12 10:30:00-04:00,STATE,CASH,,SOXS->CASH: SOXS_TACTICAL_EXIT,0.0,0
2025-03-31 10:30:00-04:00,ENTER,SOXS,6234.0,SEMI_TACTICAL_SHORT,2.149165837782347,0
2025-03-31 10:30:00-04:00,STATE,SOXS,,CASH->SOXS: SEMI_TACTICAL_SHORT,0.0,0
2025-04-01 11:30:00-04:00,EXIT,SOXS,5850.0,SOXS_TACTICAL_EXIT,2.016782186561875,8
2025-04-01 11:30:00-04:00,STATE,CASH,,SOXS->CASH: SOXS_TACTICAL_EXIT,0.0,0
2025-04-04 09:30:00-04:00,ENTER,SOXS,8256.0,SEMI_TACTICAL_SHORT,2.0147664122624622,0
2025-04-04 09:30:00-04:00,STATE,SOXS,,CASH->SOXS: SEMI_TACTICAL_SHORT,0.0,0
2025-04-07 09:30:00-04:00,EXIT,SOXS,10134.0,SOXS_TACTICAL_EXIT,2.4730672022611184,7
2025-04-07 09:30:00-04:00,STATE,CASH,,SOXS->CASH: SOXS_TACTICAL_EXIT,0.0,0
2025-05-22 11:30:00-04:00,ENTER,SOXS,2554.0,SEMI_TACTICAL_SHORT,2.4705953709745003,0
2025-05-22 11:30:00-04:00,STATE,SOXS,,CASH->SOXS: SEMI_TACTICAL_SHORT,0.0,0
2025-05-23 11:30:00-04:00,EXIT,SOXS,2757.0,SOXS_TACTICAL_EXIT,2.6669661071952615,7
2025-05-23 11:30:00-04:00,STATE,CASH,,SOXS->CASH: SOXS_TACTICAL_EXIT,0.0,0
2025-06-26 10:30:00-04:00,ENTER,TQQQ,39.790000915527344,QQQ_BULL_CONFIRM,2.6643004739047114,0
2025-06-26 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-07-01 11:30:00-04:00,EXIT,TQQQ,40.39070129394531,LONG_CONTEXT_LOST,2.7045227977566615,22
2025-07-01 11:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-07-28 10:30:00-04:00,ENTER,TQQQ,44.96495056152344,QQQ_BULL_CONFIRM,2.701819626544511,0
2025-07-28 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-07-30 15:30:00-04:00,EXIT,TQQQ,44.35499954223633,LONG_CONTEXT_LOST,2.6651693552874374,19
2025-07-30 15:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-08-11 10:30:00-04:00,ENTER,TQQQ,46.317501068115234,QQQ_BULL_CONFIRM,2.6625055178508683,0
2025-08-11 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-08-15 12:30:00-04:00,EXIT,TQQQ,46.397499084472656,LONG_CONTEXT_LOST,2.6671041070462467,30
2025-08-15 12:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-08-28 15:30:00-04:00,ENTER,SOXL,28.684999465942383,SEMI_BULL_CONFIRM,2.664438335824811,0
2025-08-28 15:30:00-04:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2025-08-29 10:30:00-04:00,EXIT,SOXL,26.43000030517578,LONG_CONTEXT_LOST,2.4549802105655463,2
2025-08-29 10:30:00-04:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2025-09-12 10:30:00-04:00,ENTER,TQQQ,48.16999816894531,QQQ_BULL_CONFIRM,2.4525264572316474,0
2025-09-12 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-09-17 10:30:00-04:00,EXIT,TQQQ,48.935001373291016,LONG_CONTEXT_LOST,2.491475817203481,21
2025-09-17 10:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-09-22 09:30:00-04:00,ENTER,TQQQ,51.22489929199219,QQQ_BULL_CONFIRM,2.488985586501629,0
2025-09-22 09:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-09-23 13:30:00-04:00,EXIT,TQQQ,51.540000915527344,LONG_CONTEXT_LOST,2.5042961758849613,11
2025-09-23 13:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-10-01 15:30:00-04:00,ENTER,SOXL,36.33000183105469,SEMI_BULL_CONFIRM,2.5017931312314037,0
2025-10-01 15:30:00-04:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2025-10-07 11:30:00-04:00,EXIT,SOXL,39.97999954223633,LONG_CONTEXT_LOST,2.75314294523111,24
2025-10-07 11:30:00-04:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2025-10-27 14:30:00-04:00,ENTER,TQQQ,58.005001068115234,QQQ_BULL_CONFIRM,2.75039117816941,0
2025-10-27 14:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-10-30 10:30:00-04:00,EXIT,TQQQ,58.564998626708984,LONG_CONTEXT_LOST,2.7769442738782435,17
2025-10-30 10:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-11-26 10:30:00-05:00,ENTER,TQQQ,52.709999084472656,QQQ_BULL_CONFIRM,2.7741687173826133,0
2025-11-26 10:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-12-08 12:30:00-05:00,EXIT,TQQQ,55.45500183105469,LONG_CONTEXT_LOST,2.9186403713565263,47
2025-12-08 12:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2025-12-26 10:30:00-05:00,ENTER,TQQQ,55.42499923706055,QQQ_BULL_CONFIRM,2.9157231895760596,0
2025-12-26 10:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2025-12-29 10:30:00-05:00,EXIT,TQQQ,54.53499984741211,LONG_CONTEXT_LOST,2.8689033087492266,7
2025-12-29 10:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2026-01-13 10:30:00-05:00,ENTER,SOXL,55.775001525878906,SEMI_BULL_CONFIRM,2.8660358391752645,0
2026-01-13 10:30:00-05:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2026-01-14 10:30:00-05:00,EXIT,SOXL,54.459999084472656,LONG_CONTEXT_LOST,2.79846355728255,7
2026-01-14 10:30:00-05:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2026-01-27 10:30:00-05:00,ENTER,TQQQ,56.349998474121094,QQQ_BULL_CONFIRM,2.795666492257779,0
2026-01-27 10:30:00-05:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2026-01-28 10:30:00-05:00,EXIT,TQQQ,57.5099983215332,LONG_CONTEXT_LOST,2.853217029830971,7
2026-01-28 10:30:00-05:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2026-02-25 10:30:00-05:00,ENTER,SOXL,71.94950103759766,SEMI_BULL_CONFIRM,2.850365238696707,0
2026-02-25 10:30:00-05:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2026-02-26 10:30:00-05:00,EXIT,SOXL,62.06999969482422,LONG_CONTEXT_LOST,2.458977017833527,7
2026-02-26 10:30:00-05:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2026-04-10 09:30:00-04:00,ENTER,SOXL,74.29499816894531,SEMI_BULL_CONFIRM,2.4565192696897653,0
2026-04-10 09:30:00-04:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2026-04-28 10:30:00-04:00,EXIT,SOXL,109.5,LONG_CONTEXT_LOST,3.620551405349713,85
2026-04-28 10:30:00-04:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2026-05-01 10:30:00-04:00,ENTER,SOXL,127.87000274658203,SEMI_BULL_CONFIRM,3.61693266331538,0
2026-05-01 10:30:00-04:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2026-05-07 13:30:00-04:00,EXIT,SOXL,149.49000549316406,LONG_CONTEXT_LOST,4.228476359533616,31
2026-05-07 13:30:00-04:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2026-05-11 09:30:00-04:00,ENTER,TQQQ,76.0199966430664,QQQ_BULL_CONFIRM,4.224249996355671,0
2026-05-11 09:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2026-05-12 10:30:00-04:00,EXIT,TQQQ,74.26000213623047,LONG_CONTEXT_LOST,4.126451297100325,8
2026-05-12 10:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2026-05-14 10:30:00-04:00,ENTER,TQQQ,78.44499969482422,QQQ_BULL_CONFIRM,4.122326907997777,0
2026-05-14 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2026-05-15 10:30:00-04:00,EXIT,TQQQ,75.83999633789062,LONG_CONTEXT_LOST,3.9854325810745976,7
2026-05-15 10:30:00-04:00,STATE,CASH,,TQQQ->CASH: LONG_CONTEXT_LOST,0.0,0
2026-05-26 10:30:00-04:00,ENTER,SOXL,223.3000030517578,SEMI_BULL_CONFIRM,3.9814491402139525,0
2026-05-26 10:30:00-04:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2026-06-04 10:30:00-04:00,EXIT,SOXL,248.5,LONG_CONTEXT_LOST,4.430766224010487,49
2026-06-04 10:30:00-04:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2026-06-22 10:30:00-04:00,ENTER,SOXL,296.8500061035156,SEMI_BULL_CONFIRM,4.42633767206245,0
2026-06-22 10:30:00-04:00,STATE,SOXL,,CASH->SOXL: SEMI_BULL_CONFIRM,0.0,0
2026-06-23 10:30:00-04:00,EXIT,SOXL,245.74560546875,LONG_CONTEXT_LOST,3.664318709330967,7
2026-06-23 10:30:00-04:00,STATE,CASH,,SOXL->CASH: LONG_CONTEXT_LOST,0.0,0
2026-08-04 10:30:00-04:00,ENTER,TQQQ,72.61499786376953,QQQ_BULL_CONFIRM,3.660656221865369,0
2026-08-04 10:30:00-04:00,STATE,TQQQ,,CASH->TQQQ: QQQ_BULL_CONFIRM,0.0,0
2026-08-10 15:30:00-04:00,EXIT,TQQQ,74.04299926757812,FINAL_LIQUIDATION,3.732644411323026,33
