ticker,entry_time,entry_price,entry_reason,exit_time,exit_price,exit_reason,holding_bars,gross_return_pct
SOXL,2024-10-29 15:30:00-04:00,38.230098724365234,SEMI_BULL_CONFIRM,2024-10-30 15:30:00-04:00,34.12009811401367,LONG_CONTEXT_LOST,7,-0.10750693164525182
TQQQ,2024-11-07 10:30:00-05:00,40.67515182495117,QQQ_BULL_CONFIRM,2024-11-11 13:30:00-05:00,40.839351654052734,LONG_CONTEXT_LOST,17,0.004036858419317335
TQQQ,2024-12-04 15:30:00-05:00,43.029998779296875,QQQ_BULL_CONFIRM,2024-12-10 15:30:00-05:00,42.14250183105469,LONG_CONTEXT_LOST,28,-0.02062507491097565
TQQQ,2024-12-11 14:30:00-05:00,44.70000076293945,QQQ_BULL_CONFIRM,2024-12-18 14:30:00-05:00,44.641048431396484,LONG_CONTEXT_LOST,35,-0.0013188440835966153
TQQQ,2025-01-22 10:30:00-05:00,43.97999954223633,QQQ_BULL_CONFIRM,2025-01-24 14:30:00-05:00,43.150001525878906,LONG_CONTEXT_LOST,18,-0.018872169736162236
TQQQ,2025-02-07 09:30:00-05:00,43.130001068115234,QQQ_BULL_CONFIRM,2025-02-07 11:30:00-05:00,41.79499816894531,LONG_CONTEXT_LOST,2,-0.03095299944605967
TQQQ,2025-02-13 15:30:00-05:00,44.244998931884766,QQQ_BULL_CONFIRM,2025-02-20 10:30:00-05:00,44.275001525878906,LONG_CONTEXT_LOST,23,0.0006781013610221986
SOXS,2025-03-11 10:30:00-04:00,5772.0,SEMI_TACTICAL_SHORT,2025-03-12 10:30:00-04:00,5244.0,SOXS_TACTICAL_EXIT,7,-0.09147609147609148
SOXS,2025-03-31 10:30:00-04:00,6234.0,SEMI_TACTICAL_SHORT,2025-04-01 11:30:00-04:00,5850.0,SOXS_TACTICAL_EXIT,8,-0.06159769008662175
SOXS,2025-04-04 09:30:00-04:00,8256.0,SEMI_TACTICAL_SHORT,2025-04-07 09:30:00-04:00,10134.0,SOXS_TACTICAL_EXIT,7,0.22747093023255816
SOXS,2025-05-22 11:30:00-04:00,2554.0,SEMI_TACTICAL_SHORT,2025-05-23 11:30:00-04:00,2757.0,SOXS_TACTICAL_EXIT,7,0.07948316366483943
TQQQ,2025-06-26 10:30:00-04:00,39.790000915527344,QQQ_BULL_CONFIRM,2025-07-01 11:30:00-04:00,40.39070129394531,LONG_CONTEXT_LOST,22,0.015096767142409373
TQQQ,2025-07-28 10:30:00-04:00,44.96495056152344,QQQ_BULL_CONFIRM,2025-07-30 15:30:00-04:00,44.35499954223633,LONG_CONTEXT_LOST,19,-0.013565032579153868
TQQQ,2025-08-11 10:30:00-04:00,46.317501068115234,QQQ_BULL_CONFIRM,2025-08-15 12:30:00-04:00,46.397499084472656,LONG_CONTEXT_LOST,30,0.0017271660714117676
SOXL,2025-08-28 15:30:00-04:00,28.684999465942383,SEMI_BULL_CONFIRM,2025-08-29 10:30:00-04:00,26.43000030517578,LONG_CONTEXT_LOST,2,-0.07861248745860905
TQQQ,2025-09-12 10:30:00-04:00,48.16999816894531,QQQ_BULL_CONFIRM,2025-09-17 10:30:00-04:00,48.935001373291016,LONG_CONTEXT_LOST,21,0.0158813210177553
TQQQ,2025-09-22 09:30:00-04:00,51.22489929199219,QQQ_BULL_CONFIRM,2025-09-23 13:30:00-04:00,51.540000915527344,LONG_CONTEXT_LOST,11,0.006151337101494514
SOXL,2025-10-01 15:30:00-04:00,36.33000183105469,SEMI_BULL_CONFIRM,2025-10-07 11:30:00-04:00,39.97999954223633,LONG_CONTEXT_LOST,24,0.10046786477345138
TQQQ,2025-10-27 14:30:00-04:00,58.005001068115234,QQQ_BULL_CONFIRM,2025-10-30 10:30:00-04:00,58.564998626708984,LONG_CONTEXT_LOST,17,0.009654297875732132
TQQQ,2025-11-26 10:30:00-05:00,52.709999084472656,QQQ_BULL_CONFIRM,2025-12-08 12:30:00-05:00,55.45500183105469,LONG_CONTEXT_LOST,47,0.05207745767900529
TQQQ,2025-12-26 10:30:00-05:00,55.42499923706055,QQQ_BULL_CONFIRM,2025-12-29 10:30:00-05:00,54.53499984741211,LONG_CONTEXT_LOST,7,-0.016057724887677205
SOXL,2026-01-13 10:30:00-05:00,55.775001525878906,SEMI_BULL_CONFIRM,2026-01-14 10:30:00-05:00,54.459999084472656,LONG_CONTEXT_LOST,7,-0.02357691448553534
TQQQ,2026-01-27 10:30:00-05:00,56.349998474121094,QQQ_BULL_CONFIRM,2026-01-28 10:30:00-05:00,57.5099983215332,LONG_CONTEXT_LOST,7,0.02058562340413972
SOXL,2026-02-25 10:30:00-05:00,71.94950103759766,SEMI_BULL_CONFIRM,2026-02-26 10:30:00-05:00,62.06999969482422,LONG_CONTEXT_LOST,7,-0.13731160328145764
SOXL,2026-04-10 09:30:00-04:00,74.29499816894531,SEMI_BULL_CONFIRM,2026-04-28 10:30:00-04:00,109.5,LONG_CONTEXT_LOST,85,0.4738542660839593
SOXL,2026-05-01 10:30:00-04:00,127.87000274658203,SEMI_BULL_CONFIRM,2026-05-07 13:30:00-04:00,149.49000549316406,LONG_CONTEXT_LOST,31,0.16907798766087012
TQQQ,2026-05-11 09:30:00-04:00,76.0199966430664,QQQ_BULL_CONFIRM,2026-05-12 10:30:00-04:00,74.26000213623047,LONG_CONTEXT_LOST,8,-0.023151730920215163
TQQQ,2026-05-14 10:30:00-04:00,78.44499969482422,QQQ_BULL_CONFIRM,2026-05-15 10:30:00-04:00,75.83999633789062,LONG_CONTEXT_LOST,7,-0.03320802303611292
SOXL,2026-05-26 10:30:00-04:00,223.3000030517578,SEMI_BULL_CONFIRM,2026-06-04 10:30:00-04:00,248.5,LONG_CONTEXT_LOST,49,0.11285264936786032
SOXL,2026-06-22 10:30:00-04:00,296.8500061035156,SEMI_BULL_CONFIRM,2026-06-23 10:30:00-04:00,245.74560546875,LONG_CONTEXT_LOST,7,-0.17215563275732193
TQQQ,2026-08-04 10:30:00-04:00,72.61499786376953,QQQ_BULL_CONFIRM,2026-08-10 15:30:00-04:00,74.04299926757812,FINAL_LIQUIDATION,33,0.019665378307765158
