Datetime,breadth20,coverage20,breadth120,coverage120,breadth200,coverage200,ks_close,ks_ema5,ks_ema20,ks_ema120,ks_ema200
2023-09-07 09:00:00+09:00,0.275,40.0,0.35,40.0,,0.0,2548.409912109375,2561.589443192818,2568.0779609002984,2558.2126273525514,
2023-09-07 10:00:00+09:00,0.25,40.0,0.325,40.0,,0.0,2542.570068359375,2555.2496515816706,2565.6486378011627,2557.9540726584496,
2023-09-07 11:00:00+09:00,0.25,40.0,0.325,40.0,,0.0,2544.47998046875,2551.659761210697,2563.6325751980758,2557.7313603908515,
2023-09-07 12:00:00+09:00,0.3,40.0,0.325,40.0,,0.0,2548.010009765625,2550.443177395673,2562.1447118235565,2557.5706769094427,
2023-09-07 13:00:00+09:00,0.375,40.0,0.35,40.0,,0.0,2543.860107421875,2548.2488207377405,2560.4033209281583,2557.344055926177,
2023-09-07 14:00:00+09:00,0.35,40.0,0.35,40.0,,0.0,2542.35009765625,2546.282579710577,2558.6839663308338,2557.096221905187,
2023-09-08 09:00:00+09:00,0.325,40.0,0.35,40.0,,0.0,2540.31005859375,2544.2917393383013,2556.9340703558732,2556.81876466037,
2023-09-08 10:00:00+09:00,0.375,40.0,0.375,40.0,,0.0,2538.449951171875,2542.344476616159,2555.1736780526353,2556.5151479084943,
2023-09-08 11:00:00+09:00,0.4,40.0,0.4,40.0,,0.0,2537.97998046875,2540.889644567023,2553.5361830446464,2556.208781504532,
2023-09-08 12:00:00+09:00,0.4,40.0,0.4,40.0,,0.0,2533.93994140625,2538.5730768467656,2551.66987431718,2555.8407015029075,
2023-09-08 13:00:00+09:00,0.325,40.0,0.375,40.0,,0.0,2531.3798828125,2536.1753455020107,2549.7374941738776,2555.436390450174,
2023-09-08 14:00:00+09:00,0.425,40.0,0.425,40.0,,0.0,2539.679931640625,2537.343540881549,2548.779631075473,2555.175953114479,
2023-09-11 09:00:00+09:00,0.475,40.0,0.5,40.0,,0.0,2544.110107421875,2539.599063061658,2548.3349145370353,2554.993046574106,
2023-09-11 10:00:00+09:00,0.525,40.0,0.5,40.0,,0.0,2553.699951171875,2544.299359098397,2548.84587040702,2554.9716730963833,
2023-09-11 11:00:00+09:00,0.5,40.0,0.45,40.0,,0.0,2551.860107421875,2546.8196085395566,2549.132940598911,2554.920242258788,
2023-09-11 12:00:00+09:00,0.425,40.0,0.45,40.0,,0.0,2546.300048828125,2546.6464219690797,2548.8631413826456,2554.7777597227446,
2023-09-11 13:00:00+09:00,0.475,40.0,0.45,40.0,,0.0,2553.639892578125,2548.9775788387615,2549.318070067929,2554.7589520013457,
2023-09-11 14:00:00+09:00,0.6,40.0,0.45,40.0,,0.0,2555.10009765625,2551.018418444591,2549.868739362055,2554.7645907725014,
2023-09-12 09:00:00+09:00,0.55,40.0,0.425,40.0,,0.0,2548.89990234375,2550.3122464109774,2549.7764691698353,2554.6676537736794,
2023-09-12 10:00:00+09:00,0.525,40.0,0.375,40.0,,0.0,2543.080078125,2547.901523648985,2549.138717641756,2554.4761235976684,
2023-09-12 11:00:00+09:00,0.5,40.0,0.425,40.0,,0.0,2545.75,2547.1843490993233,2548.8159826282554,2554.3318901497732,
2023-09-12 12:00:00+09:00,0.425,40.0,0.375,40.0,,0.0,2543.47998046875,2545.949559555799,2548.307791946398,2554.1525197418227,
2023-09-12 13:00:00+09:00,0.525,40.0,0.375,40.0,,0.0,2540.679931640625,2544.193016917408,2547.581329060134,2553.9298323351913,
2023-09-12 14:00:00+09:00,0.45,40.0,0.375,40.0,,0.0,2538.64990234375,2542.3453120595223,2546.7307169919072,2553.677271508887,
2023-09-13 09:00:00+09:00,0.6,40.0,0.475,40.0,,0.0,2546.85009765625,2543.8469072584317,2546.7420865789877,2553.564425660083,
2023-09-13 10:00:00+09:00,0.475,40.0,0.4,40.0,,0.0,2533.679931640625,2540.4579153858294,2545.498071822953,2553.2357563374476,
2023-09-13 11:00:00+09:00,0.475,40.0,0.425,40.0,,0.0,2532.0400390625,2537.6519566113866,2544.2163544171954,2552.885413903151,
2023-09-13 12:00:00+09:00,0.5,40.0,0.425,40.0,,0.0,2530.580078125,2535.294663782591,2542.9176614369867,2552.5167306671483,
2023-09-13 13:00:00+09:00,0.5,40.0,0.425,40.0,,0.0,2538.949951171875,2536.5130929123525,2542.539784268881,2552.2924863779704,
2023-09-13 14:00:00+09:00,0.525,40.0,0.45,40.0,,0.0,2535.47998046875,2536.1687220978183,2541.8674220022017,2552.014593718314,
2023-09-14 09:00:00+09:00,0.525,40.0,0.475,40.0,,0.0,2547.2900390625,2539.875827752712,2542.38386172223,2551.9365019058214,
2023-09-14 10:00:00+09:00,0.7,40.0,0.5,40.0,,0.0,2556.719970703125,2545.490542069517,2543.7492054346963,2552.0155675057767,
2023-09-14 11:00:00+09:00,0.575,40.0,0.5,40.0,,0.0,2553.050048828125,2548.01037765572,2544.635000043594,2552.032666370609,
2023-09-14 12:00:00+09:00,0.725,40.0,0.525,40.0,,0.0,2557.590087890625,2551.2036144006884,2545.868817933788,2552.1245245775517,
2023-09-14 13:00:00+09:00,0.625,40.0,0.5,40.0,,0.0,2559.469970703125,2553.9590665015007,2547.1641658165818,2552.2459369102057,
2023-09-14 14:00:00+09:00,0.75,40.0,0.525,40.0,,0.0,2564.080078125,2557.3327370426673,2548.7752050840504,2552.4415425501197,
2023-09-15 09:00:00+09:00,0.925,40.0,0.6,40.0,,0.0,2591.199951171875,2568.62180841907,2552.8156570924143,2553.082177403372,
2023-09-15 10:00:00+09:00,0.925,40.0,0.65,40.0,,0.0,2597.510009765625,2578.251208867922,2557.0722621089103,2553.8165217399383,
2023-09-15 11:00:00+09:00,0.95,40.0,0.7,40.0,,0.0,2603.090087890625,2586.530835208823,2561.4549121833597,2554.630960849867,
2023-09-15 12:00:00+09:00,0.95,40.0,0.725,40.0,,0.0,2606.840087890625,2593.3005861027573,2565.777309869766,2555.4939216274,
2023-09-15 13:00:00+09:00,0.975,40.0,0.75,40.0,,0.0,2606.889892578125,2597.83035492788,2569.692793937229,2556.343441808404,
2023-09-15 14:00:00+09:00,0.975,40.0,0.725,40.0,,0.0,2603.830078125,2599.8302626602535,2572.9439638598737,2557.128344888017,
2023-09-18 09:00:00+09:00,0.8,40.0,0.75,40.0,,0.0,2586.429931640625,2595.363485653711,2574.2283417437548,2557.6126686359944,
2023-09-18 10:00:00+09:00,0.8,40.0,0.725,40.0,,0.0,2581.949951171875,2590.892307493099,2574.9637331178615,2558.014937768819,
2023-09-18 11:00:00+09:00,0.825,40.0,0.65,40.0,,0.0,2579.580078125,2587.1215643703995,2575.403385023303,2558.3713863697476,
2023-09-18 12:00:00+09:00,0.675,40.0,0.675,40.0,,0.0,2579.090087890625,2584.444405543808,2575.7544995820954,2558.713844246126,
2023-09-18 13:00:00+09:00,0.575,40.0,0.625,40.0,,0.0,2578.1298828125,2582.339564633372,2575.9807265564195,2559.0347705034214,
2023-09-18 14:00:00+09:00,0.575,40.0,0.625,40.0,,0.0,2575.179931640625,2579.9530203024565,2575.904460373963,2559.3016326709785,
2023-09-19 09:00:00+09:00,0.475,40.0,0.575,40.0,,0.0,2571.2900390625,2577.0653598891377,2575.4649916776334,2559.4997881485247,
2023-09-19 10:00:00+09:00,0.575,40.0,0.625,40.0,,0.0,2569.64990234375,2574.593540707342,2574.911173645835,2559.6675586310907,
2023-09-19 11:00:00+09:00,0.475,40.0,0.55,40.0,,0.0,2563.2900390625,2570.825706825728,2573.8043989236126,2559.727434340701,
2023-09-19 12:00:00+09:00,0.425,40.0,0.55,40.0,,0.0,2563.7099609375,2568.4537915296523,2572.843023877316,2559.7932612265986,
2023-09-19 13:00:00+09:00,0.425,40.0,0.55,40.0,,0.0,2560.469970703125,2565.79251792081,2571.664637860727,2559.8044465072026,
2023-09-19 14:00:00+09:00,0.25,40.0,0.55,40.0,,0.0,2558.64990234375,2563.41164606179,2570.425139240063,2559.7853631326,
2023-09-20 09:00:00+09:00,0.4,40.0,0.575,40.0,,0.0,2561.280029296875,2562.701107140152,2569.554176388331,2559.810068358456,
2023-09-20 10:00:00+09:00,0.325,40.0,0.5,40.0,,0.0,2555.159912109375,2560.1873754632265,2568.1832940760496,2559.7332062716946,
2023-09-20 11:00:00+09:00,0.4,40.0,0.55,40.0,,0.0,2554.570068359375,2558.3149397619427,2566.8867963887474,2559.647865149177,
2023-09-20 12:00:00+09:00,0.4,40.0,0.55,40.0,,0.0,2555.330078125,2557.319985882962,2565.7861565541048,2559.5764967686123,
2023-09-20 13:00:00+09:00,0.4,40.0,0.525,40.0,,0.0,2554.090087890625,2556.2433532188497,2564.672245252821,2559.485812324348,
2023-09-20 14:00:00+09:00,0.425,40.0,0.5,40.0,,0.0,2556.1201171875,2556.2022745417335,2563.8577568656474,2559.4301809997723,
2023-09-21 09:00:00+09:00,0.275,40.0,0.45,40.0,,0.0,2532.739990234375,2548.3815131059473,2560.8941600436215,2558.9890208218317,
2023-09-21 10:00:00+09:00,0.25,40.0,0.475,40.0,,0.0,2529.949951171875,2542.2376591279235,2557.9470925320265,2558.5090361995185,
2023-09-21 11:00:00+09:00,0.2,40.0,0.45,40.0,,0.0,2524.4599609375,2536.3117597311157,2554.7578419039764,2557.9462415670882,
2023-09-21 12:00:00+09:00,0.2,40.0,0.375,40.0,,0.0,2520.7099609375,2531.111160133244,2551.5151865738358,2557.3307658542026,
2023-09-21 13:00:00+09:00,0.125,40.0,0.375,40.0,,0.0,2518.919921875,2527.047414047163,2548.410875650137,2556.6958758710753,
2023-09-21 14:00:00+09:00,0.175,40.0,0.35,40.0,,0.0,2518.280029296875,2524.1249524637337,2545.54127123554,2556.0609032004277,
2023-09-22 09:00:00+09:00,0.15,40.0,0.25,40.0,,0.0,2494.639892578125,2514.296599168531,2540.693520887215,2555.0456798843566,
2023-09-22 10:00:00+09:00,0.15,40.0,0.3,40.0,,0.0,2506.3798828125,2511.657693716521,2537.42555535629,2554.241286544326,
2023-09-22 11:00:00+09:00,0.175,40.0,0.325,40.0,,0.0,2505.2900390625,2509.535142165181,2534.365029994977,2553.432175015701,
2023-09-22 12:00:00+09:00,0.225,40.0,0.325,40.0,,0.0,2508.929931640625,2509.333405323662,2531.942639675515,2552.6966007450383,
2023-09-22 13:00:00+09:00,0.2,40.0,0.3,40.0,,0.0,2507.0,2508.555603549108,2529.5671501826087,2551.9412850302447,
2023-09-22 14:00:00+09:00,0.15,40.0,0.3,40.0,,0.0,2508.47998046875,2508.5303958556556,2527.5588483050983,2551.2229163598067,
2023-09-25 09:00:00+09:00,0.325,40.0,0.325,40.0,,0.0,2503.090087890625,2506.716959867312,2525.2284901703865,2550.4273324181677,
2023-09-25 10:00:00+09:00,0.25,40.0,0.325,40.0,0.35,40.0,2494.7099609375,2502.714626890708,2522.321963576778,2549.5063841292313,2555.3347407012175
2023-09-25 11:00:00+09:00,0.25,40.0,0.35,40.0,0.35,40.0,2491.89990234375,2499.1097187083888,2519.424624411728,2548.554210876579,2554.70354827975
2023-09-25 12:00:00+09:00,0.275,40.0,0.375,40.0,0.375,40.0,2494.340087890625,2497.5198417691345,2517.0356209335278,2547.6581096702,2554.102916833092
2023-09-25 13:00:00+09:00,0.375,40.0,0.35,40.0,0.375,40.0,2498.469970703125,2497.836551413798,2515.267463768728,2546.845082579835,2553.5493551800573
2023-09-25 14:00:00+09:00,0.3,40.0,0.35,40.0,0.375,40.0,2493.93994140625,2496.5376814112824,2513.2362711627775,2545.97061743647,2552.956226684796
2023-09-26 09:00:00+09:00,0.075,40.0,0.225,40.0,0.25,40.0,2467.830078125,2486.9684803158552,2508.911871825846,2544.6790382742975,2552.1092003309673
2023-09-26 10:00:00+09:00,0.1,40.0,0.2,40.0,0.275,40.0,2465.64990234375,2479.862287658487,2504.7916842561226,2543.372771564702,2551.2489088087063
2023-09-26 11:00:00+09:00,0.075,40.0,0.2,40.0,0.275,40.0,2463.239990234375,2474.3215218504497,2500.8343800635753,2542.0482627823826,2550.3731981761257
2023-09-26 12:00:00+09:00,0.1,40.0,0.275,40.0,0.275,40.0,2467.85009765625,2472.1643804523833,2497.693019834306,2540.8218468298846,2549.5520727978187
2023-09-26 13:00:00+09:00,0.075,40.0,0.25,40.0,0.275,40.0,2464.02001953125,2469.4495934786723,2494.486067424491,2539.5523951389982,2548.701007591186
2023-09-26 14:00:00+09:00,0.125,40.0,0.25,40.0,0.275,40.0,2464.919921875,2467.939702944115,2491.6702440388253,2538.3188005395937,2547.867364947244
