strategy,regime_mode,add_policy,max_hold,ticker,symbol,market,name,setup_id,entry_time,starting_equity,slippage_ticks,planned_seed,reserved_risk,structural_stop,active_stop,raw_first_entry,first_entry,R,level,touches,shares,cash_out,cash_in,buy_notional,sell_notional,commissions,taxes,added20,added60,entry_i,bars_held,last_mark,mfe_R,mae_R,peak_price,trail_pct,trail_samples,trail_armed,exit_time,exit_raw_price,exit_reason,status,pnl,fill_count,fill_detail,event_detail
V030|BALANCED|STAGED_CONDITIONAL|H26|5M|1T,BALANCED,STAGED_CONDITIONAL,26,009150.KS,009150,KOSPI,삼성전기,KRLEVEL_RR|009150|4T|2613|2619|2620,2025-05-29 04:00:00+00:00,5000000,1,1000000.0,45371.22024240443,118087.58005601457,118087.58005601457,123600.0,123700.0,5612.419943985427,123300.0,4,0,245336.79499999998,249787.17,245300.0,250200.0,74.32499999999999,375.3,True,False,2622,21,123100.0,1.35413958254221,-0.6236169130128598,131300.0,0.046447197088577995,59,True,2025-06-05 00:00:00+00:00,125201.4830222697,adaptive_trail_same_bar,BE_OR_WIN,4450.375000000029,2,"[{""time"": ""2025-05-29 04:00:00+00:00"", ""raw_price"": 123600.0, ""price"": 123700.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter"", ""slippage_ticks"": 1}, {""time"": ""2025-06-02 00:00:00+00:00"", ""raw_price"": 121455.03202240582, ""price"": 121600.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""adverse20"", ""slippage_ticks"": 1}]","[{""time"": ""2025-06-05 00:00:00+00:00"", ""raw_price"": 125201.4830222697, ""price"": 125100.0, ""shares"": 2, ""reason"": ""adaptive_trail_same_bar"", ""slippage_ticks"": 1, ""commission"": 37.529999999999994, ""stt"": 0.0, ""rural_tax"": 375.3}]"
V030|BALANCED|STAGED_CONDITIONAL|H26|5M|1T,BALANCED,STAGED_CONDITIONAL,26,086790.KS,086790,KOSPI,하나금융지주,KRLEVEL_RR|086790|2T|3201|3205|3206,2025-10-24 03:00:00+00:00,5000000,1,1000890.0750000001,15115.557908668889,86867.99337824926,86867.99337824926,88100.0,88200.0,1332.006621750741,88000.0,2,0,352052.8,351818.54000000004,352000.0,352400.0,105.66,528.6,True,False,3209,4,88000.0,1.6516434408624787,-0.4504482111443124,90400.0,0.036519871106337275,51,True,2025-10-27 00:00:00+00:00,88200.0,adaptive_trail_same_bar,BE_OR_WIN,-234.2599999999511,2,"[{""time"": ""2025-10-24 03:00:00+00:00"", ""raw_price"": 88100.0, ""price"": 88200.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""starter"", ""slippage_ticks"": 1}, {""time"": ""2025-10-24 04:00:00+00:00"", ""raw_price"": 87667.1973512997, ""price"": 87800.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""adverse20"", ""slippage_ticks"": 1}]","[{""time"": ""2025-10-27 00:00:00+00:00"", ""raw_price"": 88200.0, ""price"": 88100.0, ""shares"": 4, ""reason"": ""adaptive_trail_same_bar"", ""slippage_ticks"": 1, ""commission"": 52.85999999999999, ""stt"": 0.0, ""rural_tax"": 528.6}]"
