exclude_top,excluded,pnl,pf,trades,return_pct,max_dd
1,AMAT,136.7369064939853,1.1156868106008617,175,0.027347381298796547,0.03717744540752732
3,"AMAT,GOOG,NVDA",-116.39042917689972,0.8988259724500599,161,-0.023278085835380824,0.05809203362566839
