period,trades,pnl,pf,winrate,top1_share,top3_share
2025_FULL,69,-2.614319531160845,0.9950157094896593,0.4927536231884058,0.20178034474063347,0.5720565390675596
2026_YTD,37,141.99245837738192,1.6236057096762981,0.5945945945945946,0.2578330951501462,0.6415317536085525
2026_JUL,6,6.177662126157742,1.3562856264360426,0.6666666666666666,0.5350325254715683,0.9674650227674295
