time,ticker,setup_id,reason
2026-02-05 01:00:00+00:00,006|005380.KS,KRLEVEL_RR|005380|2T|3612|3615|3617,MARKET_REGIME
2026-02-05 01:00:00+00:00,009|006400.KS,KRLEVEL_RR|006400|2T|3613|3616|3617,MARKET_REGIME
2026-02-10 04:00:00+00:00,041|207940.KS,KRLEVEL_RR|207940|3T|3529|3534|3536,STARTER_LT_1_OR_CASH
2026-02-11 01:00:00+00:00,028|034730.KS,KRLEVEL_RR|034730|2T|3634|3640|3641,TOTAL_RISK_CAP
2026-03-06 01:00:00+00:00,049|373220.KS,KRLEVEL_RR|373220|3T|3714|3717|3719,MARKET_REGIME
2026-03-06 03:00:00+00:00,009|006400.KS,KRLEVEL_RR|006400|5T|3714|3718|3720,MARKET_REGIME
2026-06-10 01:00:00+00:00,050|402340.KS,KRLEVEL_RR|402340|2T|4095|4096|4097,MARKET_REGIME
2026-06-15 03:00:00+00:00,016|012330.KS,KRLEVEL_RR|012330|2T|4110|4114|4116,STARTER_LT_1_OR_CASH
