variant,cost_bps_side,trades,wins,losses,pnl,return_pct,pf,max_dd_pct,fees,risk_rejects,top1_pnl_share,top3_pnl_share,unique_tickers,max_same_entry_day_trades
BULL,5.0,7,7,0,30.47077995364043,0.006094155990727712,inf,0.004975126703126276,2.8244389644176926,1,0.4653408604805535,0.8009037819129415,5,2
BULL,10.0,7,6,1,27.639389574227522,0.005527877914845547,105.22601933480324,0.005155315764655,5.647756773925449,1,0.48359467329131084,0.7951926027065304,5,2
BULL,20.0,7,6,1,21.97997637609356,0.004395995275219278,21.519942252766743,0.005515720110379929,11.291030187632643,1,0.5341757587471004,0.8402234706549517,5,2
BULL,30.0,7,5,2,16.325051158531323,0.0032650102317057783,7.058351401099977,0.005876159443426343,16.92982275936499,1,0.619746322718998,0.9326405702136917,5,2
NOT_BEAR,5.0,13,9,4,-9.104593059179507,-0.0018209186118356424,0.8460116468115028,0.010622464413298394,6.536268358061351,4,,,10,2
NOT_BEAR,10.0,13,6,7,-15.635983151835518,-0.0031271966303666465,0.750917883806553,0.011638002123278368,13.06559590803578,4,,,10,2
NOT_BEAR,20.0,13,6,7,-28.677930119566923,-0.005735586023912997,0.5934231226424759,0.013682514128336432,26.10345248883794,4,,,10,2
NOT_BEAR,30.0,13,5,8,-41.692139337357304,-0.00833842786747141,0.4728759644335923,0.01572955075393956,39.11361751127512,4,,,10,2
