ticker,setup_id,event,model_time,model_price,intraday_interval,minute_time,open,high,low,close,open_vs_model_bps
029|035420.KS,KRLEVEL_RR|035420|5T|4316|4317|4319,ENTRY,2026-08-03 01:00:00+00:00,206500.0,2m,2026-08-03 10:00:00+09:00,206500.0,206500.0,205000.0,205000.0,0.0
029|035420.KS,KRLEVEL_RR|035420|5T|4316|4317|4319,EXIT,2026-08-07 00:00:00+00:00,219500.0,2m,2026-08-07 09:00:00+09:00,219500.0,222000.0,214000.0,214500.0,0.0
