time,ticker,setup_id,reason
2026-07-03 02:00:00+00:00,037|068270.KS,KRLEVEL_RR|068270|4T|4195|4198|4200,MARKET_REGIME
2026-07-06 02:00:00+00:00,038|086790.KS,KRLEVEL_RR|086790|5T|4202|4205|4206,MARKET_REGIME
2026-07-16 01:00:00+00:00,000|000270.KS,KRLEVEL_RR|000270|3T|4249|4251|4253,MARKET_REGIME
2026-08-03 01:00:00+00:00,031|042660.KS,KRLEVEL_RR|042660|4T|4314|4317|4319,TOTAL_RISK_CAP
2026-08-03 01:00:00+00:00,038|086790.KS,KRLEVEL_RR|086790|4T|4315|4318|4319,TOTAL_RISK_CAP
2026-08-03 02:00:00+00:00,018|0126Z0.KS,KRLEVEL_RR|0126Z0|2T|985|987|988,TOTAL_RISK_CAP
