universe_pit,pit_return_pct,pit_pf,pit_trades,pit_pnl,v025_currentcap_return_pct,v025_currentcap_pf,v025_currentcap_pnl
KOSPI40_PIT,0.17167544033851323,1.3815180184181008,531,858377.2016925772,0.1041170389373311,1.2366108248413652,520585.1946866509
KOSDAQ40_PIT,-0.013228279364374429,0.975334141676997,517,-66141.39682185906,0.1274633937080633,1.203413121856692,637316.9685403261
KR80_PIT,0.08379234057922447,1.1492917679277088,613,418961.7028961079,0.162234106116941,1.2984704895749646,811170.530584713
