universe,strategy,ending_equity,return_pct,trades,wins,losses,pf,max_mtm_dd_pct,fees,pnl
KOSPI40_PIT,NORA_LEVEL_RR_A_RAW,5858377.201692566,0.17167544033851323,531,296,235,1.3815180184181008,0.04243010013731796,231677.13520610894,858377.2016925772
KOSDAQ40_PIT,NORA_LEVEL_RR_A_RAW,4933858.603178128,-0.013228279364374429,517,261,256,0.975334141676997,0.07106392530309213,173294.2494018274,-66141.39682185906
KR80_PIT,NORA_LEVEL_RR_A_RAW,5418961.702896123,0.08379234057922447,613,337,276,1.1492917679277088,0.04814011219794978,256859.41735055312,418961.7028961079
