date,trades,pnl,wins,losses
2026-07-01,1,2.915357077152237,1,0
2026-07-06,2,8.80820541308168,2,0
2026-08-03,1,4.205731609021996,1,0
2026-08-05,1,0.1381106094572715,1,0
2026-08-07,1,11.263941892538298,1,0
2026-08-10,1,3.139436302265409,1,0
