strategy,signal_time,entry_time,exit_time,entry_i,exit_i,entry_price,initial_stop,stop_source,pivot_time,risk_pct,entry_gap_atr,atr_ratio_setup,vol_ratio_setup,breakout_vol_ratio,exit_price_weighted,return_pct,r_multiple,tp1_hit,exit_reason,period,trade_year,market,symbol,name,ticker,cost_bps_side,priority_breakout_vol,priority_atr_ratio,priority_vol_ratio,notional,allocation_at_entry_pct,planned_risk_dollars,equity_at_entry,open_positions_after_entry,open_risk_pct_of_equity_after_entry,gross_exposure_pct_after_entry,config,portfolio_pnl,equity_before_exit,equity_after_exit,portfolio_return_on_exit_equity_pct,closed_event_drawdown_pct,universe
SOR_E1_BE,2019-12-23,2019-12-24,2019-12-30,727,730,641264.375,596383.5,pivot,2019-12-17,6.998809968197594,0.0,0.5147053093167004,0.704916300715063,3.623446319271368,658760.3125,2.62567313255917,0.38983057928349213,False,end_of_data,Y2019,2019,KOSPI,207940,삼성바이오로직스,207940.KS,5.0,3.623446319271368,0.5147053093167004,0.704916300715063,0.13622782906949032,14.288143334995143,0.009534326880374668,0.9534326880374666,2,2.0000000000000004,29.888143334995142,P8_R8,0.003576897506946238,0.9634438106748775,0.9670207081818237,0.3712616623112329,3.467376950909584,KOSPI40_ROLLING
SOR_E1_BE,2019-01-15,2019-01-16,2019-01-21,495,498,33100.0,29650.0,pivot,2019-01-11,10.422960725075528,0.09316770186335403,0.6787479406919276,0.6205099386217624,2.3987084956766913,29650.0,-10.512492998213862,-1.0,False,initial_stop,Y2019,2019,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,2.3987084956766913,0.6787479406919276,0.6205099386217624,0.09594202898550726,9.594202898550726,0.01,1.0,1,1.0,9.594202898550726,P8_R8,-0.010085899079445763,1.0,0.9899141009205542,-1.0085899079445764,1.0085899079445793,KOSDAQ40_ROLLING
SOR_E1_BE,2019-01-23,2019-01-24,2019-01-28,501,503,30800.0,26550.0,pivot,2019-01-18,13.7987012987013,0.0,0.8663967611336032,0.8185077415389241,1.651496257056757,26550.0,-13.884859518292792,-1.0,False,initial_stop,Y2019,2019,KOSDAQ,025980,아난티,025980.KQ,5.0,1.651496257056757,0.8663967611336032,0.8185077415389241,0.07173965719612488,7.247058823529413,0.009899141009205543,0.9899141009205542,1,1.0000000000000002,7.247058823529413,P8_R8,-0.009960950620586764,0.9899141009205542,0.9799531502999674,-1.006243936855101,2.0046849700032565,KOSDAQ40_ROLLING
SOR_E1_BE,2019-02-21,2019-02-22,2019-03-18,519,534,51500.0,46400.0,pivot,2019-02-14,9.902912621359222,0.34146341463414637,0.8480204342273308,0.8755621551596784,2.7837495192233197,50000.0,-3.0096602184344734,-0.29411764705882354,False,trend_off_next_open,Y2019,2019,KOSDAQ,000250,삼천당제약,000250.KQ,5.0,2.7837495192233197,0.8480204342273308,0.8755621551596784,0.09895605341264378,10.098039215686276,0.009799531502999675,0.9799531502999674,1,1.0000000000000002,10.098039215686276,P8_R8,-0.002978240973293109,0.9799531502999674,0.9769749093266743,-0.3039166691164223,2.30250906733257,KOSDAQ40_ROLLING
SOR_E1_BE,2019-02-27,2019-02-28,2019-04-08,523,549,37933.33203125,27833.333984375,pivot,2019-01-24,26.62565481607174,0.4488779585287616,0.8712331331219088,0.6365004673674847,1.7010768275791854,41166.66796875,8.41526349425077,0.32013233294638244,False,trend_off_next_open,Y2019,2019,KOSDAQ,140410,메지온,140410.KQ,5.0,1.7010768275791854,0.8712331331219088,0.6365004673674847,0.03680484694440076,3.755776174925776,0.009799531502999675,0.9799531502999674,2,2.0000000000000004,13.853815390612054,P8_R8,0.0030972248490270275,0.9769749093266743,0.9800721341757014,0.3170219439065859,1.9927865824298618,KOSDAQ40_ROLLING
SOR_E1_BE,2019-04-02,2019-04-03,2019-04-19,546,558,32300.0,28000.0,pivot,2019-03-15,13.312693498452012,0.0,0.7124463519313304,0.7487276848673882,2.8732020225158483,30750.0,-4.893915271466431,-0.36046511627906974,False,trend_off_next_open,Y2019,2019,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,2.8732020225158483,0.7124463519313304,0.7487276848673882,0.07338671993314322,7.511627906976745,0.009769749093266743,0.9769749093266743,2,2.0030484313822816,11.278853307858991,P8_R8,-0.0035914838940363956,0.9800721341757014,0.976480650281665,-0.3664509752700036,2.3519349718335025,KOSDAQ40_ROLLING
SOR_E1_BE,2019-10-08,2019-10-10,2019-11-11,674,696,29500.0,28450.0,pivot,2019-10-04,3.559322033898305,0.0,0.7755102040816326,0.7721292476236823,1.1826306884426763,31350.0,6.164968363276002,1.7619047619047619,True,trend_off_next_open,Y2019,2019,KOSDAQ,240810,원익IPS,240810.KQ,5.0,1.1826306884426763,0.7755102040816326,0.7721292476236823,0.27434456365056303,28.095238095238095,0.00976480650281665,0.976480650281665,1,1.0,28.095238095238095,P8_R8,0.016913255555424805,0.976480650281665,0.9933939058370898,1.7320625401584957,0.6606094162910248,KOSDAQ40_ROLLING
SOR_E1_BE,2019-11-05,2019-11-06,2019-11-18,693,701,73200.0,61266.66796875,pivot,2019-10-30,16.302366162909838,0.2728226652675761,0.7097740457522922,0.7948746238630741,2.6321689998235036,61266.66796875,-16.386021968843945,-1.0,False,initial_stop,Y2019,2019,KOSDAQ,140410,메지온,140410.KQ,5.0,2.6321689998235036,0.7097740457522922,0.7948746238630741,0.05989809335182859,6.13407888159904,0.00976480650281665,0.976480650281665,2,2.0,34.22931697683713,P8_R8,-0.009814914735549286,0.9933939058370898,0.9835789911015405,-0.988018416247348,1.6421008898459544,KOSDAQ40_ROLLING
SOR_E1_BE,2019-12-13,2019-12-16,2019-12-26,721,728,21060.0,19580.0,pivot,2019-12-04,7.027540360873695,0.0,0.8959435626102292,0.9056587699807711,1.038354464017383,20300.0,-3.7050800335824308,-0.5135135135135135,False,trend_off_next_open,Y2019,2019,KOSDAQ,098460,고영,098460.KQ,5.0,1.038354464017383,0.8959435626102292,0.9056587699807711,0.13996063211215162,14.229729729729728,0.009835789911015405,0.9835789911015405,1,1.0,14.229729729729728,P8_R8,-0.00518565343526309,0.9835789911015405,0.9783933376662773,-0.5272228750489594,2.160666233372266,KOSDAQ40_ROLLING
SOR_E1_BE,2019-12-27,2019-12-30,2019-12-30,730,730,60000.0,45033.33203125,pivot,2019-12-12,24.944446614583335,0.0,0.6705884956206688,0.6815166177844353,1.792769723571917,63766.66796875,6.171555280302576,0.25167044372299174,False,end_of_data,Y2019,2019,KOSDAQ,140410,메지온,140410.KQ,5.0,1.792769723571917,0.6705884956206688,0.6815166177844353,0.0392228920842957,4.008908337198258,0.009783933376662774,0.9783933376662773,1,1.0,4.008908337198258,P8_R8,0.0024206624675157324,0.9783933376662773,0.980814000133793,0.2474119941668493,1.9185999866206949,KOSDAQ40_ROLLING
SOR_E1_BE,2019-01-15,2019-01-16,2019-01-21,495,498,33100.0,29650.0,pivot,2019-01-11,10.422960725075528,0.09316770186335403,0.6787479406919276,0.6205099386217624,2.3987084956766913,29650.0,-10.512492998213862,-1.0,False,initial_stop,Y2019,2019,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,2.3987084956766913,0.6787479406919276,0.6205099386217624,0.09594202898550726,9.594202898550726,0.01,1.0,1,1.0,9.594202898550726,P8_R8,-0.010085899079445763,1.0,0.9899141009205542,-1.0085899079445764,1.0085899079445793,KR80_ROLLING
SOR_E1_BE,2019-01-23,2019-01-24,2019-01-28,501,503,30800.0,26550.0,pivot,2019-01-18,13.7987012987013,0.0,0.8663967611336032,0.8185077415389241,1.651496257056757,26550.0,-13.884859518292792,-1.0,False,initial_stop,Y2019,2019,KOSDAQ,025980,아난티,025980.KQ,5.0,1.651496257056757,0.8663967611336032,0.8185077415389241,0.07173965719612488,7.247058823529413,0.009899141009205543,0.9899141009205542,1,1.0000000000000002,7.247058823529413,P8_R8,-0.009960950620586764,0.9899141009205542,0.9799531502999674,-1.006243936855101,2.0046849700032565,KR80_ROLLING
SOR_E1_BE,2019-01-31,2019-02-01,2019-02-15,507,514,34000.0,32350.0,pivot,2019-01-28,4.852941176470588,0.0,0.8745980707395499,0.6308493899297053,1.0199144977823598,32350.0,-4.948040685539579,-1.0,False,initial_stop,Y2019,2019,KOSPI,035250,강원랜드,035250.KS,5.0,1.0199144977823598,0.8745980707395499,0.6308493899297053,0.2019297400618115,20.60606060606061,0.009799531502999675,0.9799531502999674,1,1.0000000000000002,20.60606060606061,P8_R8,-0.009991565694462747,0.9799531502999674,0.9699615846055046,-1.0195962624748225,3.0038415394495366,KR80_ROLLING
SOR_E1_BE,2019-02-18,2019-02-19,2019-03-06,516,526,390500.0,366000.0,pivot,2019-02-08,6.274007682458387,0.0,0.6779661016949152,0.962947544536911,1.9172641263064447,373500.0,-4.4489918932979045,-0.6938775510204082,False,trend_off_next_open,Y2019,2019,KOSPI,051910,LG화학,051910.KS,5.0,1.9172641263064447,0.6779661016949152,0.962947544536911,0.1545999995054896,15.93877551020408,0.009699615846055045,0.9699615846055046,1,0.9999999999999999,15.93877551020408,P8_R8,-0.006878141445037833,0.9699615846055046,0.9630834431604668,-0.7091148303399313,3.691655683953321,KR80_ROLLING
SOR_E1_BE,2019-02-21,2019-02-22,2019-03-18,519,534,51500.0,46400.0,pivot,2019-02-14,9.902912621359222,0.34146341463414637,0.8480204342273308,0.8755621551596784,2.7837495192233197,50000.0,-3.0096602184344734,-0.29411764705882354,False,trend_off_next_open,Y2019,2019,KOSDAQ,000250,삼천당제약,000250.KQ,5.0,2.7837495192233197,0.8480204342273308,0.8755621551596784,0.09794710119055587,10.098039215686276,0.009699615846055047,0.9699615846055046,2,2.0000000000000004,26.036814725890356,P8_R8,-0.0029478749396419186,0.9630834431604668,0.9601355682208249,-0.3060871786943128,3.986443177917509,KR80_ROLLING
SOR_E1_BE,2019-02-27,2019-02-28,2019-04-08,523,549,37933.33203125,27833.333984375,pivot,2019-01-24,26.62565481607174,0.4488779585287616,0.8712331331219088,0.6365004673674847,1.7010768275791854,41166.66796875,8.41526349425077,0.32013233294638244,False,trend_off_next_open,Y2019,2019,KOSDAQ,140410,메지온,140410.KQ,5.0,1.7010768275791854,0.8712331331219088,0.6365004673674847,0.03642958610054607,3.7557761749257765,0.009699615846055047,0.9699615846055046,3,3.0,29.792590900816133,P8_R8,0.003065645660225906,0.9601355682208249,0.9632012138810508,0.3192930000402639,3.6798786118949156,KR80_ROLLING
SOR_E1_BE,2019-04-02,2019-04-03,2019-04-19,546,558,32300.0,28000.0,pivot,2019-03-15,13.312693498452012,0.0,0.7124463519313304,0.7487276848673882,2.8732020225158483,30750.0,-4.893915271466431,-0.36046511627906974,False,trend_off_next_open,Y2019,2019,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,2.8732020225158483,0.7124463519313304,0.7487276848673882,0.07212181128728523,7.511627906976745,0.009601355682208249,0.9601355682208249,2,2.010233988521941,11.305840652167694,P8_R8,-0.0035295803366466524,0.9632012138810508,0.9596716335444042,-0.3664426794506234,4.032836645559579,KR80_ROLLING
SOR_E1_BE,2019-04-03,2019-04-04,2019-05-13,547,572,36500.0,33750.0,pivot,2019-03-25,7.534246575342466,0.10101010101010101,0.8631578947368421,0.9642667114609001,1.6971578198862467,41850.0,14.54293401244582,1.9454545454545453,True,trend_off_next_open,Y2019,2019,KOSPI,000270,기아차,000270.KS,5.0,1.6971578198862467,0.8631578947368421,0.9642667114609001,0.1274361754184004,13.272727272727275,0.009601355682208249,0.9601355682208249,3,3.010233988521941,24.57856792489497,P8_R8,0.01853295889908267,0.9596716335444042,0.9782045924434869,1.9311771080107838,2.1795407556513102,KR80_ROLLING
SOR_E1_BE,2019-06-13,2019-06-14,2019-07-02,595,607,467000.0,441000.0,pivot,2019-06-07,5.56745182012848,0.0,0.8725490196078431,0.8391091648086832,1.4463121131574712,455500.0,-2.560015495464263,-0.4423076923076923,False,trend_off_next_open,Y2019,2019,KOSPI,010130,고려아연,010130.KS,5.0,1.4463121131574712,0.8725490196078431,0.8391091648086832,0.17570059410427244,17.96153846153846,0.009782045924434869,0.9782045924434869,1,1.0,17.96153846153846,P8_R8,-0.004497962434692144,0.9782045924434869,0.9737066300087948,-0.45981816783915797,2.629336999120524,KR80_ROLLING
SOR_E1_BE,2019-06-24,2019-06-25,2019-07-03,602,608,43150.0,41250.0,pivot,2019-06-14,4.40324449594438,0.0,0.5971370143149284,0.4901807078087834,1.0480958633614121,41250.0,-4.4987934769579185,-1.0,False,initial_stop,Y2019,2019,KOSPI,000270,기아차,000270.KS,5.0,1.0480958633614121,0.5971370143149284,0.4901807078087834,0.22215541138913927,22.710526315789476,0.009782045924434869,0.9782045924434869,2,2.0,40.67206477732793,P8_R8,-0.009994313156283626,0.9737066300087948,0.9637123168525111,-1.0264193390768384,3.628768314748887,KR80_ROLLING
SOR_E1_BE,2019-06-25,2019-06-26,2019-07-09,603,612,26200.0,24000.0,pivot,2019-06-20,8.396946564885496,0.13333333333333333,0.8947368421052632,0.5601328633467157,1.3637610416802237,25700.0,-2.0064395283274306,-0.22727272727272727,False,trend_off_next_open,Y2019,2019,KOSPI,035720,카카오,035720.KS,5.0,1.3637610416802237,0.8947368421052632,0.5601328633467157,0.11649527419099708,11.909090909090908,0.009782045924434869,0.9782045924434869,3,3.0,52.58115568641884,P8_R8,-0.0023374072300015886,0.9637123168525111,0.9613749096225095,-0.24254201063192504,3.862509037749051,KR80_ROLLING
SOR_E1_BE,2019-06-27,2019-06-28,2019-07-19,605,620,233500.0,222000.0,pivot,2019-06-21,4.925053533190578,0.0,0.8305084745762712,0.821108728077357,1.0277151630825858,233500.0,-0.09995002498750516,0.0,False,trend_off_next_open,Y2019,2019,KOSPI,012330,현대모비스,012330.KS,5.0,1.0277151630825858,0.8305084745762712,0.821108728077357,0.19861806290048192,20.30434782608696,0.009782045924434869,0.9782045924434869,4,4.0,72.88550351250579,P8_R8,-0.0001985188034987304,0.9613749096225095,0.9611763908190107,-0.020649467914310368,3.882360918098926,KR80_ROLLING
SOR_E1_BE,2019-09-02,2019-09-03,2019-09-10,651,656,27500.0,26200.0,pivot,2019-08-29,4.7272727272727275,0.1342281879194631,0.7012987012987013,0.7910685798728022,1.2203665963952293,26600.0,-3.3694062059879126,-0.6923076923076923,False,trend_off_next_open,Y2019,2019,KOSPI,035720,카카오,035720.KS,5.0,1.2203665963952293,0.7012987012987013,0.7910685798728022,0.2033257749809446,21.153846153846153,0.009611763908190107,0.9611763908190107,1,1.0,21.153846153846153,P8_R8,-0.006850871280580965,0.9611763908190107,0.9543255195384298,-0.7127590051128277,4.567448046157018,KR80_ROLLING
SOR_E1_BE,2019-09-02,2019-09-03,2019-09-16,651,658,549000.0,521000.0,pivot,2019-08-26,5.100182149362477,0.0,0.8548387096774194,0.807118179999536,1.1685282105572021,521000.0,-5.195034541017285,-1.0,False,initial_stop,Y2019,2019,KOSPI,036570,엔씨소프트,036570.KS,5.0,1.1685282105572021,0.8548387096774194,0.807118179999536,0.18845922805701318,19.607142857142858,0.009611763908190109,0.9611763908190107,2,2.0000000000000004,40.760989010989015,P8_R8,-0.009790521993296372,0.9543255195384298,0.9445349975451335,-1.025910110633075,5.546500245486651,KR80_ROLLING
SOR_E1_BE,2019-09-18,2019-09-19,2019-10-07,661,672,157000.0,145000.0,pivot,2019-09-05,7.643312101910828,0.0,0.8323699421965318,0.9759636300403843,1.0049906041907388,150500.0,-4.235939355163188,-0.5416666666666666,False,trend_off_next_open,Y2019,2019,KOSPI,035420,NAVER,035420.KS,5.0,1.0049906041907388,0.8323699421965318,0.9759636300403843,0.12357666217882163,13.083333333333332,0.009445349975451335,0.9445349975451335,1,1.0,13.083333333333332,P8_R8,-0.0052346324670297685,0.9445349975451335,0.9393003650781037,-0.5542020656338504,6.069963492189634,KR80_ROLLING
SOR_E1_BE,2019-10-08,2019-10-10,2019-11-11,674,696,29500.0,28450.0,pivot,2019-10-04,3.559322033898305,0.0,0.7755102040816326,0.7721292476236823,1.1826306884426763,31350.0,6.164968363276002,1.7619047619047619,True,trend_off_next_open,Y2019,2019,KOSDAQ,240810,원익IPS,240810.KQ,5.0,1.1826306884426763,0.7755102040816326,0.7721292476236823,0.2638986739981339,28.095238095238095,0.009393003650781037,0.9393003650781037,1,1.0000000000000002,28.095238095238095,P8_R8,0.016269269763089827,0.9393003650781037,0.9555696348411935,1.7320625401584957,4.4430365158806495,KR80_ROLLING
SOR_E1_BE,2019-11-05,2019-11-06,2019-11-18,693,701,73200.0,61266.66796875,pivot,2019-10-30,16.302366162909838,0.2728226652675761,0.7097740457522922,0.7948746238630741,2.6321689998235036,61266.66796875,-16.386021968843945,-1.0,False,initial_stop,Y2019,2019,KOSDAQ,140410,메지온,140410.KQ,5.0,2.6321689998235036,0.7097740457522922,0.7948746238630741,0.05761742532903864,6.13407888159904,0.009393003650781037,0.9393003650781037,3,3.0,65.32022606774623,P8_R8,-0.009441203972298527,0.9555696348411935,0.946128430868895,-0.988018416247348,5.387156913110502,KR80_ROLLING
SOR_E1_BE,2019-10-22,2019-10-23,2019-11-21,683,704,51300.0,49650.0,pivot,2019-10-18,3.216374269005848,0.11019283746556474,0.8137535816618912,0.7004812601761417,1.1066770540183506,51600.0,0.4842607935798382,0.18181818181818182,False,trend_off_next_open,Y2019,2019,KOSPI,005930,삼성전자,005930.KS,5.0,1.1066770540183506,0.8137535816618912,0.7004812601761417,0.2920370225970104,31.090909090909093,0.009393003650781037,0.9393003650781037,2,2.0000000000000004,59.18614718614719,P8_R8,0.0014142208031752142,0.946128430868895,0.9475426516720702,0.14947450652935537,5.245734832792981,KR80_ROLLING
SOR_E1_BE,2019-11-22,2019-11-25,2019-11-29,706,710,44500.0,43100.0,pivot,2019-11-20,3.146067415730337,0.3519061583577713,0.8163265306122449,0.8080658881359243,1.1286249570037352,43100.0,-3.2428729455496907,-1.0,False,initial_stop,Y2019,2019,KOSPI,000270,기아차,000270.KS,5.0,1.1286249570037352,0.8163265306122449,0.8080658881359243,0.30118319999576515,31.78571428571428,0.009475426516720701,0.9475426516720702,1,0.9999999999999999,31.78571428571428,P8_R8,-0.009766988509203486,0.9475426516720702,0.9377756631628668,-1.0307703291211516,6.222433683713325,KR80_ROLLING
SOR_E1_BE,2019-12-13,2019-12-16,2019-12-26,721,728,21060.0,19580.0,pivot,2019-12-04,7.027540360873695,0.0,0.8959435626102292,0.9056587699807711,1.038354464017383,20300.0,-3.7050800335824308,-0.5135135135135135,False,trend_off_next_open,Y2019,2019,KOSDAQ,098460,고영,098460.KQ,5.0,1.038354464017383,0.8959435626102292,0.9056587699807711,0.13344294233925658,14.229729729729728,0.009377756631628669,0.9377756631628668,2,1.9999999999999998,29.829729729729724,P8_R8,-0.004944167812836711,0.9377756631628668,0.9328314953500301,-0.5272228750489594,6.716850464996993,KR80_ROLLING
SOR_E1_BE,2019-12-09,2019-12-10,2019-12-30,717,730,117000.0,109500.0,pivot,2019-11-29,6.410256410256411,0.0,0.896,0.8129823289725914,1.1110847137158146,125000.0,6.730822622876587,1.0666666666666667,False,end_of_data,Y2019,2019,KOSPI,009150,삼성전기,009150.KS,5.0,1.1110847137158146,0.896,0.8129823289725914,0.14629300345340718,15.599999999999996,0.009377756631628667,0.9377756631628668,1,0.9999999999999999,15.599999999999996,P8_R8,0.009846722572127556,0.9328314953500301,0.9426782179221577,1.0555735544105669,5.732178207784234,KR80_ROLLING
