strategy,signal_time,entry_time,exit_time,entry_i,exit_i,entry_price,initial_stop,stop_source,pivot_time,risk_pct,entry_gap_atr,atr_ratio_setup,vol_ratio_setup,breakout_vol_ratio,exit_price_weighted,return_pct,r_multiple,tp1_hit,exit_reason,period,trade_year,market,symbol,name,ticker,cost_bps_side,priority_breakout_vol,priority_atr_ratio,priority_vol_ratio
SOR_E1_BE,2022-03-02,2022-03-03,2022-04-19,1265,1297,50600.0,44650.0,pivot,2022-02-23,11.75889328063241,0.0,0.8165680473372781,0.9992811796122623,1.5088803587237223,60850.0,20.13672017746069,1.7226890756302522,True,trend_off_next_open,Y2022,2022,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,1.5088803587237223,0.8165680473372781,0.9992811796122623
SOR_E1_BE,2022-03-11,2022-03-14,2022-04-19,1271,1297,53500.0,48900.0,pivot,2022-03-08,8.598130841121495,0.12364760432766615,0.8199643493761141,0.6925437869550717,1.759197618881783,60950.0,13.811365345364713,1.6195652173913042,True,trend_off_next_open,Y2022,2022,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,1.759197618881783,0.8199643493761141,0.6925437869550717
SOR_E1_BE,2022-03-22,2022-03-23,2022-04-19,1278,1297,56400.0,51500.0,pivot,2022-03-16,8.687943262411348,0.06802721088435375,0.5981308411214953,0.44465621748662937,4.1408340688241685,62700.0,11.059098110519239,1.2857142857142856,True,trend_off_next_open,Y2022,2022,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,4.1408340688241685,0.5981308411214953,0.44465621748662937
SOR_E1_BE,2022-08-03,2022-08-04,2022-09-23,1370,1403,58200.0,54200.0,pivot,2022-07-27,6.8728522336769755,0.15463917525773196,0.7604938271604939,0.6399513703994455,1.1012693541637606,60400.0,3.6763405238961377,0.55,False,trend_off_next_open,Y2022,2022,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,1.1012693541637606,0.7604938271604939,0.6399513703994455
SOR_E1_BE,2022-09-08,2022-09-13,2022-09-23,1395,1403,64000.0,58000.0,pivot,2022-08-29,9.375,0.4728132387706856,0.8551724137931035,0.781699450608004,1.4208529899689233,60400.0,-5.7193278360819555,-0.6,False,trend_off_next_open,Y2022,2022,KOSDAQ,035900,JYP Ent.,035900.KQ,5.0,1.4208529899689233,0.8551724137931035,0.781699450608004
SOR_E1_BE,2022-03-02,2022-03-03,2022-03-22,1265,1277,75200.0,67500.0,pivot,2022-02-25,10.23936170212766,0.0,0.5769854132901134,0.8116578078769309,1.1073493235951732,73400.0,-2.4911746254532185,-0.23376623376623376,False,trend_off_next_open,Y2022,2022,KOSDAQ,041510,에스엠,041510.KQ,5.0,1.1073493235951732,0.5769854132901134,0.8116578078769309
SOR_E1_BE,2022-03-11,2022-03-14,2022-03-22,1271,1277,80600.0,72500.0,pivot,2022-03-08,10.049627791563275,0.260707635009311,0.6477024070021882,0.45944224824072744,2.2226760031704926,73400.0,-9.024023968164785,-0.8888888888888888,False,trend_off_next_open,Y2022,2022,KOSDAQ,041510,에스엠,041510.KQ,5.0,2.2226760031704926,0.6477024070021882,0.45944224824072744
SOR_E1_BE,2022-03-18,2022-03-21,2022-03-31,797,805,10562.5,8850.0,pivot,2022-03-14,16.21301775147929,0.0,0.6014492753623188,0.2892248036523106,3.7647075923550855,9512.5,-10.030842566882248,-0.6131386861313869,False,trend_off_next_open,Y2022,2022,KOSDAQ,299900,위지윅스튜디오,299900.KQ,5.0,3.7647075923550855,0.6014492753623188,0.2892248036523106
SOR_E1_BE,2022-11-14,2022-11-15,2022-11-21,1438,1442,94000.0,88900.0,pivot,2022-11-08,5.425531914893617,0.0,0.7277486910994765,0.9843572742261304,1.7871302904318311,89600.0,-4.776122577009357,-0.8627450980392157,False,trend_off_next_open,Y2022,2022,KOSDAQ,078600,대주전자재료,078600.KQ,5.0,1.7871302904318311,0.7277486910994765,0.9843572742261304
SOR_E1_BE,2023-05-31,2023-06-01,2023-06-16,329,339,595000.0,547000.0,pivot,2023-05-22,8.067226890756302,0.0,0.882943143812709,0.6575505650282056,2.010055344075732,591000.0,-0.7715469996094404,-0.08333333333333333,False,trend_off_next_open,Y2023,2023,KOSPI,373220,LG에너지솔루션,373220.KS,5.0,2.010055344075732,0.882943143812709,0.6575505650282056
SOR_E1_BE,2023-06-09,2023-06-12,2023-06-16,335,339,614000.0,575000.0,pivot,2023-05-30,6.351791530944626,0.3448275862068966,0.8085106382978723,0.9066205978882217,1.5277471465854613,591000.0,-3.8421343074391157,-0.5897435897435898,False,trend_off_next_open,Y2023,2023,KOSPI,373220,LG에너지솔루션,373220.KS,5.0,1.5277471465854613,0.8085106382978723,0.9066205978882217
SOR_E1_BE,2023-05-10,2023-05-11,2023-05-31,1559,1572,211500.0,197400.0,pivot,2023-05-04,6.666666666666667,0.2958579881656805,0.8425275827482447,0.8585292566899674,2.1638575532080395,200500.0,-5.295697305011792,-0.7801418439716312,False,trend_off_next_open,Y2023,2023,KOSPI,005380,현대차,005380.KS,5.0,2.1638575532080395,0.8425275827482447,0.8585292566899674
SOR_E1_BE,2023-05-10,2023-05-11,2023-05-26,1559,1570,90500.0,84300.0,pivot,2023-04-28,6.850828729281768,0.2028397565922921,0.7443762781186094,0.7588942443618831,1.9716154549386138,87100.0,-3.8531010737724913,-0.5483870967741935,False,trend_off_next_open,Y2023,2023,KOSPI,000270,기아,000270.KS,5.0,1.9716154549386138,0.7443762781186094,0.7588942443618831
SOR_E1_BE,2023-05-11,2023-05-12,2023-05-26,1560,1570,90000.0,85300.0,pivot,2023-05-09,5.222222222222222,0.0,0.7789046653144016,0.9385402489451051,1.5681458145204852,87100.0,-3.3189516352934545,-0.6170212765957447,False,trend_off_next_open,Y2023,2023,KOSPI,000270,기아,000270.KS,5.0,1.5681458145204852,0.7789046653144016,0.9385402489451051
SOR_E1_BE,2023-06-30,2023-07-03,2023-07-18,1594,1605,89000.0,81000.0,pivot,2023-06-21,8.98876404494382,0.2840909090909091,0.7564469914040115,0.7342916739564925,1.3840970863116249,86900.0,-2.457142215409147,-0.2625,False,trend_off_next_open,Y2023,2023,KOSPI,000270,기아,000270.KS,5.0,1.3840970863116249,0.7564469914040115,0.7342916739564925
SOR_E1_BE,2023-11-29,2023-11-30,2023-12-28,1696,1715,85800.0,82200.0,pivot,2023-11-22,4.195804195804196,0.0,0.8301886792452831,0.6036935937128003,1.2307714950941606,96500.0,12.358447815719199,2.9722222222222223,True,end_of_data,Y2023,2023,KOSPI,000270,기아,000270.KS,5.0,1.2307714950941606,0.8301886792452831,0.6036935937128003
SOR_E1_BE,2023-01-13,2023-01-16,2023-02-07,1481,1495,306000.0,265500.0,pivot,2023-01-03,13.235294117647058,0.14035087719298245,0.7164179104477612,0.7605132559982819,1.7982717372574974,297000.0,-3.0381867889584635,-0.2222222222222222,False,trend_off_next_open,Y2023,2023,KOSPI,005490,POSCO홀딩스,005490.KS,5.0,1.7982717372574974,0.7164179104477612,0.7605132559982819
SOR_E1_BE,2023-01-16,2023-01-17,2023-02-07,1482,1495,310500.0,265500.0,pivot,2023-01-03,14.492753623188406,0.0,0.8140350877192982,0.9287564375185761,1.2798132596347502,297000.0,-4.4434304586837055,-0.3,False,trend_off_next_open,Y2023,2023,KOSPI,005490,POSCO홀딩스,005490.KS,5.0,1.2798132596347502,0.8140350877192982,0.9287564375185761
SOR_E1_BE,2023-07-14,2023-07-17,2023-07-27,1604,1612,248500.0,228500.0,pivot,2023-07-10,8.048289738430583,0.0,0.8958333333333334,0.8482479572283637,3.2528851828375336,237000.0,-4.723091170712435,-0.575,False,trend_off_next_open,Y2023,2023,KOSPI,012330,현대모비스,012330.KS,5.0,3.2528851828375336,0.8958333333333334,0.8482479572283637
SOR_E1_BE,2023-05-30,2023-05-31,2023-07-10,1572,1599,125200.0,111500.0,pivot,2023-05-25,10.942492012779553,0.10849909584086799,0.8159645232815964,0.5633983893867611,4.524504336571361,123000.0,-1.855382213046819,-0.16058394160583941,False,trend_off_next_open,Y2023,2023,KOSPI,066570,LG전자,066570.KS,5.0,4.524504336571361,0.8159645232815964,0.5633983893867611
SOR_E1_BE,2023-06-02,2023-06-05,2023-06-28,1575,1591,380500.0,321000.0,pivot,2023-05-26,15.637319316688568,0.44905008635578586,0.8683274021352313,0.6455710727183389,1.1070406380755111,368000.0,-3.3818176325766114,-0.21008403361344538,False,trend_off_next_open,Y2023,2023,KOSPI,003670,포스코케미칼,003670.KS,5.0,1.1070406380755111,0.8683274021352313,0.6455710727183389
SOR_E1_BE,2023-11-24,2023-11-27,2023-12-28,1693,1715,155200.0,143300.0,pivot,2023-11-22,7.667525773195877,0.0,0.7865707434052758,0.6003675713203531,2.8210308489018994,170000.0,9.426601132423485,1.2436974789915967,False,end_of_data,Y2023,2023,KOSPI,018260,삼성에스디에스,018260.KS,5.0,2.8210308489018994,0.7865707434052758,0.6003675713203531
SOR_E1_BE,2023-11-28,2023-11-29,2023-12-08,1695,1702,267000.0,245000.0,pivot,2023-11-20,8.239700374531836,0.0,0.7342465753424657,0.749914553458927,1.1318756823266323,258000.0,-3.4673674398755683,-0.4090909090909091,False,trend_off_next_open,Y2023,2023,KOSPI,000810,삼성화재,000810.KS,5.0,1.1318756823266323,0.7342465753424657,0.749914553458927
SOR_E1_BE,2023-11-21,2023-11-22,2023-12-28,1172,1197,12610.0,12200.0,pivot,2023-11-09,3.2513877874702617,0.0,0.6488888888888888,0.6801020436961186,1.3230640722956657,13000.0,2.989742242280924,0.9512195121951219,False,end_of_data,Y2023,2023,KOSPI,316140,우리금융지주,316140.KS,5.0,1.3230640722956657,0.6488888888888888,0.6801020436961186
SOR_E1_BE,2023-11-28,2023-11-29,2023-12-28,1177,1197,12830.0,12440.0,pivot,2023-11-20,3.03975058456742,0.0,0.6885245901639344,0.6401174098692942,1.144139377647176,13000.0,1.2237451032862445,0.4358974358974359,False,end_of_data,Y2023,2023,KOSPI,316140,우리금융지주,316140.KS,5.0,1.144139377647176,0.6885245901639344,0.6401174098692942
SOR_E1_BE,2023-11-30,2023-12-01,2023-12-28,1179,1197,12950.0,12650.0,pivot,2023-11-27,2.3166023166023164,0.0,0.7411444141689373,0.6637338780051888,1.9194952031298422,13000.0,0.28576445368051484,0.16666666666666666,False,end_of_data,Y2023,2023,KOSPI,316140,우리금융지주,316140.KS,5.0,1.9194952031298422,0.7411444141689373,0.6637338780051888
SOR_E1_BE,2023-12-15,2023-12-18,2023-12-28,1190,1197,13040.0,12710.0,pivot,2023-12-07,2.5306748466257667,0.0,0.6814814814814815,0.7896943075439736,1.3905861830892785,13000.0,-0.4063918960764856,-0.12121212121212122,False,end_of_data,Y2023,2023,KOSPI,316140,우리금융지주,316140.KS,5.0,1.3905861830892785,0.6814814814814815,0.7896943075439736
SOR_E1_BE,2023-07-03,2023-07-04,2023-07-28,1595,1613,179803.921875,136470.59375,pivot,2023-06-29,24.100324216023168,0.16775371791802607,0.8860212429760389,0.5830931391362778,2.695044403183128,226960.78125,26.100660946680932,1.0882353471436714,True,trend_off_next_open,Y2023,2023,KOSDAQ,086520,에코프로,086520.KQ,5.0,2.695044403183128,0.8860212429760389,0.5830931391362778
SOR_E1_BE,2023-01-20,2023-01-25,2023-03-14,1486,1519,84100.0,72900.0,pivot,2023-01-18,13.317479191438764,0.2976190476190476,0.8077544426494345,0.9124456194581726,3.5859860012435854,114800.0,36.36772576850697,2.741071428571429,True,trend_off_next_open,Y2023,2023,KOSDAQ,041510,에스엠,041510.KQ,5.0,3.5859860012435854,0.8077544426494345,0.9124456194581726
SOR_E1_BE,2023-12-01,2023-12-04,2023-12-28,818,835,288000.0,264500.0,pivot,2023-11-27,8.159722222222221,0.0,0.84375,0.8788786417070706,2.8675040097643585,304000.0,5.450052751402068,0.6808510638297872,False,end_of_data,Y2023,2023,KOSDAQ,357780,솔브레인,357780.KQ,5.0,2.8675040097643585,0.84375,0.8788786417070706
SOR_E1_BE,2023-12-26,2023-12-27,2023-12-28,834,835,305000.0,286500.0,pivot,2023-12-20,6.065573770491803,0.0,0.636144578313253,0.6467666310756233,1.1557005296960763,304000.0,-0.4274911724465591,-0.05405405405405406,False,end_of_data,Y2023,2023,KOSDAQ,357780,솔브레인,357780.KQ,5.0,1.1557005296960763,0.636144578313253,0.6467666310756233
SOR_E1_BE,2023-11-30,2023-12-01,2023-12-21,1697,1711,38450.0,36400.0,pivot,2023-11-27,5.331599479843953,0.0,0.7475915221579962,0.9357000887847559,1.8779631470545608,37300.0,-3.087857891600365,-0.5609756097560976,False,trend_off_next_open,Y2023,2023,KOSDAQ,005290,동진쎄미켐,005290.KQ,5.0,1.8779631470545608,0.7475915221579962,0.9357000887847559
SOR_E1_BE,2023-05-26,2023-05-30,2023-07-03,215,238,26500.0,23500.0,pivot,2023-05-23,11.320754716981131,0.4203152364273205,0.7751371115173674,0.935338437536327,3.2637385727867474,28800.0,8.570620350202262,0.7666666666666667,False,trend_off_next_open,Y2023,2023,KOSDAQ,403870,HPSP,403870.KQ,5.0,3.2637385727867474,0.7751371115173674,0.935338437536327
SOR_E1_BE,2023-10-13,2023-10-16,2023-10-27,307,316,34900.0,30300.0,pivot,2023-10-10,13.180515759312321,0.0,0.8786482334869432,0.4488191203859373,3.6443918927289904,33050.0,-5.395511413347764,-0.40217391304347827,False,trend_off_next_open,Y2023,2023,KOSDAQ,403870,HPSP,403870.KQ,5.0,3.6443918927289904,0.8786482334869432,0.4488191203859373
SOR_E1_BE,2023-11-28,2023-11-29,2023-12-28,339,359,41000.0,35500.0,pivot,2023-11-24,13.414634146341463,0.0,0.7203065134099617,0.4906852183418803,4.000183612138234,43850.0,6.84432174156826,0.5181818181818182,False,trend_off_end,Y2023,2023,KOSDAQ,403870,HPSP,403870.KQ,5.0,4.000183612138234,0.7203065134099617,0.4906852183418803
SOR_E1_BE,2023-03-06,2023-03-07,2023-03-10,1514,1517,150000.0,146100.0,pivot,2023-03-02,2.6,0.027662517289073305,0.773109243697479,0.8499869248169831,1.5454407620008475,146100.0,-2.6973513243378267,-1.0,False,initial_stop,Y2023,2023,KOSDAQ,003100,선광,003100.KQ,5.0,1.5454407620008475,0.773109243697479,0.8499869248169831
SOR_E1_BE,2023-02-10,2023-02-13,2023-03-14,1499,1519,165000.0,131400.0,pivot,2023-02-07,20.363636363636363,0.0,0.6529814271749755,0.0033995943622001095,1.0660136670209779,217350.0,31.595611285266468,1.5580357142857144,True,trend_off_next_open,Y2023,2023,KOSDAQ,086900,메디톡스,086900.KQ,5.0,1.0660136670209779,0.6529814271749755,0.0033995943622001095
SOR_E1_BE,2023-08-30,2023-08-31,2023-09-22,1636,1652,250000.0,211500.0,pivot,2023-08-18,15.4,0.18509949097639983,0.7861936720997124,0.5914712013363689,1.28309297455657,253000.0,1.0988505747126398,0.07792207792207792,False,trend_off_next_open,Y2023,2023,KOSDAQ,086900,메디톡스,086900.KQ,5.0,1.28309297455657,0.7861936720997124,0.5914712013363689
SOR_E1_BE,2023-09-01,2023-09-04,2023-09-11,1638,1643,39000.0,35000.0,pivot,2023-08-25,10.256410256410257,0.19448946515397084,0.7635726795096323,0.39829814603100516,3.3098605402341925,36350.0,-6.888030343802443,-0.6625,False,trend_off_next_open,Y2023,2023,KOSDAQ,222800,심텍,222800.KQ,5.0,3.3098605402341925,0.7635726795096323,0.39829814603100516
SOR_E1_BE,2023-11-27,2023-11-28,2023-12-06,1694,1700,39800.0,33250.0,pivot,2023-11-10,16.457286432160803,0.24883359253499224,0.7658119658119659,0.49393814378795614,5.3254711320071335,36450.0,-8.508622573135527,-0.5114503816793893,False,trend_off_next_open,Y2023,2023,KOSDAQ,222800,심텍,222800.KQ,5.0,5.3254711320071335,0.7658119658119659,0.49393814378795614
SOR_E1_BE,2023-07-27,2023-07-28,2023-08-07,1613,1619,202000.0,178000.0,pivot,2023-07-24,11.881188118811881,0.24242424242424243,0.8480104370515329,0.7967895863335369,2.5185761323043896,189300.0,-6.380794751139273,-0.5291666666666667,False,trend_off_next_open,Y2023,2023,KOSDAQ,140860,파크시스템스,140860.KQ,5.0,2.5185761323043896,0.8480104370515329,0.7967895863335369
SOR_E1_BE,2023-06-13,2023-06-14,2023-06-16,1581,1583,61400.0,50400.0,pivot,2023-06-05,17.91530944625407,0.0,0.8362369337979094,0.4394908851963927,1.1096902629379666,53300.0,-13.278946845795325,-0.7363636363636363,False,trend_off_next_open,Y2023,2023,KOSDAQ,064550,바이오니아,064550.KQ,5.0,1.1096902629379666,0.8362369337979094,0.4394908851963927
SOR_E1_BE,2024-07-05,2024-07-08,2024-07-22,1842,1852,87900.0,81000.0,pivot,2024-07-03,7.849829351535837,0.4804804804804805,0.891640866873065,0.9169787073228409,2.2833421914131007,84400.0,-4.077767714549996,-0.5072463768115942,False,trend_off_next_open,Y2024,2024,KOSPI,005930,삼성전자,005930.KS,5.0,2.2833421914131007,0.891640866873065,0.9169787073228409
SOR_E1_BE,2024-05-16,2024-05-17,2024-06-03,1807,1818,192000.0,175400.0,pivot,2024-05-09,8.645833333333334,0.0,0.6751188589540412,0.6806576519550199,1.2279088442638202,189500.0,-1.400731925703813,-0.15060240963855423,False,trend_off_next_open,Y2024,2024,KOSPI,000660,SK하이닉스,000660.KS,5.0,1.2279088442638202,0.6751188589540412,0.6806576519550199
SOR_E1_BE,2024-05-22,2024-05-23,2024-06-03,1811,1818,273500.0,235000.0,pivot,2024-05-09,14.076782449725776,0.0,0.8581818181818182,0.6160946795333314,3.1910684962959746,257500.0,-5.944194264841984,-0.4155844155844156,False,trend_off_next_open,Y2024,2024,KOSPI,005380,현대차,005380.KS,5.0,3.1910684962959746,0.8581818181818182,0.6160946795333314
SOR_E1_BE,2024-06-27,2024-06-28,2024-07-02,1836,1838,299500.0,275500.0,pivot,2024-06-24,8.013355592654424,0.16172506738544473,0.859504132231405,0.781871912451297,1.179900062883797,275500.0,-8.105296266724737,-1.0,False,initial_stop,Y2024,2024,KOSPI,005380,현대차,005380.KS,5.0,1.179900062883797,0.859504132231405,0.781871912451297
SOR_E1_BE,2024-06-17,2024-06-18,2024-07-03,1828,1839,129900.0,117700.0,pivot,2024-05-31,9.39183987682833,0.21476510067114093,0.848314606741573,0.8850754418456345,1.7381487086516814,124800.0,-4.022122887747804,-0.4180327868852459,False,trend_off_next_open,Y2024,2024,KOSPI,000270,기아,000270.KS,5.0,1.7381487086516814,0.848314606741573,0.8850754418456345
SOR_E1_BE,2024-02-27,2024-02-28,2024-03-04,1755,1757,165881.734375,152974.015625,pivot,2024-02-22,7.781277907801596,0.01968602517920913,0.8994809110419653,0.6298177211856067,1.8057504600711587,157334.734375,-5.2472661556844935,-0.6621619331456227,False,trend_off_next_open,Y2024,2024,KOSPI,068270,셀트리온,068270.KS,5.0,1.8057504600711587,0.8994809110419653,0.6298177211856067
SOR_E1_BE,2024-09-03,2024-09-04,2024-09-09,1883,1886,152000.0,138600.0,pivot,2024-08-14,8.81578947368421,0.0,0.8260427263479145,0.9253190257947111,2.24331137060607,143200.0,-5.88363712880402,-0.6567164179104478,False,trend_off_next_open,Y2024,2024,KOSPI,028260,삼성물산,028260.KS,5.0,2.24331137060607,0.8260427263479145,0.9253190257947111
SOR_E1_BE,2024-03-14,2024-03-15,2024-04-01,1766,1777,265000.0,246500.0,pivot,2024-03-12,6.981132075471698,0.0,0.6978193146417445,0.8229381371780028,2.5272575717056114,257500.0,-2.9273099299406913,-0.40540540540540543,False,trend_off_next_open,Y2024,2024,KOSPI,012330,현대모비스,012330.KS,5.0,2.5272575717056114,0.6978193146417445,0.8229381371780028
SOR_E1_BE,2024-03-13,2024-03-14,2024-03-28,1765,1775,75900.0,59700.0,pivot,2024-02-26,21.343873517786562,0.0,0.8235294117647058,0.9195262090711209,1.4332674641736158,70000.0,-7.865566557959491,-0.36419753086419754,False,trend_off_next_open,Y2024,2024,KOSPI,105560,KB금융,105560.KS,5.0,1.4332674641736158,0.8235294117647058,0.9195262090711209
SOR_E1_BE,2024-07-02,2024-07-03,2024-07-26,1839,1856,84300.0,77200.0,pivot,2024-06-26,8.422301304863582,0.47619047619047616,0.8571428571428571,0.7607798331827033,2.414243782943793,85100.0,0.8480931538975778,0.11267605633802817,False,trend_off_next_open,Y2024,2024,KOSPI,105560,KB금융,105560.KS,5.0,2.414243782943793,0.8571428571428571,0.7607798331827033
SOR_E1_BE,2024-10-25,2024-10-28,2024-10-31,1915,1918,99400.0,92000.0,pivot,2024-10-22,7.44466800804829,0.0,0.7081604426002767,0.8314212045071069,2.045145267124436,92000.0,-7.537177085501511,-1.0,False,initial_stop,Y2024,2024,KOSPI,105560,KB금융,105560.KS,5.0,2.045145267124436,0.7081604426002767,0.8314212045071069
SOR_E1_BE,2024-09-03,2024-09-04,2024-09-09,1883,1886,98000.0,93300.0,pivot,2024-08-28,4.795918367346939,0.0,0.7369696969696969,0.6860662600651105,1.5247390496241169,93300.0,-4.891074870727897,-1.0,False,initial_stop,Y2024,2024,KOSPI,032830,삼성생명,032830.KS,5.0,1.5247390496241169,0.7369696969696969,0.6860662600651105
SOR_E1_BE,2024-02-19,2024-02-20,2024-02-28,1749,1755,102900.0,91600.0,pivot,2024-02-14,10.981535471331389,0.0,0.7300613496932515,0.9674672149547605,2.248529074872995,91600.0,-11.07050944887128,-1.0,False,initial_stop,Y2024,2024,KOSPI,003550,LG,003550.KS,5.0,2.248529074872995,0.7300613496932515,0.9674672149547605
SOR_E1_BE,2024-03-14,2024-03-15,2024-03-28,1766,1775,63200.0,58100.0,pivot,2024-03-11,8.069620253164556,0.0,0.7779690189328744,0.7743960688148315,1.4533753049831961,58700.0,-7.2130864947273166,-0.8823529411764706,False,trend_off_next_open,Y2024,2024,KOSPI,086790,하나금융지주,086790.KS,5.0,1.4533753049831961,0.7779690189328744,0.7743960688148315
SOR_E1_BE,2024-11-26,2024-11-27,2024-12-05,1937,1943,24300.0,21150.0,pivot,2024-11-13,12.962962962962964,0.0,0.8398576512455516,0.8175318877535542,1.6945220859887702,21750.0,-10.583288602612262,-0.8095238095238095,False,trend_off_next_open,Y2024,2024,KOSPI,015760,한국전력,015760.KS,5.0,1.6945220859887702,0.8398576512455516,0.8175318877535542
SOR_E1_BE,2024-11-08,2024-11-11,2024-12-09,1925,1945,119400.0,107600.0,pivot,2024-11-04,9.882747068676716,0.0,0.8848167539267016,0.4742560014365999,2.3480780409293986,119000.0,-0.43462355924215323,-0.03389830508474576,False,trend_off_next_open,Y2024,2024,KOSPI,033780,KT&G,033780.KS,5.0,2.3480780409293986,0.8848167539267016,0.4742560014365999
SOR_E1_BE,2024-05-13,2024-05-14,2024-05-17,648,650,143800.0,133100.0,pivot,2024-05-07,7.440890125173852,0.04950495049504951,0.808326105810928,0.8655252331225916,1.8500501597287913,131100.0,-8.922833437245203,-1.1869158878504673,False,initial_stop,Y2024,2024,KOSPI,329180,HD현대중공업,329180.KS,5.0,1.8500501597287913,0.808326105810928,0.8655252331225916
SOR_E1_BE,2024-03-14,2024-03-15,2024-04-01,1766,1777,54000.0,52100.0,pivot,2024-03-12,3.5185185185185186,0.0,0.7417218543046358,0.923998663648131,2.4496524190869184,52500.0,-2.874951413182303,-0.7894736842105263,False,trend_off_next_open,Y2024,2024,KOSPI,017670,SK텔레콤,017670.KS,5.0,2.4496524190869184,0.7417218543046358,0.923998663648131
SOR_E1_BE,2024-09-04,2024-09-05,2024-09-30,1884,1898,56900.0,54700.0,pivot,2024-09-02,3.866432337434095,0.28708133971291866,0.8888888888888888,0.8793101751690614,1.9143970639572365,56800.0,-0.27552129032143435,-0.045454545454545456,False,trend_off_next_open,Y2024,2024,KOSPI,017670,SK텔레콤,017670.KS,5.0,1.9143970639572365,0.8888888888888888,0.8793101751690614
SOR_E1_BE,2024-08-26,2024-08-27,2024-09-10,1877,1887,545000.0,503000.0,pivot,2024-08-13,7.706422018348624,0.19138755980861244,0.546031746031746,0.7343123122419243,1.032782241019515,531000.0,-2.66618984085939,-0.3333333333333333,False,trend_off_next_open,Y2024,2024,KOSPI,010130,고려아연,010130.KS,5.0,1.032782241019515,0.546031746031746,0.7343123122419243
SOR_E1_BE,2024-05-16,2024-05-17,2024-06-28,1807,1836,17990.0,16290.0,pivot,2024-05-03,9.449694274596999,0.0,0.8920863309352518,0.839225663160201,1.428842783911464,20590.0,14.338078320484016,1.5294117647058822,True,trend_off_next_open,Y2024,2024,KOSPI,034020,두산에너빌리티,034020.KS,5.0,1.428842783911464,0.8920863309352518,0.839225663160201
SOR_E1_BE,2024-07-26,2024-07-29,2024-08-05,1339,1344,16110.0,14650.0,pivot,2024-07-15,9.062693978895096,0.0,0.8194726166328601,0.8787423509205575,7.641952014852983,14700.0,-8.843529817958784,-0.9657534246575342,False,trend_off_next_open,Y2024,2024,KOSPI,316140,우리금융지주,316140.KS,5.0,7.641952014852983,0.8194726166328601,0.8787423509205575
SOR_E1_BE,2024-10-14,2024-10-15,2024-10-29,1388,1398,16590.0,15260.0,pivot,2024-10-02,8.016877637130802,0.11547344110854503,0.8090452261306532,0.5769348750407952,1.996779126409774,16090.0,-3.110801440750366,-0.37593984962406013,False,trend_off_next_open,Y2024,2024,KOSPI,316140,우리금융지주,316140.KS,5.0,1.996779126409774,0.8090452261306532,0.5769348750407952
SOR_E1_BE,2024-10-25,2024-10-28,2024-10-28,1397,1397,16900.0,16300.0,pivot,2024-10-22,3.5502958579881656,0.0,0.5975773889636609,0.5953330231848523,2.5951870394505088,16300.0,-3.6466973613784814,-1.0,False,initial_stop,Y2024,2024,KOSPI,316140,우리금융지주,316140.KS,5.0,2.5951870394505088,0.5975773889636609,0.5953330231848523
SOR_E1_BE,2024-12-02,2024-12-03,2024-12-04,1423,1424,17090.0,16510.0,pivot,2024-11-26,3.3937975424224693,0.4827586206896552,0.8850174216027874,0.9884360370233093,1.065560810377877,16510.0,-3.490355465918271,-1.0,False,initial_stop,Y2024,2024,KOSPI,316140,우리금융지주,316140.KS,5.0,1.065560810377877,0.8850174216027874,0.9884360370233093
SOR_E1_BE,2024-01-05,2024-01-08,2024-01-16,795,801,251000.0,223500.0,pivot,2023-12-26,10.95617529880478,0.0,0.8690807799442897,0.43955504767135845,1.0747941080378178,233500.0,-7.065092951532204,-0.6363636363636364,False,trend_off_next_open,Y2024,2024,KOSPI,352820,하이브,352820.KS,5.0,1.0747941080378178,0.8690807799442897,0.43955504767135845
SOR_E1_BE,2024-03-12,2024-03-13,2024-03-29,1764,1776,14790.0,12920.0,pivot,2024-02-26,12.64367816091954,0.19718309859154928,0.583941605839416,0.8265588209569467,1.9863717836288477,13950.0,-5.7737865347245005,-0.44919786096256686,False,trend_off_next_open,Y2024,2024,KOSPI,024110,기업은행,024110.KS,5.0,1.9863717836288477,0.583941605839416,0.8265588209569467
SOR_E1_BE,2024-03-14,2024-03-15,2024-03-29,1766,1776,15700.0,12920.0,pivot,2024-02-26,17.70700636942675,0.0,0.7561327561327561,0.9934981512588816,2.2670927099622777,13950.0,-11.235305913922,-0.6294964028776978,False,trend_off_next_open,Y2024,2024,KOSPI,024110,기업은행,024110.KS,5.0,2.2670927099622777,0.7561327561327561,0.9934981512588816
SOR_E1_BE,2024-05-20,2024-05-21,2024-05-23,1809,1811,14080.0,13720.0,pivot,2024-05-14,2.5568181818181817,0.0,0.7843137254901961,0.6982177737402069,1.106222292201179,13720.0,-2.6542126663940624,-1.0,False,initial_stop,Y2024,2024,KOSPI,024110,기업은행,024110.KS,5.0,1.106222292201179,0.7843137254901961,0.6982177737402069
