month,trades,pnl
2026-01,8,-48.61238649073243
2026-02,3,-4.309487988173371
2026-03,3,1.8978385734783956
2026-04,10,109.56837912664125
2026-05,7,14.938332304805948
2026-06,3,2.7138977859040363
