cost_bps_side,closed_trades,wins,losses,pnl,ending_equity,return_pct,pf,max_dd,fees
5.0,34,17,17,76.19657331192383,5076.196573311923,0.015239314662384595,1.4776940245585417,0.01997227425428838,17.714691638621176
10.0,34,17,17,58.248961681755404,5058.248961681759,0.011649792336351883,1.3446102174178525,0.021015054022117452,35.370648737365116
20.0,34,17,17,22.53110361266448,5022.53110361267,0.004506220722534149,1.119854252603394,0.02406601959586574,70.50708288986081
30.0,34,17,17,-12.951476431152699,4987.048523568846,-0.0025902952862308926,0.937384285708462,0.02710897461004269,105.41074443557183
