ticker,variant,entry_time,entry,buy,stop,R,shares,risk_dollars,bars,peak,be,exit_time,exit,exit_reason,pnl,mfe_R
AMAT,STRICT_30_35,2026-01-02 10:30:00-05:00,267.2998962402344,267.43354618835446,255.3665637044945,11.93333253573988,3.142458310592529,37.5,6,283.9800109863281,True,2026-01-05 09:30:00-05:00,276.1199951171875,GAP_STOP,26.862955839260657,1.397775072146648
AMZN,STRICT_30_35,2026-01-15 11:30:00-05:00,238.94000244140625,239.05947244262694,235.75557445377774,3.18442798762851,5.259545183389673,16.7486428841828,12,239.60800170898438,False,2026-01-20 09:30:00-05:00,233.6649932861328,GAP_STOP,-28.98699265941698,0.2097705679554694
GOOGL,STRICT_30_35,2026-01-20 11:30:00-05:00,327.4549865722656,327.6187140655517,319.81285301130094,7.64213356096468,3.815696941659543,29.160065656326687,5,327.4549865722656,False,2026-01-21 09:30:00-05:00,319.81285301130094,TRAIL_OR_STOP,-30.39495461429334,0.0
META,STRICT_30_35,2026-02-05 11:30:00-05:00,675.0900268554688,675.4275718688964,651.1923668345189,23.897660020949843,1.5589855881948744,37.256107564241624,5,681.5,False,2026-02-06 09:30:00-05:00,651.1923668345189,TRAIL_OR_STOP,-38.28993513306111,0.26822597438041873
XOM,STRICT_30_35,2026-02-18 10:30:00-05:00,149.0399932861328,149.11451328277587,144.83566833267963,4.204324953453181,8.268235533212275,34.76234897331263,9,153.3800048828125,True,2026-02-19 12:30:00-05:00,151.04871629908374,TRAIL_OR_STOP,15.367992926208096,1.0322731103634275
MU,STRICT_30_35,2026-03-23 09:30:00-04:00,426.1449890136719,426.3580615081787,413.15734926902667,12.987639744645207,2.8553450609053126,37.08419299769023,1,426.1449890136719,False,2026-03-23 10:30:00-04:00,413.15734926902667,TRAIL_OR_STOP,-38.282441890801074,0.0
AVGO,STRICT_30_35,2026-04-28 14:30:00-04:00,400.5899963378906,400.79029133605957,393.4453846047984,7.144611733092233,3.061906606081058,21.876133863439346,9,418.3800048828125,True,2026-04-30 09:30:00-04:00,408.7301682031268,TRAIL_OR_STOP,23.685414629680587,2.489989548700395
CSCO,STRICT_30_35,2026-04-28 15:30:00-04:00,86.5250015258789,86.56826402664184,85.61268722551961,0.9123143003592986,14.175892915183796,12.932869826884243,15,92.91999816894531,True,2026-05-01 09:30:00-04:00,91.51487300487302,TRAIL_OR_STOP,69.47394664876025,7.009642006650396
AMAT,STRICT_30_35,2026-06-08 10:30:00-04:00,483.94000244140625,484.18197244262694,450.3661438280109,33.57385861339537,1.1168144336599242,37.495769893097524,6,525.9799194335938,True,2026-06-09 09:30:00-04:00,503.0150146484375,GAP_STOP,20.75212615082231,1.2521622097799125
MU,STRICT_30_35,2026-06-08 10:30:00-04:00,937.6500244140625,938.1188494262694,855.4762144173609,82.1738099967016,0.4562983010596999,37.495769893097524,9,989.1500244140625,False,2026-06-09 12:30:00-04:00,855.4762144173609,TRAIL_OR_STOP,-37.904870121279615,0.6267203626321716
META,STRICT_30_35,2026-07-17 12:30:00-04:00,643.8400268554688,644.1619468688964,623.2915174755929,20.548509379875895,1.8184834540803454,37.367124313319096,25,655.8800048828125,False,2026-07-23 09:30:00-04:00,608.4099731445312,GAP_STOP,-65.56756440320363,0.5859295097645894
