ticker,variant,entry_time,entry,buy,stop,R,shares,risk_dollars,bars,peak,be,exit_time,exit,exit_reason,pnl,mfe_R
AMAT,STRICT_30_35,2026-01-02 10:30:00-05:00,267.2998962402344,267.83449603271487,255.3665637044945,11.93333253573988,3.142458310592529,37.5,6,283.9800109863281,True,2026-01-05 09:30:00-05:00,276.1199951171875,GAP_STOP,24.301444308654197,1.397775072146648
AMZN,STRICT_30_35,2026-01-15 11:30:00-05:00,238.94000244140625,239.41788244628907,235.75557445377774,3.18442798762851,5.256865105227338,16.740108368273628,12,239.60800170898438,False,2026-01-20 09:30:00-05:00,233.6649932861328,GAP_STOP,-32.69885297930408,0.2097705679554694
GOOGL,STRICT_30_35,2026-01-20 11:30:00-05:00,327.4549865722656,328.10989654541015,319.81285301130094,7.64213356096468,3.810907449891406,29.12346372054544,5,327.4549865722656,False,2026-01-21 09:30:00-05:00,319.81285301130094,TRAIL_OR_STOP,-34.05681938443378,0.0
META,STRICT_30_35,2026-02-05 11:30:00-05:00,675.0900268554688,676.4402069091797,651.1923668345189,23.897660020949843,1.5558675308373997,37.18159328958687,5,681.5,False,2026-02-06 09:30:00-05:00,651.1923668345189,TRAIL_OR_STOP,-41.30863271571388,0.26822597438041873
XOM,STRICT_30_35,2026-02-18 10:30:00-05:00,149.0399932861328,149.3380732727051,144.83566833267963,4.204324953453181,8.246506576578438,34.670993378724496,9,153.3800048828125,True,2026-02-19 12:30:00-05:00,151.04871629908374,TRAIL_OR_STOP,11.61558050252126,1.0322731103634275
MU,STRICT_30_35,2026-03-23 09:30:00-04:00,426.1449890136719,426.9972789916992,413.15734926902667,12.987639744645207,2.84569761131741,36.958895397987924,1,426.1449890136719,False,2026-03-23 10:30:00-04:00,413.15734926902667,TRAIL_OR_STOP,-41.73569671643627,0.0
AVGO,STRICT_30_35,2026-04-28 14:30:00-04:00,400.5899963378906,401.3911763305664,393.4453846047984,7.144611733092233,3.0493254123187925,21.78624611886916,9,418.3800048828125,True,2026-04-30 09:30:00-04:00,408.7301682031268,TRAIL_OR_STOP,19.886271840433285,2.489989548700395
CSCO,STRICT_30_35,2026-04-28 15:30:00-04:00,86.5250015258789,86.69805152893066,85.61268722551961,0.9123143003592986,14.117645006784226,12.879729427085296,15,92.91999816894531,True,2026-05-01 09:30:00-04:00,91.51487300487302,TRAIL_OR_STOP,65.41822667856117,7.009642006650396
AMAT,STRICT_30_35,2026-06-08 10:30:00-04:00,483.94000244140625,484.9078824462891,450.3661438280109,33.57385861339537,1.1105563361320285,37.285661411507114,6,525.9799194335938,True,2026-06-09 09:30:00-04:00,503.0150146484375,GAP_STOP,18.99173737290148,1.2521622097799125
MU,STRICT_30_35,2026-06-08 10:30:00-04:00,937.6500244140625,939.5253244628906,855.4762144173609,82.1738099967016,0.45374142215145835,37.285661411507114,9,989.1500244140625,False,2026-06-09 12:30:00-04:00,855.4762144173609,TRAIL_OR_STOP,-38.912892710916026,0.6267203626321716
META,STRICT_30_35,2026-07-17 12:30:00-04:00,643.8400268554688,645.1277069091797,623.2915174755929,20.548509379875895,1.8072480129795327,37.136252746472,25,655.8800048828125,False,2026-07-23 09:30:00-04:00,608.4099731445312,GAP_STOP,-68.55714681735716,0.5859295097645894
