ticker,variant,entry_time,entry,buy,stop,R,shares,risk_dollars,bars,peak,be,exit_time,exit,exit_reason,pnl,mfe_R
AMAT,MODERATE_35_40,2026-01-02 10:30:00-05:00,267.2998962402344,267.83449603271487,255.3665637044945,11.93333253573988,3.142458310592529,37.5,6,283.9800109863281,True,2026-01-05 09:30:00-05:00,276.1199951171875,GAP_STOP,24.301444308654197,1.397775072146648
LLY,MODERATE_35_40,2026-01-02 13:30:00-05:00,1070.57470703125,1072.7158564453125,1062.4844374879524,8.090269543297609,1.1675971716782887,9.446175836869289,3,1085.3800048828125,True,2026-01-05 09:30:00-05:00,1069.22998046875,GAP_STOP,-6.566958733193631,1.8300129275455306
ISRG,MODERATE_35_40,2026-01-12 15:30:00-05:00,573.5250244140625,574.6720744628906,567.021493729291,6.5035306847714764,2.1872343280494997,14.224745567255443,1,573.5250244140625,False,2026-01-13 09:30:00-05:00,567.021493729291,TRAIL_OR_STOP,-19.2140305616962,0.0
AMZN,MODERATE_35_40,2026-01-15 11:30:00-05:00,238.94000244140625,239.41788244628907,235.75557445377774,3.18442798762851,5.229890771679723,16.654210545576976,12,239.60800170898438,False,2026-01-20 09:30:00-05:00,233.6649932861328,GAP_STOP,-32.53106671330096,0.2097705679554694
GOOGL,MODERATE_35_40,2026-01-20 11:30:00-05:00,327.4549865722656,328.10989654541015,319.81285301130094,7.64213356096468,3.791352698796454,28.974023700926395,5,327.4549865722656,False,2026-01-21 09:30:00-05:00,319.81285301130094,TRAIL_OR_STOP,-33.882065041825086,0.0
AMD,MODERATE_35_40,2026-01-29 12:30:00-05:00,248.4499969482422,248.94689694213866,239.97229107883555,8.477705869406634,4.363303645379811,36.990804924439786,4,252.22999572753906,False,2026-01-30 09:30:00-05:00,236.91000366210938,GAP_STOP,-54.588040893011154,0.44587519755051874
AMAT,MODERATE_35_40,2026-02-02 10:30:00-05:00,328.0299987792969,328.6860587768555,318.64817197177854,9.381826807518337,3.7172814228244486,34.87489050374432,6,338.44000244140625,True,2026-02-03 09:30:00-05:00,328.18118580703805,TRAIL_OR_STOP,-4.316638562230545,1.1095923934309986
AMZN,MODERATE_35_40,2026-02-03 15:30:00-05:00,237.3800048828125,237.85476489257812,234.89238758859355,2.48761729421895,5.1322800399818345,12.767148586233535,1,238.77000427246094,False,2026-02-04 09:30:00-05:00,234.89238758859355,TRAIL_OR_STOP,-17.61481693286436,0.5587673766695141
META,MODERATE_35_40,2026-02-05 11:30:00-05:00,675.0900268554688,676.4402069091797,651.1923668345189,23.897660020949843,1.5238692269286687,36.41690870152899,5,681.5,False,2026-02-06 09:30:00-05:00,651.1923668345189,TRAIL_OR_STOP,-40.45907055345181,0.26822597438041873
COST,MODERATE_35_40,2026-02-11 11:30:00-05:00,980.989990234375,982.9519702148438,965.5534502303301,15.4365400040449,1.227109553678184,18.94232571469897,12,1014.8800048828125,True,2026-02-13 09:30:00-05:00,999.1062714121715,TRAIL_OR_STOP,17.371071630656445,2.1954411182529996
