ticker,variant,entry_time,entry,buy,stop,R,shares,risk_dollars,bars,peak,be,exit_time,exit,exit_reason,pnl,mfe_R
AMAT,MODERATE_35_40,2026-01-02 10:30:00-05:00,267.2998962402344,267.43354618835446,255.3665637044945,11.93333253573988,3.142458310592529,37.5,6,283.9800109863281,True,2026-01-05 09:30:00-05:00,276.1199951171875,GAP_STOP,26.862955839260657,1.397775072146648
LLY,MODERATE_35_40,2026-01-02 13:30:00-05:00,1070.57470703125,1071.1099943847655,1062.4844374879524,8.090269543297609,1.1675971716782887,9.446175836869289,3,1085.3800048828125,True,2026-01-05 09:30:00-05:00,1069.22998046875,GAP_STOP,-2.819313881589959,1.8300129275455306
ISRG,MODERATE_35_40,2026-01-12 15:30:00-05:00,573.5250244140625,573.8117869262695,567.021493729291,6.5035306847714764,2.1899844941772364,14.242631357055398,1,573.5250244140625,False,2026-01-13 09:30:00-05:00,567.021493729291,TRAIL_OR_STOP,-15.49152095186624,0.0
AMZN,MODERATE_35_40,2026-01-15 11:30:00-05:00,238.94000244140625,239.05947244262694,235.75557445377774,3.18442798762851,5.240386781022592,16.68763433148682,12,239.60800170898438,False,2026-01-20 09:30:00-05:00,233.6649932861328,GAP_STOP,-28.881404733195797,0.2097705679554694
GOOGL,MODERATE_35_40,2026-01-20 11:30:00-05:00,327.4549865722656,327.6187140655517,319.81285301130094,7.64213356096468,3.8017978962534835,29.053847294963663,5,327.4549865722656,False,2026-01-21 09:30:00-05:00,319.81285301130094,TRAIL_OR_STOP,-30.284238050384193,0.0
AMD,MODERATE_35_40,2026-01-29 12:30:00-05:00,248.4499969482422,248.5742219467163,239.97229107883555,8.477705869406634,4.378590052365757,37.12039858666668,4,252.22999572753906,False,2026-01-30 09:30:00-05:00,236.91000366210938,GAP_STOP,-51.5914960422731,0.44587519755051874
AMAT,MODERATE_35_40,2026-02-02 10:30:00-05:00,328.0299987792969,328.1940137786865,318.64817197177854,9.381826807518337,3.7327340490246255,35.019864366475694,6,338.44000244140625,True,2026-02-03 09:30:00-05:00,328.18118580703805,TRAIL_OR_STOP,-0.6603899498076405,1.1095923934309986
AMZN,MODERATE_35_40,2026-02-03 15:30:00-05:00,237.3800048828125,237.49869488525388,234.89238758859355,2.48761729421895,5.157484298906846,12.829847136623366,1,238.77000427246094,False,2026-02-04 09:30:00-05:00,234.89238758859355,TRAIL_OR_STOP,-14.047715861112382,0.5587673766695141
META,MODERATE_35_40,2026-02-05 11:30:00-05:00,675.0900268554688,675.4275718688964,651.1923668345189,23.897660020949843,1.5324994807300008,36.62315157276773,5,681.5,False,2026-02-06 09:30:00-05:00,651.1923668345189,TRAIL_OR_STOP,-37.6394151125832,0.26822597438041873
COST,MODERATE_35_40,2026-02-11 11:30:00-05:00,980.989990234375,981.4804852294922,965.5534502303301,15.4365400040449,1.2348361118595077,19.061597039158553,12,1014.8800048828125,True,2026-02-13 09:30:00-05:00,999.1062714121715,TRAIL_OR_STOP,21.148091026524334,2.1954411182529996
XOM,MODERATE_35_40,2026-02-18 10:30:00-05:00,149.0399932861328,149.11451328277587,144.83566833267963,4.204324953453181,8.163237673628803,34.32090385220667,9,153.3800048828125,True,2026-02-19 12:30:00-05:00,151.04871629908374,TRAIL_OR_STOP,15.17283564544799,1.0322731103634275
WMT,MODERATE_35_40,2026-02-19 10:30:00-05:00,129.5,129.56475,125.44559994517593,4.054400054824072,9.002433442327407,36.49946664212229,4,129.5,False,2026-02-19 14:30:00-05:00,125.44559994517593,TRAIL_OR_STOP,-37.647032039582555,0.0
WMT,MODERATE_35_40,2026-04-08 10:30:00-04:00,124.30000305175781,124.36215305328369,121.06492272063218,3.23508033112563,9.742802166046152,31.51874765742409,6,129.14999389648438,True,2026-04-09 09:30:00-04:00,127.0582958900365,TRAIL_OR_STOP,25.649034349679464,1.4991871447714662
V,MODERATE_35_40,2026-04-22 15:30:00-04:00,310.5400085449219,310.6952785491943,308.091080711909,2.448927833012874,3.920404985058527,9.600788884592248,1,312.20001220703125,False,2026-04-23 09:30:00-04:00,308.091080711909,TRAIL_OR_STOP,-10.81343108770937,0.6778491549369591
ORCL,MODERATE_35_40,2026-04-24 15:30:00-04:00,174.32000732421875,174.40716732788084,169.55530167002144,4.764705654197314,6.96844417593674,33.202585366044126,1,174.32000732421875,False,2026-04-27 09:30:00-04:00,169.55530167002144,TRAIL_OR_STOP,-34.40072331314867,0.0
ISRG,MODERATE_35_40,2026-04-22 10:30:00-04:00,490.55999755859375,490.805277557373,449.65865865512916,40.90133890346459,0.8929604483851049,36.52327792678888,26,490.55999755859375,False,2026-04-27 15:30:00-04:00,470.94000244140625,TIME,-17.94917037271841,0.0
JPM,MODERATE_35_40,2026-04-27 10:30:00-04:00,310.7799987792969,310.9353887786865,306.45826917976274,4.321729599534137,3.881006061191103,16.772658770620986,6,315.45001220703125,True,2026-04-28 09:30:00-04:00,312.1578731564757,TRAIL_OR_STOP,4.138725981026966,1.0805889910923119
