ticker,variant,entry_time,entry,buy,stop,R,shares,risk_dollars,bars,peak,be,exit_time,exit,exit_reason,pnl,mfe_R
AMAT,STRICT_30_35,2026-01-02 10:30:00-05:00,267.2998962402344,267.5671961364746,255.3665637044945,11.93333253573988,3.142458310592529,37.5,6,283.9800109863281,True,2026-01-05 09:30:00-05:00,276.1199951171875,GAP_STOP,26.009118662391778,1.397775072146648
AMZN,STRICT_30_35,2026-01-15 11:30:00-05:00,238.94000244140625,239.17894244384763,235.75557445377774,3.18442798762851,5.2586518240022295,16.74579804554641,12,239.60800170898438,False,2026-01-20 09:30:00-05:00,233.6649932861328,GAP_STOP,-30.22470163882222,0.2097705679554694
GOOGL,STRICT_30_35,2026-01-20 11:30:00-05:00,327.4549865722656,327.78244155883783,319.81285301130094,7.64213356096468,3.8141001220644544,29.14786254770825,5,327.4549865722656,False,2026-01-21 09:30:00-05:00,319.81285301130094,TRAIL_OR_STOP,-31.616606893672042,0.0
META,STRICT_30_35,2026-02-05 11:30:00-05:00,675.0900268554688,675.7651168823242,651.1923668345189,23.897660020949843,1.5579457797682081,37.23125857597424,5,681.5,False,2026-02-06 09:30:00-05:00,651.1923668345189,TRAIL_OR_STOP,-39.297534634004286,0.26822597438041873
XOM,STRICT_30_35,2026-02-18 10:30:00-05:00,149.0399932861328,149.18903327941894,144.83566833267963,4.204324953453181,8.260987817613717,34.73187722176609,9,153.3800048828125,True,2026-02-19 12:30:00-05:00,151.04871629908374,TRAIL_OR_STOP,14.115007164861172,1.0322731103634275
MU,STRICT_30_35,2026-03-23 09:30:00-04:00,426.1449890136719,426.5711340026855,413.15734926902667,12.987639744645207,2.852126356155529,37.04238961995566,1,426.1449890136719,False,2026-03-23 10:30:00-04:00,413.15734926902667,TRAIL_OR_STOP,-39.436185939754445,0.0
AVGO,STRICT_30_35,2026-04-28 14:30:00-04:00,400.5899963378906,400.99058633422845,393.4453846047984,7.144611733092233,3.05770809400612,21.846137124807214,9,418.3800048828125,True,2026-04-30 09:30:00-04:00,408.7301682031268,TRAIL_OR_STOP,22.41560458117435,2.489989548700395
CSCO,STRICT_30_35,2026-04-28 15:30:00-04:00,86.5250015258789,86.61152652740478,85.61268722551961,0.9123143003592986,14.156454811663847,12.915136167071129,15,92.91999816894531,True,2026-05-01 09:30:00-04:00,91.51487300487302,TRAIL_OR_STOP,68.11847666992176,7.009642006650396
AMAT,STRICT_30_35,2026-06-08 10:30:00-04:00,483.94000244140625,484.4239424438476,450.3661438280109,33.57385861339537,1.1147251278367676,37.42562383479072,6,525.9799194335938,True,2026-06-09 09:30:00-04:00,503.0150146484375,GAP_STOP,20.16321186337628,1.2521622097799125
MU,STRICT_30_35,2026-06-08 10:30:00-04:00,937.6500244140625,938.5876744384765,855.4762144173609,82.1738099967016,0.45544467070825795,37.42562383479072,9,989.1500244140625,False,2026-06-09 12:30:00-04:00,855.4762144173609,TRAIL_OR_STOP,-38.24229362417357,0.6267203626321716
META,STRICT_30_35,2026-07-17 12:30:00-04:00,643.8400268554688,644.4838668823242,623.2915174755929,20.548509379875895,1.814731668960114,37.29003072158474,25,655.8800048828125,False,2026-07-23 09:30:00-04:00,608.4099731445312,GAP_STOP,-66.5685382346512,0.5859295097645894
