ticker,rows,start,end,sha256
000270.KS,4367,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,d182b1e0197208d4e10adf41f9f63b4e1686eaa415eb7d83a8cad06c6e45b5ba
000660.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,e4534bf77a76e737d2c06b40dac4ed10736a78fae7380188412f938f0d3ebe6a
000810.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,704fa6e042ee193b858811f58a5d6d07b655c001b5ccdbbedb2ffc23a02aee60
003490.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,073996450c49db455268d63a697331183f66fbc9d0b7d5a9009aca50fd7a6fd8
003550.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,0238b22dce83730125d5d1f774d117796e0ffd999a5d852a5ec9a4d6eafadb76
003670.KS,4367,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,ff8095eb9597a78467b96c37995a1ad959dcd80c00f8c599d8148b27dfe45294
005380.KS,4367,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,5cf0713f932f8fb560eee69d8208df95ce26c4158fc5f25e7321b578e478e98c
005490.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,b649a86e4280bf15be9c001bbb81a63271f95f3f6e9521c1e70cf9a59f000db9
005930.KS,4367,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,aaaa7c4b20730e07c52e935282b1687a1c738be1bcdd3ecf99412b57ee52fb61
006400.KS,4367,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,e0ad54a7178c7c726c3f16dc5d3834de2989e4a4a54ea8bea7dbd41244e8eeb0
009150.KS,4367,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,d3e81a1bc40734653d7e077fceb39d78d6c133a2566470b2bb654d11b90c90a5
009540.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,04253fc2a9b16d71e18a2ceb24a5f001558e88d663cef7890471f17fa0eedd27
010130.KS,4367,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,9ca98f07155293482bc115468a87540c77a81823a0fc9510b88faddc027bd97b
010950.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,ab60683603f50195cb6ba5c21f55ff14aea54296a3644b61d8880764cf5afd5b
011200.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,5e394a2054f27d2cd81ca3ea5b067433ec341f786782e5b72c05c736b79cc5a0
012330.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,6addf26bc24c068fc718b73d6f899b1c8abcf4848c479a090f56f2d5dc1a18ac
015760.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,820ba2224afe483d505e21c090cdd037bdb29d5b8cc7dc97a81839c4c61da748
017670.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,777936a128bc2227eda1c5d2cc6d2fb65c53d73a303055c670cec846583d199f
018260.KS,4362,2023-08-08 09:00:00+09:00,2026-08-10 14:00:00+09:00,c479fda5fb92180077c874a5c43929704c3ea587c2c7f9c5a37d7b1801831ac9
