period_type,period,trades,pnl,pf,winrate,variant,cost_bps_side
month,2024-08,12,-11.428243059749036,0.7471064886898466,0.5833333333333334,RAW,10.0
month,2024-09,12,29.777959625779545,1.7209660520931136,0.5833333333333334,RAW,10.0
month,2024-10,14,7.929644453126258,1.2184315440999411,0.5714285714285714,RAW,10.0
month,2024-11,12,33.478081073555245,1.7437656243927666,0.6666666666666666,RAW,10.0
month,2024-12,9,35.61993066254169,1.6661902298772517,0.2222222222222222,RAW,10.0
month,2025-01,13,15.61445359384956,1.3178198825617904,0.46153846153846156,RAW,10.0
month,2025-02,13,-12.188349338223134,0.7431154566168896,0.6153846153846154,RAW,10.0
month,2025-03,10,-30.29549261469228,0.48687062721357616,0.4,RAW,10.0
month,2025-04,7,20.19576130644589,1.5433795032079933,0.7142857142857143,RAW,10.0
month,2025-05,10,11.648864763272627,1.3584282054201142,0.5,RAW,10.0
month,2025-06,9,-13.119903035954025,0.7123672635499249,0.3333333333333333,RAW,10.0
month,2025-07,12,26.47147619828968,2.92472993887086,0.6666666666666666,RAW,10.0
month,2025-08,13,-59.82475368746816,0.352861945084273,0.38461538461538464,RAW,10.0
month,2025-09,11,59.68361813156599,2.355657339464246,0.5454545454545454,RAW,10.0
month,2025-10,20,116.22574561220222,2.760313819725313,0.6,RAW,10.0
month,2025-11,8,32.72201821116954,2.1778077237730313,0.75,RAW,10.0
month,2025-12,13,-52.42703619372051,0.27202728536511145,0.38461538461538464,RAW,10.0
month,2026-01,14,-46.81633745863749,0.4782189338578805,0.42857142857142855,RAW,10.0
month,2026-02,9,-9.711038612674486,0.8310036247079,0.4444444444444444,RAW,10.0
month,2026-03,11,-30.452306338380254,0.615548854157546,0.45454545454545453,RAW,10.0
month,2026-04,11,112.22342880481823,8.100060323797011,0.8181818181818182,RAW,10.0
month,2026-05,11,33.18508039126638,2.551470558762723,0.6363636363636364,RAW,10.0
month,2026-06,9,7.816081567842161,1.1762723166095403,0.5555555555555556,RAW,10.0
month,2026-07,15,-18.768247939780053,0.7599676613684634,0.4666666666666667,RAW,10.0
month,2026-08,4,16.718102759817896,61.69117543734302,0.75,RAW,10.0
year,2023,52,-122.74388434630566,0.5567939892577243,0.4807692307692308,RAW,20.0
year,2024,164,-39.36037639832118,0.9438811076948337,0.5060975609756098,RAW,20.0
year,2025,147,-55.03774703087196,0.9102223211885468,0.5238095238095238,RAW,20.0
year,2026,94,-22.39148102291299,0.9430893604994703,0.5425531914893617,RAW,20.0
month,2023-09,6,-53.6406968168574,0.2014972678002631,0.5,RAW,20.0
month,2023-10,17,22.219854002665045,1.3164463400743376,0.5882352941176471,RAW,20.0
month,2023-11,13,-25.541724263266758,0.4762548713963561,0.6153846153846154,RAW,20.0
month,2023-12,16,-65.78131726884655,0.2754129442717116,0.25,RAW,20.0
month,2024-01,15,65.97844566702275,2.5619824887823857,0.4666666666666667,RAW,20.0
month,2024-02,15,15.83270805207141,1.413397301312405,0.6,RAW,20.0
month,2024-03,14,31.60423652771516,2.252281288211214,0.7142857142857143,RAW,20.0
month,2024-04,12,-53.51858204265295,0.2350612319795356,0.25,RAW,20.0
month,2024-05,18,-25.609147299071594,0.6301008616667961,0.5,RAW,20.0
month,2024-06,14,47.471268040955664,2.100285205612787,0.6428571428571429,RAW,20.0
month,2024-07,17,-146.87851163634096,0.12548409711587752,0.29411764705882354,RAW,20.0
month,2024-08,12,-22.901348900341233,0.5486872869711418,0.5833333333333334,RAW,20.0
month,2024-09,12,4.199641546841207,1.089201836195473,0.5,RAW,20.0
month,2024-10,14,-2.337718450551108,0.9415823324222145,0.5714285714285714,RAW,20.0
month,2024-11,12,22.605033347766607,1.4674695331044405,0.6666666666666666,RAW,20.0
month,2024-12,9,24.193598748263867,1.4093339557852096,0.2222222222222222,RAW,20.0
month,2025-01,13,1.4095680732174287,1.0255259755189026,0.46153846153846156,RAW,20.0
month,2025-02,13,-18.135211147371336,0.6220568108680186,0.6153846153846154,RAW,20.0
month,2025-03,11,-33.682252763380134,0.45677764315116914,0.45454545454545453,RAW,20.0
month,2025-04,11,3.444337321736704,1.0820315885927538,0.6363636363636364,RAW,20.0
month,2025-05,10,2.2420495295216654,1.0631334984447498,0.5,RAW,20.0
month,2025-06,10,-9.6506507267965,0.8091499893924662,0.4,RAW,20.0
month,2025-07,12,16.695540446060306,2.060215174608247,0.6666666666666666,RAW,20.0
month,2025-08,13,-56.9627295762389,0.32536811408608285,0.38461538461538464,RAW,20.0
month,2025-09,12,12.993016136871205,1.3038028103015125,0.5,RAW,20.0
month,2025-10,21,67.7192964523684,1.9562199286099269,0.6190476190476191,RAW,20.0
month,2025-11,8,22.740432920148265,1.797027736011483,0.75,RAW,20.0
month,2025-12,13,-63.851143697009064,0.17575431288477283,0.3076923076923077,RAW,20.0
month,2026-01,14,-50.482875457272314,0.40527666164668064,0.42857142857142855,RAW,20.0
month,2026-02,10,-4.680496171017907,0.8950681599205844,0.5,RAW,20.0
month,2026-03,14,-51.97146637894508,0.4157522514685169,0.42857142857142855,RAW,20.0
month,2026-04,13,102.58281603793678,10.822052046070121,0.8461538461538461,RAW,20.0
month,2026-05,13,14.510271207165452,1.5335010321745806,0.5384615384615384,RAW,20.0
month,2026-06,9,-4.216669420956862,0.9099963833287144,0.5555555555555556,RAW,20.0
month,2026-07,16,-40.46004447348051,0.5496188899637205,0.4375,RAW,20.0
month,2026-08,5,12.326983633657463,19.17847643681331,0.8,RAW,20.0
year,2023,51,-163.6418808026878,0.4577623567796934,0.47058823529411764,RAW,30.0
year,2024,121,-243.9719676761738,0.5847227935679244,0.4462809917355372,RAW,30.0
month,2023-09,6,-61.55471860668729,0.1577531478804204,0.5,RAW,30.0
month,2023-10,17,6.896755194755428,1.088810248047417,0.5882352941176471,RAW,30.0
month,2023-11,12,-27.270197899728686,0.4132521096375267,0.5833333333333334,RAW,30.0
month,2023-12,16,-81.71371949102726,0.21858869719758572,0.25,RAW,30.0
month,2024-01,15,36.20294193312674,1.775514547564124,0.4666666666666667,RAW,30.0
month,2024-02,15,5.807440395508451,1.1363564152624959,0.4666666666666667,RAW,30.0
month,2024-03,14,20.451667566576333,1.7124610865148533,0.7142857142857143,RAW,30.0
month,2024-04,12,-65.71132685697015,0.18121932741003496,0.25,RAW,30.0
month,2024-05,18,-39.22318893359625,0.4867955708707822,0.5,RAW,30.0
month,2024-06,14,32.89390749375252,1.6892794123239672,0.5714285714285714,RAW,30.0
month,2024-07,19,-166.10721488316065,0.09857575967901604,0.2631578947368421,RAW,30.0
month,2024-08,14,-68.2861943914108,0.1552533951465591,0.35714285714285715,RAW,30.0
year,2023,45,-33.56368146883935,0.8289395595285608,0.4888888888888889,NOT_BEAR,5.0
year,2024,131,252.6540225680934,1.5350558491602317,0.5343511450381679,NOT_BEAR,5.0
year,2025,122,281.8652419103288,1.6319495229025753,0.5491803278688525,NOT_BEAR,5.0
year,2026,69,125.31352207288404,1.4168037456001874,0.6086956521739131,NOT_BEAR,5.0
month,2023-09,3,-42.03359823903705,0.036295468705258065,0.3333333333333333,NOT_BEAR,5.0
month,2023-10,14,47.405602584924395,2.1042816999901306,0.6428571428571429,NOT_BEAR,5.0
month,2023-11,13,-24.212981200501986,0.5047823232249624,0.5384615384615384,NOT_BEAR,5.0
month,2023-12,15,-14.72270461422471,0.7577318515989483,0.3333333333333333,NOT_BEAR,5.0
month,2024-01,13,92.05535949399314,3.802980964475499,0.6153846153846154,NOT_BEAR,5.0
month,2024-02,13,10.83630937854278,1.3249506465683345,0.46153846153846156,NOT_BEAR,5.0
month,2024-03,13,34.4643898173868,2.7485336703534853,0.6923076923076923,NOT_BEAR,5.0
month,2024-04,5,13.961310101059382,1.864424701888451,0.6,NOT_BEAR,5.0
month,2024-05,19,3.0510538127078064,1.0525690898614584,0.5263157894736842,NOT_BEAR,5.0
month,2024-06,13,68.51114077229568,2.9030482111246823,0.6153846153846154,NOT_BEAR,5.0
month,2024-07,11,-149.09417561060712,0.0,0.0,NOT_BEAR,5.0
month,2024-08,7,19.049569965716273,2.5169090095275415,0.7142857142857143,NOT_BEAR,5.0
month,2024-09,10,59.68132742729105,4.722097327264058,0.7,NOT_BEAR,5.0
month,2024-10,12,-1.7837755399104935,0.9512215221888384,0.5833333333333334,NOT_BEAR,5.0
month,2024-11,6,59.620639228521185,6.610192967188491,0.8333333333333334,NOT_BEAR,5.0
month,2024-12,9,42.300873721096934,1.825739822665536,0.2222222222222222,NOT_BEAR,5.0
month,2025-01,13,29.65669357303986,1.7808092460187144,0.5384615384615384,NOT_BEAR,5.0
month,2025-02,9,12.251529840399854,1.6330130676419856,0.6666666666666666,NOT_BEAR,5.0
month,2025-03,7,5.2413856029160115,1.165947800292164,0.42857142857142855,NOT_BEAR,5.0
month,2025-04,6,47.926704876383326,12.38485127586804,0.8333333333333334,NOT_BEAR,5.0
month,2025-05,10,17.22125618307527,1.5415357172365807,0.5,NOT_BEAR,5.0
month,2025-06,9,-8.33752069927499,0.8114618512914543,0.3333333333333333,NOT_BEAR,5.0
month,2025-07,12,32.74577024812183,3.50467872777496,0.6666666666666666,NOT_BEAR,5.0
month,2025-08,9,-53.38408683379879,0.3620790294447627,0.3333333333333333,NOT_BEAR,5.0
month,2025-09,11,69.06242719616372,2.583582574340319,0.5454545454545454,NOT_BEAR,5.0
month,2025-10,20,135.7336959910914,3.071971088178036,0.65,NOT_BEAR,5.0
month,2025-11,4,52.33940553005914,inf,1.0,NOT_BEAR,5.0
month,2025-12,12,-58.59201959784781,0.17467191286017053,0.3333333333333333,NOT_BEAR,5.0
month,2026-01,14,-41.69007770221893,0.5343775028824026,0.42857142857142855,NOT_BEAR,5.0
month,2026-02,7,14.60960292473925,1.373847603963872,0.5714285714285714,NOT_BEAR,5.0
month,2026-03,7,8.001623305088629,1.1892505696234645,0.42857142857142855,NOT_BEAR,5.0
month,2026-04,11,125.84145135646352,8.545210948736049,0.8181818181818182,NOT_BEAR,5.0
month,2026-05,11,40.252111608225874,2.901824009821736,0.6363636363636364,NOT_BEAR,5.0
month,2026-06,5,-7.3685676470811075,0.7338333939185084,0.6,NOT_BEAR,5.0
month,2026-07,10,-34.6243519880681,0.4609346729354158,0.6,NOT_BEAR,5.0
month,2026-08,4,20.2917302157349,inf,1.0,NOT_BEAR,5.0
year,2023,45,-55.26899399603519,0.7380439540982902,0.4888888888888889,NOT_BEAR,10.0
year,2024,131,188.83628464562003,1.3768394717012944,0.5343511450381679,NOT_BEAR,10.0
year,2025,122,214.734286782862,1.4591722661513649,0.5409836065573771,NOT_BEAR,10.0
year,2026,69,83.21112384177947,1.2670327254894627,0.5652173913043478,NOT_BEAR,10.0
month,2023-09,3,-44.21216443833407,0.030340438249827,0.3333333333333333,NOT_BEAR,10.0
month,2023-10,14,40.47580647473919,1.8732999249910045,0.6428571428571429,NOT_BEAR,10.0
month,2023-11,13,-28.94310558250777,0.44302547346076276,0.5384615384615384,NOT_BEAR,10.0
month,2023-12,15,-22.58953044993254,0.6632309710739079,0.3333333333333333,NOT_BEAR,10.0
month,2024-01,13,85.01177610525605,3.4821673622925773,0.6153846153846154,NOT_BEAR,10.0
month,2024-02,13,6.132379660029159,1.1715632242779939,0.46153846153846156,NOT_BEAR,10.0
month,2024-03,13,29.559561972758843,2.3693154239987626,0.6923076923076923,NOT_BEAR,10.0
month,2024-04,5,11.428731135577152,1.655363207048512,0.6,NOT_BEAR,10.0
month,2024-05,19,-4.654608290986772,0.925105415875607,0.5263157894736842,NOT_BEAR,10.0
month,2024-06,13,60.933372506724794,2.577494283007666,0.6153846153846154,NOT_BEAR,10.0
month,2024-07,11,-154.69993795614312,0.0,0.0,NOT_BEAR,10.0
month,2024-08,7,14.823600163527004,2.030012860234767,0.7142857142857143,NOT_BEAR,10.0
month,2024-09,10,54.301595474719335,4.011016384552137,0.7,NOT_BEAR,10.0
month,2024-10,12,-6.167464127690977,0.8386206622985652,0.5833333333333334,NOT_BEAR,10.0
month,2024-11,6,55.864571564953195,5.8684734297189145,0.8333333333333334,NOT_BEAR,10.0
month,2024-12,9,36.30270643689536,1.6661902298772462,0.2222222222222222,NOT_BEAR,10.0
month,2025-01,13,22.757679502174625,1.560315394402239,0.5384615384615384,NOT_BEAR,10.0
month,2025-02,9,9.7571864445068,1.4973166260001165,0.6666666666666666,NOT_BEAR,10.0
month,2025-03,7,2.4922812293685013,1.075850304283326,0.42857142857142855,NOT_BEAR,10.0
month,2025-04,6,44.528203494559335,11.187486459473762,0.8333333333333334,NOT_BEAR,10.0
month,2025-05,10,12.072086530555481,1.3584282054201178,0.5,NOT_BEAR,10.0
month,2025-06,9,-13.59656996121177,0.7123672635499289,0.3333333333333333,NOT_BEAR,10.0
month,2025-07,12,27.43322699262825,2.924729938870823,0.6666666666666666,NOT_BEAR,10.0
month,2025-08,9,-57.814993876660196,0.32744851019955246,0.3333333333333333,NOT_BEAR,10.0
month,2025-09,11,61.90199837405589,2.355657339464243,0.5454545454545454,NOT_BEAR,10.0
month,2025-10,20,120.5457400395911,2.7603138197253223,0.6,NOT_BEAR,10.0
month,2025-11,4,48.98816453485148,inf,1.0,NOT_BEAR,10.0
month,2025-12,12,-64.33071652155749,0.1408976910147378,0.3333333333333333,NOT_BEAR,10.0
month,2026-01,14,-48.60275357822607,0.47821893385788156,0.42857142857142855,NOT_BEAR,10.0
month,2026-02,7,9.925805507313783,1.2492603125149697,0.5714285714285714,NOT_BEAR,10.0
month,2026-03,7,2.2264636828407447,1.0506527483855408,0.42857142857142855,NOT_BEAR,10.0
month,2026-04,11,117.69880358961878,8.100060424387145,0.8181818181818182,NOT_BEAR,10.0
month,2026-05,11,34.80417811132688,2.551470558762687,0.6363636363636364,NOT_BEAR,10.0
month,2026-06,5,-10.99307257128092,0.6202882087498605,0.6,NOT_BEAR,10.0
month,2026-07,10,-39.25743253562629,0.40914343472242026,0.4,NOT_BEAR,10.0
month,2026-08,4,17.40913163581257,61.691175437341485,0.75,NOT_BEAR,10.0
year,2023,45,-85.76469846963582,0.6292745535245239,0.5111111111111111,NOT_BEAR,20.0
year,2024,130,58.944897611663805,1.105518646092464,0.5153846153846153,NOT_BEAR,20.0
year,2025,122,88.95119675908538,1.174197351467476,0.5245901639344263,NOT_BEAR,20.0
year,2026,69,6.386721704895834,1.01925978476675,0.5652173913043478,NOT_BEAR,20.0
month,2023-09,3,-48.56870057432951,0.01986690645575641,0.3333333333333333,NOT_BEAR,20.0
month,2023-10,14,26.655350756339004,1.5013658542460095,0.6428571428571429,NOT_BEAR,20.0
month,2023-11,13,-25.590602330142673,0.4762548019208236,0.6153846153846154,NOT_BEAR,20.0
month,2023-12,15,-38.26074632150264,0.5203224558892813,0.3333333333333333,NOT_BEAR,20.0
month,2024-01,13,71.30613296342318,2.8875722671905817,0.5384615384615384,NOT_BEAR,20.0
month,2024-02,13,-3.1140526556712302,0.923207855247665,0.46153846153846156,NOT_BEAR,20.0
month,2024-03,13,20.00072011158531,1.7897940386704188,0.6923076923076923,NOT_BEAR,20.0
month,2024-04,5,6.493589622961196,1.3246143297221287,0.6,NOT_BEAR,20.0
month,2024-05,18,-26.00628720029607,0.6297451014773631,0.5,NOT_BEAR,20.0
month,2024-06,13,46.27079970236218,2.057099704618612,0.6153846153846154,NOT_BEAR,20.0
month,2024-07,11,-165.68939845891197,0.0,0.0,NOT_BEAR,20.0
month,2024-08,7,6.684958456752895,1.3726005457365549,0.7142857142857143,NOT_BEAR,20.0
month,2024-09,10,43.9974211741868,2.994857292545112,0.6,NOT_BEAR,20.0
month,2024-10,12,-14.579815173331156,0.6478742229526349,0.5833333333333334,NOT_BEAR,20.0
month,2024-11,6,48.710692809864156,4.716917181476458,0.8333333333333334,NOT_BEAR,20.0
month,2024-12,9,24.870136258738512,1.4093339557852052,0.2222222222222222,NOT_BEAR,20.0
month,2025-01,13,9.639873414204118,1.2035519990776695,0.46153846153846156,NOT_BEAR,20.0
month,2025-02,9,5.026964747635276,1.249724555199297,0.6666666666666666,NOT_BEAR,20.0
month,2025-03,7,-2.7167304264673646,0.9229981911110818,0.42857142857142855,NOT_BEAR,20.0
month,2025-04,6,38.10899905401351,9.1482013318061,0.8333333333333334,NOT_BEAR,20.0
month,2025-05,10,2.3507640888373658,1.0631334984447474,0.5,NOT_BEAR,20.0
month,2025-06,9,-23.50155477179331,0.5567305619088015,0.3333333333333333,NOT_BEAR,20.0
month,2025-07,12,17.458379734609196,2.0602151746082833,0.6666666666666666,NOT_BEAR,20.0
month,2025-08,9,-66.10208408117529,0.26731595171266376,0.3333333333333333,NOT_BEAR,20.0
month,2025-09,11,48.52190182662491,1.9807965890991686,0.5454545454545454,NOT_BEAR,20.0
month,2025-10,20,92.27682329429467,2.235454095484999,0.6,NOT_BEAR,20.0
month,2025-11,4,42.75443676942436,inf,1.0,NOT_BEAR,20.0
month,2025-12,12,-74.86657689112207,0.08794932955083616,0.25,NOT_BEAR,20.0
month,2026-01,14,-61.2499300438715,0.38555522248481605,0.42857142857142855,NOT_BEAR,20.0
month,2026-02,7,1.3390629635308073,1.0325588581365281,0.5714285714285714,NOT_BEAR,20.0
month,2026-03,7,-8.319786169591964,0.8228074813882892,0.42857142857142855,NOT_BEAR,20.0
month,2026-04,11,102.68806066590962,7.274241266353051,0.8181818181818182,NOT_BEAR,20.0
month,2026-05,11,24.85005034584873,2.0061238885666404,0.6363636363636364,NOT_BEAR,20.0
month,2026-06,5,-17.540895566002717,0.4376533585628626,0.6,NOT_BEAR,20.0
month,2026-07,10,-47.55173761175109,0.3255526652334673,0.4,NOT_BEAR,20.0
month,2026-08,4,12.171897120823957,12.244042506174727,0.75,NOT_BEAR,20.0
year,2023,44,-121.13158084986748,0.5199335522047966,0.5,NOT_BEAR,30.0
year,2024,136,-123.03276514344748,0.8012228496961731,0.47058823529411764,NOT_BEAR,30.0
year,2025,131,-59.263153805347606,0.8827795455065279,0.5267175572519084,NOT_BEAR,30.0
year,2026,12,-76.78186153373412,0.1757223696464005,0.3333333333333333,NOT_BEAR,30.0
month,2023-09,3,-52.92444172545058,0.010954522448848838,0.3333333333333333,NOT_BEAR,30.0
month,2023-10,14,12.886976289346762,1.2149449448079115,0.6428571428571429,NOT_BEAR,30.0
month,2023-11,12,-27.350822642605976,0.4132520526830413,0.5833333333333334,NOT_BEAR,30.0
month,2023-12,15,-53.743292771157684,0.4173718230965551,0.3333333333333333,NOT_BEAR,30.0
month,2024-01,13,57.731939445422256,2.396804106418938,0.5384615384615384,NOT_BEAR,30.0
month,2024-02,13,-12.171867033685317,0.734451082930825,0.3076923076923077,NOT_BEAR,30.0
month,2024-03,13,10.644081130078916,1.3677657851995142,0.6923076923076923,NOT_BEAR,30.0
month,2024-04,5,1.6802414865258868,1.0747509357060747,0.6,NOT_BEAR,30.0
month,2024-05,18,-40.08810392744945,0.4864886377078872,0.5,NOT_BEAR,30.0
month,2024-06,13,32.14327305396097,1.6594125995809947,0.5384615384615384,NOT_BEAR,30.0
month,2024-07,11,-176.19095189552223,0.0,0.0,NOT_BEAR,30.0
month,2024-08,8,-25.98380515868591,0.2874949958433031,0.375,NOT_BEAR,30.0
month,2024-09,11,17.517864817341916,1.5269064592055799,0.5454545454545454,NOT_BEAR,30.0
month,2024-10,13,3.7192055716998027,1.1209908661939039,0.6153846153846154,NOT_BEAR,30.0
month,2024-11,6,21.442647403843097,2.4704449029979516,0.8333333333333334,NOT_BEAR,30.0
month,2024-12,12,-13.477290036977394,0.783740462923952,0.25,NOT_BEAR,30.0
month,2025-01,13,-14.011324395000713,0.736536847740482,0.46153846153846156,NOT_BEAR,30.0
month,2025-02,9,-1.673094726941656,0.9174228524219307,0.6666666666666666,NOT_BEAR,30.0
month,2025-03,8,-5.199487334007117,0.8422442469020879,0.5,NOT_BEAR,30.0
month,2025-04,9,25.12817181350416,3.6901994770002315,0.6666666666666666,NOT_BEAR,30.0
month,2025-05,10,-5.1426926397905675,0.8660549069189936,0.5,NOT_BEAR,30.0
month,2025-06,10,-15.407489964135749,0.7090101608441784,0.4,NOT_BEAR,30.0
month,2025-07,12,5.984010190570018,1.3280724292586064,0.6666666666666666,NOT_BEAR,30.0
month,2025-08,9,-59.96145882177041,0.2511970073504897,0.3333333333333333,NOT_BEAR,30.0
month,2025-09,12,8.18980482128353,1.1880834253015213,0.5,NOT_BEAR,30.0
month,2025-10,22,53.90305778756654,1.7428840434421196,0.6363636363636364,NOT_BEAR,30.0
month,2025-11,4,28.804063926547542,inf,1.0,NOT_BEAR,30.0
month,2025-12,13,-79.87671446317319,0.04983839926503957,0.23076923076923078,NOT_BEAR,30.0
month,2026-01,12,-76.78186153373412,0.1757223696464005,0.3333333333333333,NOT_BEAR,30.0
year,2023,30,-4.075697303645086,0.9642201300332421,0.4666666666666667,BULL,5.0
year,2024,74,149.5871413328915,1.6940021566251133,0.5675675675675675,BULL,5.0
year,2025,63,192.01880342165097,1.775290703012865,0.5714285714285714,BULL,5.0
year,2026,41,113.68537679219219,1.667649654555888,0.5853658536585366,BULL,5.0
month,2023-10,8,19.296255864700555,1.6037927854664373,0.5,BULL,5.0
month,2023-11,10,-20.624112109218714,0.5164167819518972,0.5,BULL,5.0
month,2023-12,12,-2.7478410591269267,0.9300864453489857,0.4166666666666667,BULL,5.0
month,2024-01,11,81.81291935391528,4.685622409061785,0.6363636363636364,BULL,5.0
month,2024-02,5,-18.101754356147268,0.13881367523064372,0.4,BULL,5.0
month,2024-03,6,25.918082359116,6.339883622708777,0.8333333333333334,BULL,5.0
month,2024-04,3,-14.846509324058616,0.15614463528862643,0.3333333333333333,BULL,5.0
month,2024-05,14,-20.1910171717127,0.5749030556751402,0.5,BULL,5.0
month,2024-06,7,75.39522984473007,14.845351239475603,0.7142857142857143,BULL,5.0
month,2024-07,3,-20.50826129433409,0.0,0.0,BULL,5.0
month,2024-08,6,14.925395020626468,2.1743304999599697,0.6666666666666666,BULL,5.0
month,2024-09,7,40.734645609355425,4.498578447312269,0.7142857142857143,BULL,5.0
month,2024-10,7,13.392426844133695,2.4203457023992887,0.5714285714285714,BULL,5.0
month,2024-11,2,13.700862441933339,inf,1.0,BULL,5.0
month,2024-12,3,-42.6448779946661,0.0,0.0,BULL,5.0
month,2025-01,1,-7.354663374286588,0.0,0.0,BULL,5.0
month,2025-02,7,3.760582077821738,1.1987780802876444,0.5714285714285714,BULL,5.0
month,2025-03,2,29.962146402969864,inf,1.0,BULL,5.0
month,2025-04,2,22.267042108542796,inf,1.0,BULL,5.0
month,2025-05,5,33.04341526689535,9.187109007447482,0.8,BULL,5.0
month,2025-06,7,-7.7053860117865725,0.8043932826380379,0.2857142857142857,BULL,5.0
month,2025-07,10,29.559327396560604,3.3247392909505384,0.7,BULL,5.0
month,2025-08,3,-37.75147026167292,0.35602021155041763,0.3333333333333333,BULL,5.0
month,2025-09,6,83.86284890788312,6.2628164793600645,0.5,BULL,5.0
month,2025-10,12,94.78553573779305,3.6273111404721448,0.75,BULL,5.0
month,2025-12,8,-52.410574829069475,0.04049711936211006,0.25,BULL,5.0
month,2026-01,8,-51.89401665901116,0.2148536405988768,0.25,BULL,5.0
