stage,market,filter,exit,capital,slippage_ticks,selection_score,trades,wins,losses,pnl,return_pct,pf,winrate,avg_win,avg_loss,payoff_ratio,max_dd_pct
v0.29B,US,execution_core_trend120_200,ma32_exit,5000.0,1,1.4845961450864051,311,123,188,41.117125000001295,0.008223425000000617,1.124937232654335,0.3954983922829582,3.0099136585365907,1.7505439095744648,1.7194162580407724,0.012320748520263325
v0.29B,US,v028_strict,ma32_exit,5000.0,1,1.338986383864489,216,86,130,15.7005650000023,0.0031401129999999444,1.0582791531482703,0.39814814814814814,3.315155000000007,2.0723289615384477,1.5997243012706412,0.007789875291760895
v0.29B,US,no_min_r_atr,ma32_exit,5000.0,1,1.338986383864489,216,86,130,15.7005650000023,0.0031401129999999444,1.0582791531482703,0.39814814814814814,3.315155000000007,2.0723289615384477,1.5997243012706412,0.007789875291760895
v0.29B,US,no_tick_burden,ma32_exit,5000.0,1,1.338986383864489,216,86,130,15.7005650000023,0.0031401129999999444,1.0582791531482703,0.39814814814814814,3.315155000000007,2.0723289615384477,1.5997243012706412,0.007789875291760895
v0.29B,US,gap_relaxed_0p50,ma32_exit,5000.0,1,1.1608885273992615,543,217,326,34.7285000000026,0.006945700000001498,1.0462826790000819,0.3996316758747698,3.6179023271889466,2.3017064570552113,1.5718348080830724,0.018649824392378056
v0.29B,US,no_min_risk_pct,ma32_exit,5000.0,1,1.0788029688859273,295,113,182,-22.938049999996892,-0.004587609999999964,0.9314021896583956,0.38305084745762713,2.756163982300888,1.8372779120878966,1.50013450015777,0.008381279454228063
v0.29B,US,execution_core,ma32_exit,5000.0,1,1.0758936183227255,674,260,414,10.600730000005257,0.0021201459999997674,1.0123916392891241,0.3857566765578635,3.331058134615392,2.0663632487922623,1.612038994868067,0.01966799921189355
v0.29B,US,no_entry_gap,ma32_exit,5000.0,1,1.0311710536219492,1190,472,718,-10.558819999995919,-0.0021117640000034577,0.9939980037437395,0.39663865546218485,3.7047864512711883,2.450164380222837,1.5120562853559427,0.038779111460881865
