market,entry_mode,base_trades,base_wins,base_sum_net_r,base_mean_net_r,base_median_net_r,base_pf,base_winrate,base_avg_win_r,base_avg_loss_r,base_max_drawdown_r,base_top3_ticker_r,base_residual_ex_top3_r,base_max_positive_month_share,double_cost_trades,double_cost_wins,double_cost_sum_net_r,double_cost_mean_net_r,double_cost_median_net_r,double_cost_pf,double_cost_winrate,double_cost_avg_win_r,double_cost_avg_loss_r,double_cost_max_drawdown_r,double_cost_top3_ticker_r,double_cost_residual_ex_top3_r,double_cost_max_positive_month_share,profitable_folds,sample_30,base_positive,pf_1p10,mdd_20r_or_less,three_profitable_folds,double_cost_positive,residual_ex_top3_positive,month_share_50pct_or_less,criteria_pass_count,development_gate_pass,net_r_per_mdd,selected_for_locked_test
KR,DAILY_5_20_CROSS,14,5,11.346580463029685,0.8104700330735489,-0.2429314843728314,3.3515881339670615,0.35714285714285715,3.2343303567227,0.5361190356204242,2.7811172156421993,13.836340172703986,-2.489759709674301,0.8529237508195346,14,5,11.052797364375675,0.7894855260268339,-0.26097068103350546,3.2145870698916723,0.35714285714285715,3.208740805606959,0.5545451848510135,2.85024544083144,13.695677989978016,-2.6428806256023414,0.857676916005279,1,False,True,True,True,False,True,False,False,4,False,4.079864163657554,True
KR,MA20_RECLAIM_60M,12,2,-4.289899610000953,-0.35749163416674606,-0.30150968713897425,0.15733243347575512,0.16666666666666666,0.4004784162941458,0.5090856442589244,5.015618583713641,-1.4578199215013865,-2.8320796884995665,1.0,12,2,-4.52657420368576,-0.3772145169738133,-0.31557282810343507,0.1440270941630646,0.16666666666666666,0.38082357784029314,0.5288221359366346,5.200922894705482,-1.5799371431617484,-2.9466370605240115,1.0,0,False,False,False,True,False,False,False,False,1,False,-0.8553081815134048,False
