date,equity,held_asset,desired_asset
2012-07-25,6505.781948429876,base,base
2012-07-26,6649.108097306272,base,base
2012-07-27,6811.985422975093,base,base
2012-07-30,6750.744032170808,base,base
2012-07-31,6800.253934017491,base,base
2012-08-01,6798.957394196833,base,base
2012-08-02,6758.561110398478,base,base
2012-08-03,6909.706077240647,base,base
2012-08-06,6933.1599215308115,base,base
2012-08-07,7093.426770177294,base,base
2012-08-08,7110.364425405702,base,base
2012-08-09,7166.391821117719,base,base
2012-08-10,7202.878043531399,base,base
2012-08-13,7140.3353286266765,base,base
2012-08-14,7085.6114316877265,base,base
2012-08-15,7126.000756533672,base,base
2012-08-16,7238.057287695809,base,base
2012-08-17,7185.938213630364,base,base
2012-08-20,7137.728766015069,base,base
2012-08-21,7141.637957530693,base,base
2012-08-22,7089.518013596197,base,base
2012-08-23,7049.127383946675,base,base
2012-08-24,7084.3070630456095,base,base
2012-08-27,7056.940547763616,base,base
2012-08-28,7046.521256269593,base,base
2012-08-29,7054.339204366314,base,base
2012-08-30,6946.190994850751,base,base
2012-08-31,7029.578381826878,base,base
2012-09-04,6974.854484887928,base,base
2012-09-05,6937.069547980963,base,base
2012-09-06,7148.153711657925,base,base
2012-09-07,7128.607754079806,base,base
2012-09-10,7004.825823043427,base,base
2012-09-11,7050.42914298164,base,base
2012-09-12,7066.062864502455,base,base
2012-09-13,7128.607754079806,base,base
2012-09-14,7222.42095656784,base,base
2012-09-17,7148.153711657926,base,base
2012-09-18,7118.182808436953,base,base
2012-09-19,7075.185616175822,base,base
2012-09-20,7006.1258423402915,base,base
2012-09-21,7013.946400044166,base,base
2012-09-24,6913.6152687562735,base,base
2012-09-25,6741.510372193431,base,base
2012-09-26,6693.084762118939,base,base
2012-09-27,6844.904312410231,base,base
2012-09-28,6789.933807595296,base,base
2012-10-01,6763.760752651406,base,base
2012-10-02,6796.478267401214,base,base
2012-10-03,6775.538344668715,base,base
2012-10-04,6810.876339934947,base,base
2012-10-05,6803.022727207131,base,base
2012-10-08,6728.422322450646,base,base
2012-10-09,6625.0309918409985,base,base
2012-10-10,6533.414643641507,base,base
2012-10-11,6553.048892928311,base,base
2012-10-12,6515.093026752806,base,base
2012-10-15,6602.780611383024,base,base
2012-10-16,6753.2905738178915,base,base
2012-10-17,6740.201219271531,base,base
2012-10-18,6674.763580164761,base,base
2012-10-19,6474.5205944716035,base,base
2012-10-22,6491.53653791461,base,base
2012-10-23,6507.24202363214,base,base
2012-10-24,6402.5389304934415,base,base
2012-10-25,6496.769235191475,base,base
2012-10-26,6517.710897662076,base,base
2012-10-31,6529.489794482962,base,base
2012-11-01,6734.967217191087,base,base
2012-11-02,6609.324636254414,base,base
2012-11-05,6724.4957335539975,base,base
2012-11-06,6825.274847403205,base,base
2012-11-07,6640.7343028859,base,base
2012-11-08,6564.824745207517,base,base
2012-11-09,6572.677923000807,base,base
2012-11-12,6576.603642028401,base,base
2012-11-13,6526.871488639163,base,base
2012-11-14,6420.861852185718,base,base
2012-11-15,6341.0270104142655,base,base
2012-11-16,6342.3348585325875,base,base
2012-11-19,6470.593570640431,base,base
2012-11-20,6441.800035180115,base,base
2012-11-21,6465.359568559988,base,base
2012-11-23,6572.677923000806,base,base
2012-11-26,6600.1618706046975,base,base
2012-11-27,6585.767712481693,base,base
2012-11-28,6655.13368022321,base,base
2012-11-29,6674.763580164758,base,base
2012-11-30,6665.599944645992,base,base
2012-12-03,6634.192452687134,base,base
2012-12-04,6674.763580164759,base,base
2012-12-05,6676.073168021183,base,base
2012-12-06,6741.5103721934265,base,base
2012-12-07,6755.904095381906,base,base
2012-12-10,6800.406161101431,base,base
2012-12-11,6929.975330934749,base,base
2012-12-12,6903.798796514655,base,base
2012-12-13,6838.363767015039,base,base
2012-12-14,6786.009828305799,base,base
2012-12-17,6814.803363766115,base,base
2012-12-18,6943.062945743008,base,base
2012-12-19,6951.996935832284,base,base
2012-12-20,6938.860608357164,base,base
2012-12-21,6874.500302070177,base,base
2012-12-24,6842.980597003728,base,base
2012-12-26,6798.324129527633,base,base
2012-12-27,6762.861742987093,base,base
2012-12-28,6719.515733236473,base,base
2012-12-31,6835.0978436627,base,base
2013-01-02,7133.245895860244,base,base
2013-01-03,7084.648921582685,base,base
2013-01-04,7080.7101545193245,base,base
2013-01-07,7055.75665598507,base,base
2013-01-08,6974.320385290551,base,base
2013-01-09,7041.3050865046935,base,base
2013-01-10,7143.756088670107,base,base
2013-01-11,7177.904972943493,base,lever
2013-01-14,7103.37539169006,lever,lever
2013-01-15,6996.901718857475,lever,lever
2013-01-16,7223.737488587641,lever,lever
2013-01-17,7682.018642204992,lever,lever
2013-01-18,7559.3392306423875,lever,lever
2013-01-22,7492.220792481015,lever,lever
2013-01-23,7737.567790251703,lever,lever
2013-01-24,7531.561927691066,lever,lever
2013-01-25,7811.627256696279,lever,lever
2013-01-28,7864.859544899293,lever,lever
2013-01-29,7719.042007928691,lever,lever
2013-01-30,7758.398607063886,lever,lever
2013-01-31,7688.963763880145,lever,lever
2013-02-01,8098.637707376645,lever,lever
2013-02-04,7746.81976570134,lever,lever
2013-02-05,8112.527041084298,lever,lever
2013-02-06,8156.493709197839,lever,lever
2013-02-07,8050.031861719777,lever,lever
2013-02-08,8362.49866211582,lever,lever
2013-02-11,8399.522937482176,lever,lever
2013-02-12,8452.767960682368,lever,lever
2013-02-13,8519.885034379757,lever,lever
2013-02-14,8762.911533736125,lever,lever
2013-02-15,8593.944500824331,lever,lever
2013-02-19,8904.10444744589,lever,lever
2013-02-20,8306.949514069109,lever,lever
2013-02-21,7853.293438533922,lever,lever
2013-02-22,8343.970150864841,lever,lever
2013-02-25,7867.179133670952,lever,lever
2013-02-26,8063.9221050700835,lever,lever
2013-02-27,8424.993841480338,lever,lever
2013-02-28,8640.247131277336,lever,lever
2013-03-01,8334.724542913791,lever,lever
2013-03-04,8300.00530203661,lever,lever
2013-03-05,8772.174424897632,lever,lever
2013-03-06,8811.519198678305,lever,lever
2013-03-07,8924.935264258076,lever,lever
2013-03-08,8945.77062928354,lever,lever
2013-03-11,8987.431353265252,lever,lever
2013-03-12,9121.66550066003,lever,lever
2013-03-13,9202.682823776939,lever,lever
2013-03-14,9329.971849496564,lever,lever
2013-03-15,8876.330328243865,lever,lever
2013-03-18,8517.564535965439,lever,lever
2013-03-19,8418.046900519876,lever,lever
2013-03-20,8749.024019313785,lever,lever
2013-03-21,8334.724542913793,lever,lever
2013-03-22,8596.265908881307,lever,lever
2013-03-25,8552.281047914654,lever,lever
2013-03-26,8788.369702737114,lever,lever
2013-03-27,8825.405803457992,lever,lever
2013-03-28,8985.110854850936,lever,lever
2013-04-01,8478.220671827425,lever,lever
2013-04-02,8235.1932628284,lever,lever
2013-04-03,7739.872824740876,lever,lever
