date,equity,held_asset,desired_asset
2015-10-12,39677.79023311336,base,base
2015-10-13,39421.42082281403,base,base
2015-10-14,39358.2569452263,base,base
2015-10-15,40004.74212807556,base,base
2015-10-16,40171.94116832672,base,base
2015-10-19,40402.310214713376,base,base
2015-10-20,40194.23988938653,base,base
2015-10-21,39949.0121789324,base,base
2015-10-22,40762.711723402244,base,base
2015-10-23,41903.37235565595,base,lever
2015-10-26,41943.73770810259,lever,lever
2015-10-27,42216.912052567066,lever,lever
2015-10-28,43196.06784803143,lever,lever
2015-10-29,43036.4137395453,lever,lever
2015-10-30,42447.4917601622,lever,lever
2015-11-02,43894.9324042071,lever,lever
2015-11-03,44313.56122177357,lever,lever
2015-11-04,44331.283015663976,lever,lever
2015-11-05,43941.066276714875,lever,lever
2015-11-06,44086.50794196776,lever,lever
2015-11-09,42667.45376084199,lever,lever
2015-11-10,42365.91429987357,lever,lever
2015-11-11,42177.87799775133,lever,lever
2015-11-12,40953.94285930772,lever,lever
2015-11-13,38545.10236795317,lever,lever
2015-11-16,40152.184312635094,lever,lever
2015-11-17,40290.5475066111,lever,lever
2015-11-18,42600.05458952232,lever,lever
2015-11-19,42663.91452520355,lever,lever
2015-11-20,43511.785597968774,lever,lever
2015-11-23,43160.568759571084,lever,lever
2015-11-24,43025.774686214776,lever,lever
2015-11-25,43121.556051170555,lever,lever
2015-11-27,43277.641039036986,lever,lever
2015-11-30,43004.4880409877,lever,lever
2015-12-01,44281.63125393294,lever,lever
2015-12-02,43476.316394489724,lever,lever
2015-12-03,41259.047171612816,lever,lever
2015-12-04,44093.60349037679,lever,lever
2015-12-07,43554.35034985687,lever,lever
2015-12-08,43557.91520119354,lever,lever
2015-12-09,41528.66093402367,lever,lever
2015-12-10,42117.565836274625,lever,lever
2015-12-11,39229.78436587688,lever,lever
2015-12-14,40109.61102218095,lever,lever
2015-12-15,40790.75378446621,lever,lever
2015-12-16,42592.95904111331,lever,lever
2015-12-17,40819.11890097016,lever,lever
2015-12-18,38577.03233579381,lever,lever
2015-12-21,39722.91644173813,lever,lever
2015-12-22,40475.01468811365,lever,lever
2015-12-23,41400.94533194424,lever,lever
2015-12-24,41315.807289602,lever,lever
2015-12-28,41305.16396698847,lever,lever
2015-12-29,43188.96376105633,lever,lever
2015-12-30,42085.63586843401,lever,lever
2015-12-31,40524.687796259874,lever,lever
2016-01-04,38048.439595019576,lever,lever
2016-01-05,37707.85754066935,lever,base
2016-01-06,37270.95415723454,base,base
2016-01-07,36103.88092764533,base,base
2016-01-08,35807.8043430505,base,base
2016-01-11,35917.97395443555,base,base
2016-01-12,36334.543597813215,base,base
2016-01-13,35081.39540565986,base,base
2016-01-14,35828.44840717772,base,base
2016-01-15,34716.45149127604,base,base
2016-01-19,34792.203006442425,base,base
2016-01-20,34685.46699574108,base,base
2016-01-21,34719.90490663806,base,base
2016-01-22,35725.17430384338,base,base
2016-01-25,35194.99578706029,base,base
2016-01-26,35511.73625046064,base,base
2016-01-27,34626.9457586965,base,base
2016-01-28,35115.807840541864,base,base
2016-01-29,35849.115116651556,base,base
2016-02-01,35945.51069594515,base,base
2016-02-02,35167.45904555068,base,base
2016-02-03,34998.75687444774,base,base
2016-02-04,34995.3204430957,base,base
2016-02-05,33780.0409318547,base,base
2016-02-08,33263.63078582642,base,base
2016-02-09,33160.33969848211,base,base
2016-02-10,33287.73392665231,base,base
2016-02-11,33239.524814332195,base,base
2016-02-12,33745.60585162605,base,base
2016-02-16,34506.45269991368,base,base
2016-02-17,35287.9605963385,base,base
2016-02-18,34885.15083171065,base,base
2016-02-19,34988.42210437666,base,base
2016-02-22,35556.4777940771,base,base
2016-02-23,34971.225794274804,base,base
2016-02-24,35305.16256777702,base,base
2016-02-25,35652.88469604401,base,base
2016-02-26,35608.12333774926,base,base
2016-02-29,35287.960596338504,base,base
2016-03-01,36420.610068372385,base,base
2016-03-02,36434.384100463845,base,base
2016-03-03,36365.5196013432,base,base
2016-03-04,36379.287972098005,base,base
2016-03-07,36155.520809980844,base,base
2016-03-08,35856.00496336563,base,base
2016-03-09,36086.66197219685,base,base
2016-03-10,36031.58282784098,base,base
2016-03-11,36661.58769393304,base,base
2016-03-14,36723.57366901295,base,base
2016-03-15,36709.79680625316,base,base
2016-03-16,37036.86354771962,base,base
2016-03-17,37016.20249958243,base,base
2016-03-18,37074.208554991026,base,base
2016-03-21,37219.237846854165,base,base
2016-03-22,37333.17790845414,base,base
2016-03-23,37025.86640125942,base,base
2016-03-24,37036.22098600882,base,base
2016-03-28,36984.43957025684,base,base
2016-03-29,37578.333600469174,base,base
2016-03-30,37761.34763064618,base,base
2016-03-31,37706.10147685887,base,base
2016-04-01,38106.64953749144,base,base
2016-04-04,37961.60892295498,base,base
2016-04-05,37595.60067727927,base,base
2016-04-06,38213.674276362384,base,base
2016-04-07,37664.66615385131,base,base
2016-04-08,37637.036000286826,base,base
2016-04-11,37498.92203115272,base,base
2016-04-12,37813.12904639816,base,base
2016-04-13,38296.55624505084,base,lever
2016-04-14,38244.959197350334,lever,lever
2016-04-15,37952.060339448624,lever,lever
2016-04-18,38512.86199046245,lever,lever
2016-04-19,37848.478194438314,lever,lever
2016-04-20,37941.352652880974,lever,lever
2016-04-21,37952.060339448624,lever,lever
2016-04-22,36233.938739401674,lever,lever
2016-04-25,36205.374878605995,lever,lever
2016-04-26,35708.85588466801,lever,base
2016-04-27,35351.55367313881,base,base
2016-04-28,34924.35941008881,base,base
2016-04-29,34740.351771471745,base,base
2016-05-02,35068.95030979209,base,base
2016-05-03,34743.62752014036,base,base
2016-05-04,34520.17620388691,base,base
2016-05-05,34510.32471303073,base,base
2016-05-06,34694.33504552005,base,base
2016-05-09,34792.92807637745,base,base
2016-05-10,35269.40403855873,base,base
2016-05-11,34950.65968496683,base,base
2016-05-12,34796.2011311738,base,base
2016-05-13,34668.05362774784,base,base
2016-05-16,35101.81016362411,base,base
2016-05-17,34661.475191688005,base,base
2016-05-18,34786.35233418987,base,base
2016-05-19,34605.620444241424,base,base
2016-05-20,34986.792593595215,base,base
2016-05-23,34940.80011249386,base,base
2016-05-24,35640.72200318406,base,base
2016-05-25,35897.04394875859,base,base
2016-05-26,36002.188476953226,base,base
2016-05-27,36189.50688457829,base,lever
2016-05-31,36332.68169822638,lever,lever
2016-06-01,36346.60621271926,lever,lever
2016-06-02,36551.71247021801,lever,lever
2016-06-03,36051.065923895614,lever,lever
2016-06-06,36436.97748331177,lever,lever
2016-06-07,36179.71287314826,lever,lever
2016-06-08,36339.64395547281,lever,lever
2016-06-09,36179.71287314825,lever,lever
