strategy,exit_spec,ticker,symbol,market,name,setup_id,entry_time,starting_equity,slippage_ticks,planned_seed,reserved_risk,structural_stop,initial_stop,active_stop,first_entry,R,target1,target2,level,shares,cash_out,cash_in,commissions,taxes,partial_taken,added20,added60,bars_held,last_mark,mfe_R,mae_R,entry_i,exit_time,exit_raw_price,exit_reason,status,pnl,fill_count,fill_detail,event_detail
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,225570.KQ,225570,KOSDAQ,넥슨게임즈,KRLEVEL_RR|225570|2T|1173|1175|1177,2024-05-30 04:00:00+00:00,5000000.0,1,1004097.5981999994,24445.082021481518,13405.495239130873,13405.495239130873,14250.097659520414,13740.0,334.5047608691275,14074.504760869127,inf,13700.0,0,192388.854,197713.705,58.568999999999996,356.58000000000004,True,False,False,20,14370.0,2.8998092507852387,-0.08968482218923418,1178,2024-06-04 05:00:00+00:00,14250.097659520414,stop,BE_STOP,5324.850999999995,1,"[{""time"": ""2024-05-30 04:00:00+00:00"", ""price"": 13740.0, ""shares"": 14, ""fraction"": 0.2, ""reason"": ""starter20""}]","[{""time"": ""2024-06-03 00:00:00+00:00"", ""price"": 14060.0, ""shares"": 7, ""reason"": ""target1_partial""}, {""time"": ""2024-06-04 05:00:00+00:00"", ""price"": 14240.0, ""shares"": 7, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,009520.KQ,009520,KOSDAQ,포스코엠텍,KRLEVEL_RR|009520|8T|1201|1205|1206,2024-06-07 03:00:00+00:00,5000000.0,1,1006929.1963999993,40485.26779561133,19819.732307923598,19819.732307923598,23117.027705944154,20650.0,830.2676920764025,21480.267692076402,inf,20600.0,0,369505.4175,399269.90249999997,115.42499999999998,720.0899999999999,True,True,False,11,23900.0,4.877944834721225,-0.5419938705245806,1207,2024-06-11 01:00:00+00:00,23117.027705944154,stop,BE_STOP,29764.484999999986,2,"[{""time"": ""2024-06-07 03:00:00+00:00"", ""price"": 20650.0, ""shares"": 9, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-06-10 00:00:00+00:00"", ""price"": 20400.0, ""shares"": 9, ""fraction"": 0.2, ""reason"": ""adverse20""}]","[{""time"": ""2024-06-11 00:00:00+00:00"", ""price"": 21400.0, ""shares"": 9, ""reason"": ""target1_partial""}, {""time"": ""2024-06-11 01:00:00+00:00"", ""price"": 23050.0, ""shares"": 9, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,067160.KQ,067160,KOSDAQ,아프리카TV,KRLEVEL_RR|067160|6T|1215|1216|1218,2024-06-11 03:00:00+00:00,5000000.0,1,1012882.0933999992,41375.958487323085,106561.59516700407,106561.59516700407,106561.59516700407,111100.0,4538.404832995933,115638.40483299593,inf,110800.0,0,220533.075,212385.03999999998,64.995,383.03999999999996,False,True,False,22,108000.0,0.39661512496930945,-1.2779820693455526,1219,2024-06-17 00:00:00+00:00,106561.59516700407,stop,LOSS,-8148.035000000033,2,"[{""time"": ""2024-06-11 03:00:00+00:00"", ""price"": 111100.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-06-14 00:00:00+00:00"", ""price"": 109400.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""adverse20""}]","[{""time"": ""2024-06-17 00:00:00+00:00"", ""price"": 106400.0, ""shares"": 2, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,122870.KQ,122870,KOSDAQ,와이지엔터테인먼트,KRLEVEL_RR|122870|3T|1302|1303|1305,2024-07-02 00:00:00+00:00,5000000.0,1,1011252.4863999991,22481.12951309122,39208.537871996516,39208.537871996516,39208.537871996516,40100.0,891.4621280034844,40991.462128003484,inf,40050.0,0,991398.6875,976841.4375,295.5,1761.75,False,True,True,9,39300.0,0.22435052899882504,-1.0095773804947126,1306,2024-07-03 02:00:00+00:00,39208.537871996516,stop,LOSS,-14557.25,3,"[{""time"": ""2024-07-02 00:00:00+00:00"", ""price"": 40100.0, ""shares"": 5, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-07-02 00:00:00+00:00"", ""price"": 39800.0, ""shares"": 5, ""fraction"": 0.2, ""reason"": ""adverse20""}, {""time"": ""2024-07-03 00:00:00+00:00"", ""price"": 39450.0, ""shares"": 15, ""fraction"": 0.6, ""reason"": ""support60""}]","[{""time"": ""2024-07-03 02:00:00+00:00"", ""price"": 39150.0, ""shares"": 25, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,112040.KQ,112040,KOSDAQ,위메이드,KRLEVEL_RR|112040|3T|1325|1329|1330,2024-07-08 01:00:00+00:00,5000000.0,1,1008341.0363999992,15845.819593876487,41979.76623852216,41979.76623852216,42650.0,42650.0,670.2337614778371,43320.23376147784,inf,42550.0,0,170625.59,171365.185,51.345,309.05999999999995,True,False,False,8,42750.0,1.1190125641332684,-0.37300418804442287,1331,2024-07-09 02:00:00+00:00,42650.0,stop,BE_STOP,739.5950000000012,1,"[{""time"": ""2024-07-08 01:00:00+00:00"", ""price"": 42650.0, ""shares"": 4, ""fraction"": 0.2, ""reason"": ""starter20""}]","[{""time"": ""2024-07-09 00:00:00+00:00"", ""price"": 43250.0, ""shares"": 2, ""reason"": ""target1_partial""}, {""time"": ""2024-07-09 02:00:00+00:00"", ""price"": 42600.0, ""shares"": 2, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,328130.KQ,328130,KOSDAQ,루닛,KRLEVEL_RR|328130|2T|1396|1400|1401,2024-07-24 00:00:00+00:00,5000000.0,1,1008488.9553999993,44098.305528522986,11245.7692092327,11245.7692092327,11245.7692092327,11760.0,514.2307907673003,12274.2307907673,inf,11743.75,0,396669.4915,381075.451,116.7645,687.276,False,True,False,7,11287.5,0.05347793343717588,-1.6237845243651585,1402,2024-07-25 00:00:00+00:00,11245.7692092327,stop,LOSS,-15594.040500000003,2,"[{""time"": ""2024-07-24 00:00:00+00:00"", ""price"": 11760.0, ""shares"": 17, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-07-24 00:00:00+00:00"", ""price"": 11570.0, ""shares"": 17, ""fraction"": 0.2, ""reason"": ""adverse20""}]","[{""time"": ""2024-07-25 00:00:00+00:00"", ""price"": 11230.0, ""shares"": 34, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,225570.KQ,225570,KOSDAQ,넥슨게임즈,KRLEVEL_RR|225570|2T|1410|1412|1413,2024-07-26 00:00:00+00:00,5000000.0,1,1005370.1472999994,33144.91600923188,20839.542322380286,20839.542322380286,20839.542322380286,21550.0,710.4576776197136,22260.457677619714,inf,21875.0,0,193979.0925,186385.8375,57.105,336.15,False,False,False,1,21550.0,0.9852803651095016,-1.2667890408550735,1414,2024-07-26 00:00:00+00:00,20839.542322380286,stop,LOSS,-7593.255000000005,1,"[{""time"": ""2024-07-26 00:00:00+00:00"", ""price"": 21550.0, ""shares"": 9, ""fraction"": 0.2, ""reason"": ""starter20""}]","[{""time"": ""2024-07-26 00:00:00+00:00"", ""price"": 20750.0, ""shares"": 9, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,336570.KQ,336570,KOSDAQ,원텍,KRLEVEL_RR|336570|3T|1546|1550|1551,2024-08-29 00:00:00+00:00,5000000.0,1,1003851.4962999994,19798.912428990498,5558.170875985,5558.170875985,6079.113449775713,5670.0,111.82912401500016,5781.829124015,inf,5870.0,0,198479.7675,203711.9855,60.38399999999999,367.39799999999997,True,False,False,24,5900.0,5.454750767055797,-0.17884428744445235,1552,2024-09-04 00:00:00+00:00,5900.0,gap_stop,BE_STOP,5232.218000000023,1,"[{""time"": ""2024-08-29 00:00:00+00:00"", ""price"": 5670.0, ""shares"": 35, ""fraction"": 0.2, ""reason"": ""starter20""}]","[{""time"": ""2024-08-29 00:00:00+00:00"", ""price"": 5770.0, ""shares"": 17, ""reason"": ""target1_partial""}, {""time"": ""2024-09-04 00:00:00+00:00"", ""price"": 5890.0, ""shares"": 18, ""reason"": ""gap_stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,365340.KQ,365340,KOSDAQ,성일하이텍,KRLEVEL_RR|365340|2T|1565|1567|1569,2024-09-03 00:00:00+00:00,5000000.0,1,591732.1909702013,50270.364384999964,52798.12028265914,52798.12028265914,52798.12028265914,57700.0,4901.87971734086,62601.87971734086,inf,57500.0,0,550682.5900000001,524974.2999999999,161.49,946.8,False,True,True,25,52900.0,0.22440371111283017,-1.1016182181902572,1570,2024-09-09 00:00:00+00:00,52798.12028265914,stop,LOSS,-25708.290000000154,3,"[{""time"": ""2024-09-03 00:00:00+00:00"", ""price"": 57700.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-09-04 00:00:00+00:00"", ""price"": 55900.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""adverse20""}, {""time"": ""2024-09-06 00:00:00+00:00"", ""price"": 53900.0, ""shares"": 6, ""fraction"": 0.6, ""reason"": ""support60""}]","[{""time"": ""2024-09-09 00:00:00+00:00"", ""price"": 52600.0, ""shares"": 10, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,336570.KQ,336570,KOSDAQ,원텍,KRLEVEL_RR|336570|2T|1613|1615|1617,2024-09-13 00:00:00+00:00,5000000.0,1,999756.2818999995,32349.822514700783,6192.910664486533,6192.910664486533,6791.335122819342,6400.0,207.08933551346672,6607.089335513467,inf,6390.0,0,394689.1945,413661.7835,121.365,746.046,True,True,False,7,6880.0,3.5250487341127674,-0.5311717270580882,1618,2024-09-19 00:00:00+00:00,6791.335122819342,stop,BE_STOP,18972.589000000036,2,"[{""time"": ""2024-09-13 00:00:00+00:00"", ""price"": 6400.0, ""shares"": 31, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-09-13 00:00:00+00:00"", ""price"": 6330.0, ""shares"": 31, ""fraction"": 0.2, ""reason"": ""adverse20""}]","[{""time"": ""2024-09-13 01:00:00+00:00"", ""price"": 6590.0, ""shares"": 31, ""reason"": ""target1_partial""}, {""time"": ""2024-09-19 00:00:00+00:00"", ""price"": 6780.0, ""shares"": 31, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,086520.KQ,086520,KOSDAQ,에코프로,KRLEVEL_RR|086520|2T|1618|1622|1623,2024-10-08 00:00:00+00:00,5000000.0,1,1003550.7996999994,42221.26809606333,85542.98118031936,85542.98118031936,85542.98118031936,89300.0,3757.018819680641,93057.01881968064,inf,89117.6484375,0,354453.16000000003,340933.88,104.39999999999999,614.88,False,True,False,18,86862.75,0.656028371374916,-1.0662397514528588,1624,2024-10-11 05:00:00+00:00,85542.98118031936,stop,LOSS,-13519.280000000028,2,"[{""time"": ""2024-10-08 00:00:00+00:00"", ""price"": 89300.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-10-10 03:00:00+00:00"", ""price"": 87900.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""adverse20""}]","[{""time"": ""2024-10-11 05:00:00+00:00"", ""price"": 85400.0, ""shares"": 4, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,039200.KQ,039200,KOSDAQ,오스코텍,KRLEVEL_RR|039200|3T|1696|1700|1701,2024-10-11 00:00:00+00:00,5000000.0,1,1002385.6614499994,26921.90294684595,37563.287790604445,37563.287790604445,38899.47628187171,38600.0,1036.712209395555,39636.712209395555,inf,38500.0,0,384307.6375,390986.08749999997,116.39999999999998,705.15,True,True,False,7,40500.0,1.832716912929748,-0.43406453200967715,1702,2024-10-14 00:00:00+00:00,38899.47628187171,stop,BE_STOP,6678.449999999953,2,"[{""time"": ""2024-10-11 00:00:00+00:00"", ""price"": 38600.0, ""shares"": 5, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-10-11 00:00:00+00:00"", ""price"": 38250.0, ""shares"": 5, ""fraction"": 0.2, ""reason"": ""adverse20""}]","[{""time"": ""2024-10-11 04:00:00+00:00"", ""price"": 39550.0, ""shares"": 5, ""reason"": ""target1_partial""}, {""time"": ""2024-10-14 00:00:00+00:00"", ""price"": 38800.0, ""shares"": 5, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,101490.KQ,101490,KOSDAQ,에스앤에스텍,KRLEVEL_RR|101490|5T|1714|1717|1718,2024-10-15 05:00:00+00:00,5000000.0,1,1002182.6336999994,30886.32763481628,24665.654899742178,24665.654899742178,24665.654899742178,25450.0,784.3451002578222,26234.345100257822,inf,25300.0,0,354603.1825,332550.26,103.1625,599.76,False,True,False,1,23850.0,0.06374744992167923,-0.7012219491384716,1719,2024-10-16 00:00:00+00:00,23850.0,gap_stop,LOSS,-22052.922499999986,2,"[{""time"": ""2024-10-15 05:00:00+00:00"", ""price"": 25450.0, ""shares"": 7, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-10-15 05:00:00+00:00"", ""price"": 25200.0, ""shares"": 7, ""fraction"": 0.2, ""reason"": ""adverse20""}]","[{""time"": ""2024-10-16 00:00:00+00:00"", ""price"": 23800.0, ""shares"": 14, ""reason"": ""gap_stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,122870.KQ,122870,KOSDAQ,와이지엔터테인먼트,KRLEVEL_RR|122870|5T|1718|1721|1723,2024-10-16 04:00:00+00:00,5000000.0,1,997772.0491999993,35427.63465000363,36891.867121403986,36891.867121403986,39044.050752780604,38250.0,1358.132878596014,39608.132878596014,inf,38100.0,0,380307.0375,391734.625,115.9125,706.5,True,True,False,17,39250.0,1.7303166995186365,-0.7363049785185687,1724,2024-10-21 02:00:00+00:00,39044.050752780604,stop,BE_STOP,11427.587500000023,2,"[{""time"": ""2024-10-16 04:00:00+00:00"", ""price"": 38250.0, ""shares"": 5, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-10-18 01:00:00+00:00"", ""price"": 37800.0, ""shares"": 5, ""fraction"": 0.2, ""reason"": ""adverse20""}]","[{""time"": ""2024-10-21 00:00:00+00:00"", ""price"": 39550.0, ""shares"": 5, ""reason"": ""target1_partial""}, {""time"": ""2024-10-21 02:00:00+00:00"", ""price"": 38950.0, ""shares"": 5, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,348370.KQ,348370,KOSDAQ,엔켐,KRLEVEL_RR|348370|3T|1768|1771|1772,2024-10-28 05:00:00+00:00,5000000.0,1,1000051.5690999995,29168.994944550424,178730.2649431124,178730.2649431124,178730.2649431124,184100.0,5369.735056887614,189469.7350568876,inf,183400.0,0,184127.615,178251.72999999998,54.405,321.48,False,False,False,2,183600.0,0.0,-1.284979598974731,1773,2024-10-29 00:00:00+00:00,178730.2649431124,stop,LOSS,-5875.885000000009,1,"[{""time"": ""2024-10-28 05:00:00+00:00"", ""price"": 184100.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter20""}]","[{""time"": ""2024-10-29 00:00:00+00:00"", ""price"": 178600.0, ""shares"": 1, ""reason"": ""stop""}]"
KOSDAQ|VALIDATE|no_min_r_atr|trail_1p5ATR|5000000.0|1T,trail_1p5ATR,214370.KQ,214370,KOSDAQ,케어젠,KRLEVEL_RR|214370|2T|1708|1711|1712,2024-10-28 05:00:00+00:00,5000000.0,1,1000057.5666999994,32506.49382997569,16118.47298671572,16118.47298671572,16118.47298671572,16660.0,541.5270132842797,17201.527013284278,inf,16620.0,0,982227.312,1000046.1,297.61199999999997,1803.6,False,True,True,26,16710.0,0.6093878826073693,-0.978713872066381,1713,2024-11-04 00:00:00+00:00,16710.0,time,TIME,17818.787999999942,3,"[{""time"": ""2024-10-28 05:00:00+00:00"", ""price"": 16660.0, ""shares"": 12, ""fraction"": 0.2, ""reason"": ""starter20""}, {""time"": ""2024-10-29 00:00:00+00:00"", ""price"": 16460.0, ""shares"": 12, ""fraction"": 0.2, ""reason"": ""adverse20""}, {""time"": ""2024-10-29 00:00:00+00:00"", ""price"": 16240.0, ""shares"": 36, ""fraction"": 0.6, ""reason"": ""support60""}]","[{""time"": ""2024-11-04 00:00:00+00:00"", ""price"": 16700.0, ""shares"": 60, ""reason"": ""time""}]"
