test,excluded,trades,pnl,return_pct,pf,max_dd,wins,losses,rejects
top1,NFLX,426,265.62932589169975,0.053125865178336396,1.1494045249766125,0.03764015793117359,225,201,133
top3,"AAPL,NFLX,ORCL",402,147.794678659277,0.029558935731855307,1.0908844473492114,0.03857572011912713,215,187,113
semis,"AMAT,AMD,AVGO,MU,NVDA,QCOM",382,512.4186915426862,0.10248373830853708,1.3814081584364926,0.025765578007698076,213,169,78
