ticker,setup_id,touch_date,activation_date,repeat_touch,touch_low,box_start_i,breakout_i,retest_i,setup_i,box_low,box_high,breakout_high,retest_low,stop,atr,breakout_volume_ok,had_failed_break,daily_ma60,daily_ma240,daily_env_lower
INTU,DAGG|INTU|5066,2026-08-10,2026-08-10,0,316.04998779296875,5046,5065,5065,5066,316.04998779296875,336.2149963378906,336.2149963378906,321.6559143066406,315.05635658763583,3.974524821331679,1,0,,,
LLY,DAGG|LLY|5050,2026-08-05,2026-08-05,0,1109.1500244140625,5030,5049,5049,5050,1109.1500244140625,1216.93994140625,1216.93994140625,1136.7401123046875,1104.6428260170874,18.02879358790019,1,0,,,
WMT,DAGG|WMT|5044,2026-08-04,2026-08-04,0,108.55999755859375,5024,5043,5043,5044,108.55999755859375,113.29000091552734,113.29000091552734,109.83000183105469,108.37629779293596,0.7347990626311783,1,0,,,
V,DAGG|V|5034,2026-08-03,2026-08-03,0,360.1000061035156,5014,5033,5033,5034,360.1000061035156,371.9700012207031,371.9700012207031,364.3500061035156,359.454743232978,2.581051482150655,1,0,,,
XOM,DAGG|XOM|5060,2026-08-07,2026-08-07,0,151.1501007080078,5040,5059,5059,5060,151.1501007080078,155.0399932861328,155.0399932861328,151.52999877929688,150.83411159816305,1.2639564393790248,1,0,,,
