cost_bps_side,closed_trades,wins,losses,pnl,ending_equity,return_pct,pf,max_dd,fees
5.0,4,4,0,18.703366396337913,5018.703366396337,0.0037406732792673036,inf,0.004975126703126387,2.0132242803334153
10.0,4,3,1,16.68668120275288,5016.686681202755,0.003337336240550881,64.0615752575582,0.005155315764655111,4.026051498993867
20.0,4,3,1,12.654502521351105,5012.654502521353,0.002530900504270628,12.835897473626463,0.005515720110379707,8.050514880027896
30.0,4,2,2,8.623912566399468,5008.6239125664,0.0017247825132800099,4.205320799212122,0.00587615944342601,12.073390400554425
