period,market,symbol,ticker,raw_signals,accepted_candidates,gap_rejects,stop_rejects,pivot_stops,fallback_stops,cost_bps_side
FULL_2023_08_08_2026_08_17,KOSDAQ,028300,028300.KQ,2,2,0,0,2,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,068760,068760.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,041510,041510.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,403870,403870.KQ,3,3,0,0,3,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,277810,277810.KQ,6,5,1,0,5,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,393890,393890.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,214370,214370.KQ,2,2,0,0,2,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,328130,328130.KQ,0,0,0,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,357780,357780.KQ,4,3,1,0,3,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,383310,383310.KQ,0,0,0,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,005290,005290.KQ,3,3,0,0,3,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,121600,121600.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,372170,372170.KQ,0,0,0,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,095340,095340.KQ,0,0,0,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,365340,365340.KQ,1,0,1,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,253450,253450.KQ,0,0,0,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,122870,122870.KQ,3,3,0,0,3,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,086900,086900.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,000250,000250.KQ,5,4,1,0,4,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,112040,112040.KQ,0,0,0,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,440110,440110.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,078600,078600.KQ,2,2,0,0,2,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,140860,140860.KQ,6,5,1,0,5,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,039200,039200.KQ,2,2,0,0,2,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,009520,009520.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,140410,140410.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,225570,225570.KQ,1,1,0,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,281740,281740.KQ,3,3,0,0,3,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,222800,222800.KQ,3,3,0,0,3,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,336570,336570.KQ,2,1,1,0,1,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,096530,096530.KQ,3,3,0,0,3,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,101490,101490.KQ,2,2,0,0,2,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,420770,420770.KQ,2,2,0,0,2,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,064550,064550.KQ,0,0,0,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,348370,348370.KQ,0,0,0,0,0,0,5.0
FULL_2023_08_08_2026_08_17,KOSDAQ,067160,067160.KQ,1,1,0,0,1,0,5.0
