mtm_total_return_pct,daily_close_mtm_mdd_pct,mtm_return_over_mdd,tp1_reconstructed,tp1_missing,universe,period,closed_event_return_pct,closed_event_mdd_pct
-4.4773976970345135,9.052494828156476,-0.49460372880945647,2,0,KOSPI40_PIT,P1_2023_08_08_2024_08_07,-4.477397697034524,9.147222884904672
0.7457429752645517,7.840985076210282,0.09510832733595577,4,0,KOSPI40_PIT,P2_2024_08_08_2025_08_07,0.7457429752645517,7.546476546951409
3.7053685036964046,9.19819653989088,0.4028364133802649,8,0,KOSPI40_PIT,P3_2025_08_08_2026_08_17,3.7053685036963824,4.525695943996211
-0.1991848736535018,13.924576164279712,-0.014304555578823623,14,0,KOSPI40_PIT,FULL_2023_08_08_2026_08_17,-0.1991848736535018,12.572290240645978
-0.7746485361559086,4.057725752114216,-0.19090707048210187,2,0,KOSDAQ40_PIT,P1_2023_08_08_2024_08_07,-0.7746485361559419,3.845359675323534
4.647710102472868,2.3953176705388657,1.9403314055739798,1,0,KOSDAQ40_PIT,P2_2024_08_08_2025_08_07,4.647710102472868,0.7097237544749668
0.10513456275844657,3.971675776693462,0.026471083912588206,3,0,KOSDAQ40_PIT,P3_2025_08_08_2026_08_17,0.10513456275842437,4.211672290389701
3.1269604881849045,4.234310691783627,0.7384815890464874,6,0,KOSDAQ40_PIT,FULL_2023_08_08_2026_08_17,3.1269604881848823,3.845359675323534
-5.1400850046386175,9.505573866999883,-0.5407443123958294,4,0,KR80_PIT,P1_2023_08_08_2024_08_07,-5.140085004638628,10.565995405229444
2.102580082913641,7.00208633326771,0.300279085809617,4,0,KR80_PIT,P2_2024_08_08_2025_08_07,2.102580082913641,7.0214838566242
1.3410919795500575,8.971537512598026,0.1494829596004996,8,0,KR80_PIT,P3_2025_08_08_2026_08_17,1.3410919795500353,3.2835446816689595
-2.5858555718908605,13.26612477776915,-0.19492169832626144,16,0,KR80_PIT,FULL_2023_08_08_2026_08_17,-2.5858555718908383,12.523323751672677
