scenario,period,trades,pnl,pf,winrate
V029|NEXT_OPEN|LEGACY_R|5M|1T,2026Q2,7,-23584.08750000011,0.4611058953034569,0.42857142857142855
V029|NEXT_OPEN|LEGACY_R|5M|1T,2026Q3,6,-24066.821000000156,0.42835561101156605,0.5
V029|NEXT_OPEN|LEGACY_R|5M|2T,2023Q4,4,84.09250000005704,1.0240257249609284,0.5
V029|NEXT_OPEN|LEGACY_R|5M|2T,2024Q1,11,-44944.82249999989,0.3280252048731342,0.5454545454545454
V029|NEXT_OPEN|LEGACY_R|5M|2T,2024Q2,8,3270.305000000022,1.1263904307791905,0.625
V029|NEXT_OPEN|LEGACY_R|5M|2T,2024Q3,7,-3510.7974999999424,0.8447549941276792,0.5714285714285714
V029|NEXT_OPEN|LEGACY_R|5M|2T,2024Q4,11,-8165.386500000197,0.8302758096442766,0.5454545454545454
V029|NEXT_OPEN|LEGACY_R|5M|2T,2025Q1,6,-80745.40749999996,0.029656874666688315,0.16666666666666666
V029|NEXT_OPEN|LEGACY_R|5M|2T,2025Q2,8,27339.574999999983,2.1079569689408575,0.75
V029|NEXT_OPEN|LEGACY_R|5M|2T,2025Q3,10,-37119.765,0.5092494893822309,0.5
V029|NEXT_OPEN|LEGACY_R|5M|2T,2025Q4,3,-19465.672499999928,0.09152271563951718,0.3333333333333333
V029|NEXT_OPEN|LEGACY_R|5M|2T,2026Q1,6,-33885.37749999984,0.3751626269356781,0.6666666666666666
V029|NEXT_OPEN|LEGACY_R|5M|2T,2026Q2,7,-28781.07249999998,0.4023925417298686,0.42857142857142855
V029|NEXT_OPEN|LEGACY_R|5M|2T,2026Q3,3,-21715.483,0.0872542802576883,0.3333333333333333
V029|NEXT_OPEN|LEGACY_R|10M|0T,2023Q4,5,13643.41750000004,23.26487999314721,0.8
V029|NEXT_OPEN|LEGACY_R|10M|0T,2024Q1,12,-29984.01750000019,0.6943930758219704,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|10M|0T,2024Q2,9,44866.857500000275,2.298303334069311,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|10M|0T,2024Q3,10,48752.79200000022,2.3527760843995265,0.7
V029|NEXT_OPEN|LEGACY_R|10M|0T,2024Q4,13,36790.000499999645,1.5316829450789302,0.6923076923076923
V029|NEXT_OPEN|LEGACY_R|10M|0T,2025Q1,7,-105531.18,0.16572584261597592,0.2857142857142857
V029|NEXT_OPEN|LEGACY_R|10M|0T,2025Q2,11,84432.72999999998,3.635846193061137,0.7272727272727273
V029|NEXT_OPEN|LEGACY_R|10M|0T,2025Q3,12,5998.072500000533,1.0505015563582456,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|10M|0T,2025Q4,5,114612.79250000004,4.887981719027126,0.6
V029|NEXT_OPEN|LEGACY_R|10M|0T,2026Q1,11,-11476.234999999899,0.9259284753902953,0.6363636363636364
V029|NEXT_OPEN|LEGACY_R|10M|0T,2026Q2,9,-42135.25249999986,0.6043061162887452,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|10M|0T,2026Q3,5,-25467.294999999955,0.5699824116451745,0.6
V029|NEXT_OPEN|LEGACY_R|10M|1T,2023Q4,5,6584.575000000012,3.0726252587014664,0.8
V029|NEXT_OPEN|LEGACY_R|10M|1T,2024Q1,12,-52660.779999999446,0.5555616696100663,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|10M|1T,2024Q2,9,23128.687500000175,1.4833795161478984,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|10M|1T,2024Q3,10,40149.07300000009,1.9250822311102365,0.7
V029|NEXT_OPEN|LEGACY_R|10M|1T,2024Q4,12,-19039.587999999698,0.7839616978495348,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|10M|1T,2025Q1,7,-154096.8800000006,0.07777067223231218,0.14285714285714285
V029|NEXT_OPEN|LEGACY_R|10M|1T,2025Q2,11,66931.20500000002,2.4475405230516625,0.8181818181818182
V029|NEXT_OPEN|LEGACY_R|10M|1T,2025Q3,11,-25881.260000000068,0.8213315097332304,0.6363636363636364
V029|NEXT_OPEN|LEGACY_R|10M|1T,2025Q4,5,52610.49500000023,1.852299892041954,0.4
V029|NEXT_OPEN|LEGACY_R|10M|1T,2026Q1,9,-53494.54500000016,0.5985910911451713,0.6666666666666666
V029|NEXT_OPEN|LEGACY_R|10M|1T,2026Q2,9,-49330.94749999998,0.5574835479638189,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|10M|1T,2026Q3,5,-29439.915999999852,0.5146660939358554,0.6
V029|NEXT_OPEN|LEGACY_R|10M|2T,2023Q4,5,1587.7350000000442,1.226812643344024,0.6
V029|NEXT_OPEN|LEGACY_R|10M|2T,2024Q1,12,-73543.59999999966,0.45860988439119044,0.5
V029|NEXT_OPEN|LEGACY_R|10M|2T,2024Q2,9,-3126.022500000021,0.948936907887402,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|10M|2T,2024Q3,10,32119.90449999977,1.6450455504527166,0.7
V029|NEXT_OPEN|LEGACY_R|10M|2T,2024Q4,12,-54437.26450000005,0.5631992638334155,0.5
V029|NEXT_OPEN|LEGACY_R|10M|2T,2025Q1,7,-173943.15749999997,0.07050426352473185,0.14285714285714285
V029|NEXT_OPEN|LEGACY_R|10M|2T,2025Q2,11,36669.51999999996,1.4023565211823952,0.7272727272727273
V029|NEXT_OPEN|LEGACY_R|10M|2T,2025Q3,11,-52631.182499999704,0.6749915457554688,0.5454545454545454
V029|NEXT_OPEN|LEGACY_R|10M|2T,2025Q4,5,33443.917499999865,1.4453632796177898,0.4
V029|NEXT_OPEN|LEGACY_R|10M|2T,2026Q1,9,-65736.80249999979,0.5336601122767541,0.6666666666666666
V029|NEXT_OPEN|LEGACY_R|10M|2T,2026Q2,9,-54601.32249999992,0.5241577452943905,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|10M|2T,2026Q3,5,-34316.18600000013,0.4641086546139331,0.6
V029|NEXT_OPEN|LEGACY_R|20M|0T,2023Q4,6,19094.667500000098,1.7793944638355448,0.6666666666666666
V029|NEXT_OPEN|LEGACY_R|20M|0T,2024Q1,12,-46281.739999999874,0.7728455646812968,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|20M|0T,2024Q2,9,90226.8724999997,2.191310021023256,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|20M|0T,2024Q3,10,90078.96399999992,2.1395266204221977,0.7
V029|NEXT_OPEN|LEGACY_R|20M|0T,2024Q4,13,55862.744000000064,1.37701720321731,0.6923076923076923
V029|NEXT_OPEN|LEGACY_R|20M|0T,2025Q1,8,-252653.97250000067,0.13414398035618896,0.25
V029|NEXT_OPEN|LEGACY_R|20M|0T,2025Q2,11,182209.07250000013,3.741315281372152,0.7272727272727273
V029|NEXT_OPEN|LEGACY_R|20M|0T,2025Q3,13,11050.422500000452,1.0427553140671277,0.6153846153846154
V029|NEXT_OPEN|LEGACY_R|20M|0T,2025Q4,7,171639.3275,2.53476115979451,0.42857142857142855
V029|NEXT_OPEN|LEGACY_R|20M|0T,2026Q1,15,259614.20750000054,2.614089756820169,0.7333333333333333
V029|NEXT_OPEN|LEGACY_R|20M|0T,2026Q2,13,-40389.35999999975,0.8404020399147437,0.6153846153846154
V029|NEXT_OPEN|LEGACY_R|20M|0T,2026Q3,5,-43803.35899999965,0.6322513393860985,0.6
V029|NEXT_OPEN|LEGACY_R|20M|1T,2023Q4,6,2992.0574999997625,1.0926062151906328,0.6666666666666666
V029|NEXT_OPEN|LEGACY_R|20M|1T,2024Q1,12,-88589.62000000011,0.6333207526091756,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|20M|1T,2024Q2,9,45653.01999999932,1.4380616521632834,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|20M|1T,2024Q3,10,72577.99099999963,1.79171845895557,0.7
V029|NEXT_OPEN|LEGACY_R|20M|1T,2024Q4,13,-32094.940999999468,0.8331548519308085,0.6153846153846154
V029|NEXT_OPEN|LEGACY_R|20M|1T,2025Q1,8,-354826.89250000013,0.06135711720334621,0.125
V029|NEXT_OPEN|LEGACY_R|20M|1T,2025Q2,11,146331.28500000015,2.5057615479335675,0.8181818181818182
V029|NEXT_OPEN|LEGACY_R|20M|1T,2025Q3,12,-38050.7649999999,0.8707993584001366,0.6666666666666666
V029|NEXT_OPEN|LEGACY_R|20M|1T,2025Q4,7,60674.920000000275,1.3211479640316999,0.2857142857142857
V029|NEXT_OPEN|LEGACY_R|20M|1T,2026Q1,15,228533.05000000005,2.369473639677138,0.7333333333333333
V029|NEXT_OPEN|LEGACY_R|20M|1T,2026Q2,13,-58360.85499999928,0.7802100876066165,0.6153846153846154
V029|NEXT_OPEN|LEGACY_R|20M|1T,2026Q3,5,-52707.46100000013,0.5741822390361505,0.6
V029|NEXT_OPEN|LEGACY_R|20M|2T,2023Q4,6,-9102.397499999963,0.7865987174327145,0.5
V029|NEXT_OPEN|LEGACY_R|20M|2T,2024Q1,12,-129689.09750000032,0.529705007053748,0.5
V029|NEXT_OPEN|LEGACY_R|20M|2T,2024Q2,9,-15405.472499999567,0.8831768218700266,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|20M|2T,2024Q3,10,56681.69349999988,1.548740543511848,0.7
V029|NEXT_OPEN|LEGACY_R|20M|2T,2024Q4,13,-110874.15150000027,0.5974063368796506,0.5384615384615384
V029|NEXT_OPEN|LEGACY_R|20M|2T,2025Q1,8,-391038.2899999992,0.05667299844073186,0.125
V029|NEXT_OPEN|LEGACY_R|20M|2T,2025Q2,11,75963.52500000014,1.391573775949936,0.7272727272727273
V029|NEXT_OPEN|LEGACY_R|20M|2T,2025Q3,12,-83416.26249999925,0.7428338883511046,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|20M|2T,2025Q4,7,-3566.2799999993294,0.9852064668299967,0.2857142857142857
V029|NEXT_OPEN|LEGACY_R|20M|2T,2026Q1,15,160835.91249999998,1.8737782738344233,0.7333333333333333
V029|NEXT_OPEN|LEGACY_R|20M|2T,2026Q2,13,-91381.54000000004,0.6739398652553682,0.6153846153846154
V029|NEXT_OPEN|LEGACY_R|20M|2T,2026Q3,5,-63513.20199999976,0.5116169219380903,0.6
V029|NEXT_OPEN|LEGACY_R|50M|0T,2023Q4,6,16460.33750000014,1.1711781256727964,0.6666666666666666
V029|NEXT_OPEN|LEGACY_R|50M|0T,2024Q1,12,-95181.40849999944,0.8156173145758605,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|50M|0T,2024Q2,9,224702.8150000018,2.141455617071086,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|50M|0T,2024Q3,12,334889.78,2.626776025233529,0.75
V029|NEXT_OPEN|LEGACY_R|50M|0T,2024Q4,13,161241.5155000016,1.4359400469595596,0.6923076923076923
V029|NEXT_OPEN|LEGACY_R|50M|0T,2025Q1,10,-782087.1675000002,0.11372765409096486,0.2
V029|NEXT_OPEN|LEGACY_R|50M|0T,2025Q2,12,489008.55999999866,3.5324355031299284,0.75
V029|NEXT_OPEN|LEGACY_R|50M|0T,2025Q3,14,83269.90250000055,1.1214813482419062,0.6428571428571429
V029|NEXT_OPEN|LEGACY_R|50M|0T,2025Q4,8,352382.34999999986,1.8962421360605413,0.375
V029|NEXT_OPEN|LEGACY_R|50M|0T,2026Q1,15,345294.92250000057,1.5119376178605262,0.6
V029|NEXT_OPEN|LEGACY_R|50M|0T,2026Q2,14,-130041.95750000188,0.8491848675842264,0.5714285714285714
V029|NEXT_OPEN|LEGACY_R|50M|0T,2026Q3,5,-95297.70899999863,0.6894206865311248,0.6
V029|NEXT_OPEN|LEGACY_R|50M|1T,2023Q4,6,-29366.605000000447,0.7546794949789711,0.6666666666666666
V029|NEXT_OPEN|LEGACY_R|50M|1T,2024Q1,12,-209450.76500000106,0.6605464580789924,0.5833333333333334
V029|NEXT_OPEN|LEGACY_R|50M|1T,2024Q2,9,104325.39249999775,1.388708578962595,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|50M|1T,2024Q3,11,224365.9250000019,1.9303394589913867,0.7272727272727273
V029|NEXT_OPEN|LEGACY_R|50M|1T,2024Q4,13,-78705.75200000103,0.8431857472310638,0.6153846153846154
V029|NEXT_OPEN|LEGACY_R|50M|1T,2025Q1,9,-965863.9074999995,0.05792106323691478,0.1111111111111111
V029|NEXT_OPEN|LEGACY_R|50M|1T,2025Q2,12,396537.70500000054,2.5059624460831755,0.8333333333333334
V029|NEXT_OPEN|LEGACY_R|50M|1T,2025Q3,13,-88797.59499999858,0.8882299131669873,0.6923076923076923
V029|NEXT_OPEN|LEGACY_R|50M|1T,2025Q4,8,75774.33999999729,1.1230413251874753,0.25
V029|NEXT_OPEN|LEGACY_R|50M|1T,2026Q1,16,180888.0124999995,1.2373426807585477,0.625
V029|NEXT_OPEN|LEGACY_R|50M|1T,2026Q2,14,-266911.5925000011,0.7074770402259425,0.5714285714285714
V029|NEXT_OPEN|LEGACY_R|50M|1T,2026Q3,5,-123833.21699999925,0.6014111276028014,0.6
V029|NEXT_OPEN|LEGACY_R|50M|2T,2023Q4,6,-68562.61499999976,0.5417396832449869,0.5
V029|NEXT_OPEN|LEGACY_R|50M|2T,2024Q1,12,-332962.8375000006,0.5285361686075428,0.5
V029|NEXT_OPEN|LEGACY_R|50M|2T,2024Q2,9,-41246.35499999928,0.8790106313439984,0.5555555555555556
V029|NEXT_OPEN|LEGACY_R|50M|2T,2024Q3,11,165232.850499999,1.6041322639636897,0.7272727272727273
V029|NEXT_OPEN|LEGACY_R|50M|2T,2024Q4,12,-417901.599999998,0.4290533070625101,0.5
V029|NEXT_OPEN|LEGACY_R|50M|2T,2025Q1,9,-1058718.0424999995,0.05378454984619629,0.1111111111111111
V029|NEXT_OPEN|LEGACY_R|50M|2T,2025Q2,12,227465.3624999969,1.4541084163974107,0.75
V029|NEXT_OPEN|LEGACY_R|50M|2T,2025Q3,13,-273589.185000001,0.7005864092670284,0.5384615384615384
V029|NEXT_OPEN|LEGACY_R|50M|2T,2025Q4,8,-104126.08749999944,0.8633258621215315,0.25
V029|NEXT_OPEN|LEGACY_R|50M|2T,2026Q1,15,117598.29000000225,1.1518759656928677,0.5333333333333333
V029|NEXT_OPEN|LEGACY_R|50M|2T,2026Q2,14,-332519.8100000045,0.6538582756918047,0.5714285714285714
V029|NEXT_OPEN|LEGACY_R|50M|2T,2026Q3,5,-203660.16499999817,0.37167435567441975,0.6
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2023Q4,4,4630.864999999962,14.64326434410938,0.75
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2024Q1,12,-23201.489999999845,0.5532213942371599,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2024Q2,8,22258.16750000004,2.4563494309399077,0.625
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2024Q3,7,11131.876000000033,2.000688677807833,0.7142857142857143
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2024Q4,11,14901.280499999673,1.3592367112130426,0.45454545454545453
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2025Q1,5,-20899.49999999994,0.3599390671914683,0.2
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2025Q2,7,58896.01999999986,9.170589577701767,0.8571428571428571
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2025Q3,10,-10143.209999999846,0.804970017861518,0.6
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2025Q4,3,-19435.13750000001,0.0,0.0
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2026Q1,6,-37272.81250000009,0.30219826997731414,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2026Q2,7,-21769.060000000143,0.531258061223742,0.42857142857142855
V029|NEXT_OPEN|TRAIL_AVG|5M|0T,2026Q3,6,-41752.75600000021,0.24399949040780952,0.3333333333333333
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2023Q4,4,1983.2275000000373,2.248520188547152,0.75
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2024Q1,12,-37140.247499999925,0.40644610575744544,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2024Q2,8,11364.69499999989,1.5516190197906143,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2024Q3,7,8900.742500000008,1.75278889246927,0.7142857142857143
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2024Q4,11,20731.800000000105,1.4630450958501682,0.5454545454545454
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2025Q1,5,-24014.617500000066,0.33183818791296416,0.4
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2025Q2,7,48691.05500000002,4.449482889865827,0.8571428571428571
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2025Q3,10,-29813.752500000046,0.5602265057331693,0.6
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2025Q4,3,-23543.010000000068,0.0,0.0
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2026Q1,6,-41069.1275,0.26018257954163276,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2026Q2,7,-23410.34750000009,0.4942056237514991,0.42857142857142855
V029|NEXT_OPEN|TRAIL_AVG|5M|1T,2026Q3,6,-46228.39100000016,0.21520310929592895,0.3333333333333333
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2023Q4,4,-614.4024999999674,0.8244615693397633,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2024Q1,12,-49328.03499999986,0.3078098451378591,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2024Q2,8,2172.4500000000116,1.0832426488056466,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2024Q3,7,7202.272499999977,1.5761670501235148,0.5714285714285714
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2024Q4,11,14297.565999999817,1.2971865218391596,0.5454545454545454
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2025Q1,5,-29822.20499999993,0.27572700327003835,0.2
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2025Q2,7,42515.74999999993,3.722818565433258,0.8571428571428571
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2025Q3,10,-40805.95249999977,0.46399809274206105,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2025Q4,3,-28251.152499999967,0.0,0.0
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2026Q1,6,-44965.45749999993,0.22084351906390537,0.5
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2026Q2,7,-26984.942500000034,0.439687214609856,0.42857142857142855
V029|NEXT_OPEN|TRAIL_AVG|5M|2T,2026Q3,6,-50904.05599999994,0.18789166048899317,0.3333333333333333
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2023Q4,5,28212.027500000084,47.03959430625567,0.8
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2024Q1,13,-5243.727500000037,0.9501890082925026,0.5384615384615384
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2024Q2,9,43000.91250000027,2.22765939284397,0.5555555555555556
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2024Q3,10,70836.03200000004,4.1838665469878205,0.8
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2024Q4,13,33049.28449999925,1.340447493976888,0.46153846153846156
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2025Q1,6,-44720.390000000014,0.44084813795426475,0.16666666666666666
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2025Q2,10,133838.7174999999,5.178217073006639,0.7
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2025Q3,12,-3422.449999999779,0.9713989665537279,0.5833333333333334
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2025Q4,5,93751.90499999968,2.505894553864296,0.2
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2026Q1,12,-62978.75249999965,0.6375386441141575,0.5833333333333334
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2026Q2,9,-45228.587499999674,0.575256480481534,0.5555555555555556
V029|NEXT_OPEN|TRAIL_AVG|10M|0T,2026Q3,5,-61007.05500000008,0.3253968820021714,0.4
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2023Q4,5,21851.68000000005,7.878248620915046,0.8
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2024Q1,13,-34210.514999999024,0.7294481026044582,0.5384615384615384
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2024Q2,9,20736.54500000016,1.4329621119042817,0.4444444444444444
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2024Q3,10,64001.97799999989,3.7065145483347295,0.8
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2024Q4,12,27668.832000000286,1.249424966444979,0.5
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2025Q1,6,-53126.18000000046,0.3973596032201641,0.3333333333333333
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2025Q2,10,107830.84500000015,3.3320888630707146,0.8
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2025Q3,11,-45319.33500000043,0.690401520689158,0.6363636363636364
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2025Q4,5,75896.41000000015,2.0240134415205033,0.2
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2026Q1,11,-40999.21250000002,0.7112372645044034,0.6363636363636364
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2026Q2,9,-57599.459999999934,0.4927841931052091,0.5555555555555556
V029|NEXT_OPEN|TRAIL_AVG|10M|1T,2026Q3,5,-68460.4649999998,0.27899433346685854,0.4
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2023Q4,5,15657.420000000042,3.236708782099972,0.6
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2024Q1,13,-60884.754999999976,0.5789441708567535,0.46153846153846156
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2024Q2,9,-1728.7525000000023,0.9719654975437919,0.4444444444444444
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2024Q3,10,56975.26949999988,3.2754406136771324,0.7
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2024Q4,12,7262.612999999779,1.05817420722425,0.5
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2025Q1,6,-66439.80999999988,0.3389026927453918,0.16666666666666666
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2025Q2,10,71953.74500000014,2.0029424619067258,0.8
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2025Q3,11,-76618.17249999975,0.5297214234233335,0.5454545454545454
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2025Q4,5,24740.747499999823,1.2723056689570247,0.2
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2026Q1,10,-81532.60499999984,0.44881621295227686,0.6
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2026Q2,9,-67484.04249999986,0.4322063027340824,0.4444444444444444
V029|NEXT_OPEN|TRAIL_AVG|10M|2T,2026Q3,5,-75648.53600000017,0.24533410927589996,0.4
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2023Q4,6,55117.05249999999,3.2497341512457782,0.6666666666666666
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2024Q1,13,-7449.747499999008,0.9658599281382166,0.5384615384615384
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2024Q2,9,82622.93000000005,2.0842022040201433,0.5555555555555556
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2024Q3,11,174275.94400000037,4.645802198703375,0.8181818181818182
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2024Q4,13,45940.49049999949,1.2102038830296118,0.46153846153846156
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2025Q1,7,-126858.78750000062,0.35727331973922405,0.14285714285714285
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2025Q2,10,269217.70499999984,5.0503505045416395,0.7
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2025Q3,13,-29413.72499999951,0.8932030866462797,0.6153846153846154
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2025Q4,7,134281.48999999976,1.7555127966513813,0.14285714285714285
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2026Q1,16,295691.22000000044,2.7380526930683033,0.6875
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2026Q2,13,366008.6500000001,2.291426464668819,0.6153846153846154
V029|NEXT_OPEN|TRAIL_AVG|20M|0T,2026Q3,5,-127388.82299999945,0.34594389021618,0.4
V029|NEXT_OPEN|TRAIL_AVG|20M|1T,2023Q4,6,38232.11249999958,2.180247444668518,0.6666666666666666
V029|NEXT_OPEN|TRAIL_AVG|20M|1T,2024Q1,13,-67254.5824999999,0.7430756809174217,0.5384615384615384
V029|NEXT_OPEN|TRAIL_AVG|20M|1T,2024Q2,9,34378.232499999576,1.3295056839537718,0.4444444444444444
V029|NEXT_OPEN|TRAIL_AVG|20M|1T,2024Q3,11,158848.04099999968,4.126958871469858,0.8181818181818182
V029|NEXT_OPEN|TRAIL_AVG|20M|1T,2024Q4,12,-32143.550999999396,0.8694223355824952,0.5
