capital_krw,slippage_ticks,ending_equity,return_pct,trades,wins,losses,pf,max_dd_pct,commissions,taxes,pnl,rejects
5000000,1,5051399.627000001,0.010279925400000334,51,30,21,1.2385156547080898,0.015580395941051206,5440.494,32259.878999999997,51399.627000000284,54
5000000,2,5010397.618999999,0.0020795237999997607,51,28,23,1.0427727021967212,0.016996575324734198,5391.408,31910.973,10397.618999999337,54
20000000,1,20427913.117999997,0.02139565589999992,82,45,37,1.2463319485898512,0.026323092511318258,37105.157999999996,218821.72400000002,427913.1180000006,23
