Datetime,breadth20,breadth120,breadth200,coverage20,coverage120,coverage200,ew_index,ew_ema5,ew_ema20,ew_ema120,ew_ema200,ks_close,ks_ema5,ks_ema20,ks_ema120,ks_ema200
2023-08-08 09:00:00+09:00,,,,0,0,0,1.0,,,,,2596.010009765625,,,,
2023-08-08 10:00:00+09:00,,,,0,0,0,0.9907314529715866,,,,,2572.97998046875,,,,
2023-08-08 11:00:00+09:00,,,,0,0,0,0.9937538954056597,,,,,2580.52001953125,,,,
2023-08-08 12:00:00+09:00,,,,0,0,0,0.9936718811456056,,,,,2578.830078125,,,,
2023-08-08 13:00:00+09:00,,,,0,0,0,0.9947511684833962,0.9950033799791755,,,,2579.72998046875,2582.1961865837193,,,
2023-08-08 14:00:00+09:00,,,,0,0,0,0.9908872095805121,0.9936313231796212,,,,2569.14990234375,2577.8474251703965,,,
2023-08-09 09:00:00+09:00,,,,0,0,0,0.9954139024187387,0.9942255162593272,,,,2596.469970703125,2584.0549403479727,,,
2023-08-09 10:00:00+09:00,,,,0,0,0,0.9945829207601646,0.9943446510929398,,,,2597.6298828125,2588.579921169482,,,
2023-08-09 11:00:00+09:00,,,,0,0,0,0.995876702736638,0.9948553349741727,,,,2602.3798828125,2593.1799083838214,,,
2023-08-09 12:00:00+09:00,,,,0,0,0,0.9954377466317729,0.9950494721933728,,,,2604.06005859375,2596.8066251204646,,,
2023-08-09 13:00:00+09:00,,,,0,0,0,0.9972135080304129,0.9957708174723863,,,,2606.360107421875,2599.9911192209347,,,
2023-08-09 14:00:00+09:00,,,,0,0,0,0.9967379986730179,0.9960932112059302,,,,2604.719970703125,2601.5674030483315,,,
2023-08-10 09:00:00+09:00,,,,0,0,0,0.994309243290005,0.9954985552339553,,,,2596.25,2599.7949353655545,,,
2023-08-10 10:00:00+09:00,,,,0,0,0,0.9947387436918244,0.9952452847199116,,,,2595.419921875,2598.33659753537,,,
2023-08-10 11:00:00+09:00,,,,0,0,0,0.993546976720624,0.9946791820534825,,,,2594.47998046875,2597.0510585131633,,,
2023-08-10 12:00:00+09:00,,,,0,0,0,0.9925112775390013,0.9939565472153221,,,,2593.830078125,2595.977398383776,,,
2023-08-10 13:00:00+09:00,,,,0,0,0,0.9935485114796326,0.9938205353034256,,,,2596.25,2596.068265589184,,,
2023-08-10 14:00:00+09:00,,,,0,0,0,0.9936506678479994,0.9937639128182836,,,,2597.97998046875,2596.705503882373,,,
2023-08-11 09:00:00+09:00,,,,0,0,0,0.9959466189784913,0.994491481538353,,,,2601.739990234375,2598.383665999707,,,
2023-08-11 10:00:00+09:00,0.5,,,40,0,0,0.9958815833571082,0.9949548488112715,0.995401415663318,,,2603.02001953125,2599.929117176888,2596.4731377803023,,
2023-08-11 11:00:00+09:00,0.475,,,40,0,0,0.9959126821340871,0.9952741265855435,0.9954501077081531,,,2602.5400390625,2600.799424472092,2597.050937902416,,
2023-08-11 12:00:00+09:00,0.525,,,40,0,0,0.9966443377360357,0.9957308636357076,0.9955638439012848,,,2603.89990234375,2601.8329170959782,2597.703220230162,,
2023-08-11 13:00:00+09:00,0.475,,,40,0,0,0.9950246541611184,0.9954954604775113,0.9955124924974594,,,2597.300048828125,2600.321961006694,2597.6648229537777,,
2023-08-11 14:00:00+09:00,0.425,,,40,0,0,0.9934240157650968,0.9948049789067065,0.9953135899515201,,,2594.030029296875,2598.2246504367545,2597.3186521293105,,
2023-08-14 09:00:00+09:00,0.175,,,40,0,0,0.982721130847942,0.990777029553785,0.9941143081321316,,,2576.830078125,2591.0931263328366,2595.3673593669955,,
2023-08-14 10:00:00+09:00,0.225,,,40,0,0,0.9825426200043199,0.98803222637063,0.9930122425961495,,,2575.889892578125,2586.025381747933,2593.5123625299602,,
2023-08-14 11:00:00+09:00,0.175,,,40,0,0,0.9792191431274204,0.9850945319562269,0.9916986140753181,,,2566.139892578125,2579.3968853579972,2590.9054606297855,,
2023-08-14 12:00:00+09:00,0.15,,,40,0,0,0.9790153670867024,0.9830681436663855,0.990490685790688,,,2567.199951171875,2575.33124062929,2588.6477930623655,,
2023-08-14 13:00:00+09:00,0.175,,,40,0,0,0.9776691113191465,0.9812684662173059,0.9892695834600649,,,2563.18994140625,2571.284140888277,2586.223235761783,,
2023-08-14 14:00:00+09:00,0.225,,,40,0,0,0.980085439763238,0.98087412406595,0.9883949031079862,,,2570.570068359375,2571.0461167119765,2584.732457913935,,
2023-08-16 09:00:00+09:00,0.1,,,40,0,0,0.966378301755346,0.9760421832957487,0.9862980839315443,,,2534.47998046875,2558.8574046309013,2579.94650768106,,
2023-08-16 10:00:00+09:00,0.15,,,40,0,0,0.9673314046006162,0.9731385903973712,0.9844917335190749,,,2539.25,2552.3216030872677,2576.070649806674,,
2023-08-16 11:00:00+09:00,0.075,,,40,0,0,0.9655646095934983,0.9706139301294135,0.9826891502880677,,,2534.7900390625,2546.477748412345,2572.1391630691337,,
2023-08-16 12:00:00+09:00,0.05,,,40,0,0,0.9650050550399434,0.9687443050995902,0.9810049507406273,,,2534.06005859375,2542.3385184728136,2568.5125816905256,,
2023-08-16 13:00:00+09:00,0.025,,,40,0,0,0.9622662525300077,0.9665849542430628,0.9792203128158063,,,2529.0,2537.8923456485427,2564.74947867238,,
2023-08-16 14:00:00+09:00,0.025,,,40,0,0,0.96050812486757,0.9645593444512319,0.9774381996778791,,,2524.10009765625,2533.294929651112,2560.8781090517964,,
2023-08-17 09:00:00+09:00,0.05,,,40,0,0,0.9490083374242838,0.9593756754422492,0.9747305937489653,,,2493.77001953125,2520.1199596111583,2554.486862430792,,
2023-08-17 10:00:00+09:00,0.125,,,40,0,0,0.9522681825602027,0.9570065111482338,0.9725913164928927,,,2505.179931640625,2515.1399502876475,2549.7909642602995,,
2023-08-17 11:00:00+09:00,0.125,,,40,0,0,0.9558279992294981,0.9566136738419886,0.9709948100868551,,,2512.3798828125,2514.2199277959317,2546.228004122414,,
2023-08-17 12:00:00+09:00,0.1,,,40,0,0,0.9556838395714482,0.9563037290851419,0.9695366224187211,,,2512.030029296875,2513.4899616295797,2542.971054139029,,
2023-08-17 13:00:00+09:00,0.075,,,40,0,0,0.9579812278155792,0.9568628953286211,0.9684361086469933,,,2518.77001953125,2515.2499809301366,2540.666193700193,,
2023-08-17 14:00:00+09:00,0.175,,,40,0,0,0.9569215250442805,0.9568824385671744,0.9673394816372112,,,2516.840087890625,2515.780016583633,2538.3970407659485,,
2023-08-18 09:00:00+09:00,0.2,,,40,0,0,0.9547582786984741,0.9561743852776077,0.9661412718335219,,,2506.68994140625,2512.7499915245053,2535.377317017406,,
2023-08-18 10:00:00+09:00,0.325,,,40,0,0,0.9550670309232618,0.9558052671594924,0.965086582223021,,,2512.449951171875,2512.6499780736285,2533.1937583654503,,
