strategy,ticker,symbol,market,name,setup_id,entry_time,starting_equity,slippage_ticks,planned_seed,reserved_risk,structural_stop,active_stop,raw_first_entry,first_entry,R,target1,target2,level,touches,shares,cash_out,cash_in,buy_notional,sell_notional,commissions,taxes,partial_taken,added20,added60,entry_i,bars_held,last_mark,mfe_R,mae_R,exit_time,exit_raw_price,exit_reason,status,pnl,fill_count,fill_detail,event_detail
KOSPI40_PIT|5M|1T,032830.KS,032830,KOSPI,삼성생명,KRLEVEL_RR|032830|2T|247|249|251,2023-10-13 00:00:00+00:00,5000000,1,999588.474,967.1572782661837,70931.30356287312,70931.30356287312,70900.0,71000.0,68.69643712688412,71068.69643712688,71137.39287425377,71450.0,2,0,142021.3,141295.56,142000.0,141600.0,42.53999999999999,283.2,False,False,False,252,1,71000.0,0.0,0.0,2023-10-13 00:00:00+00:00,70931.30356287312,stop,LOSS,-725.7399999999907,1,"[{""time"": ""2023-10-13 00:00:00+00:00"", ""raw_price"": 70900.0, ""price"": 71000.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-13 00:00:00+00:00"", ""raw_price"": 70931.30356287312, ""price"": 70800.0, ""shares"": 2, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 21.24, ""stt"": 70.8, ""rural_tax"": 212.4}]"
KOSPI40_PIT|5M|1T,005930.KS,005930,KOSPI,삼성전자,KRLEVEL_RR|005930|2T|240|241|243,2023-10-11 04:00:00+00:00,5000000,1,959718.8728723322,49999.81475,65879.16141554584,65879.16141554584,69400.0,69500.0,3620.8385844541626,73120.83858445416,76741.67716890833,68750.0,2,0,275441.31,276204.88,275400.0,276800.0,82.82999999999998,553.6,False,True,False,244,26,69300.0,0.055235823231305346,-0.7456836136226221,2023-10-17 05:00:00+00:00,69300.0,time,TIME,763.570000000007,2,"[{""time"": ""2023-10-11 04:00:00+00:00"", ""raw_price"": 69400.0, ""price"": 69500.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-13 00:00:00+00:00"", ""raw_price"": 68051.66456621833, ""price"": 68200.0, ""shares"": 2, ""fraction"": 0.2, ""reason"": ""adverse20"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-17 05:00:00+00:00"", ""raw_price"": 69300.0, ""price"": 69200.0, ""shares"": 4, ""reason"": ""time"", ""slippage_ticks"": 1, ""commission"": 41.519999999999996, ""stt"": 138.4, ""rural_tax"": 415.2}]"
KOSPI40_PIT|5M|1T,000660.KS,000660,KOSPI,SK하이닉스,KRLEVEL_RR|000660|4T|240|241|243,2023-10-11 04:00:00+00:00,5000000,1,1000000.0,39576.26626124631,118612.33111673608,123500.0,123400.0,123500.0,4887.668883263919,128387.66888326392,133275.33776652784,122800.0,4,0,245236.78,257445.3,245200.0,258000.0,75.47999999999999,516.0,True,True,False,244,26,129900.0,1.4935545296442336,-0.6547088349125408,2023-10-17 05:00:00+00:00,129900.0,time,TIME,12208.51999999999,2,"[{""time"": ""2023-10-11 04:00:00+00:00"", ""raw_price"": 123400.0, ""price"": 123500.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-11 04:00:00+00:00"", ""raw_price"": 121544.93244669444, ""price"": 121700.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""adverse20"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-17 03:00:00+00:00"", ""raw_price"": 128387.66888326392, ""price"": 128200.0, ""shares"": 1, ""reason"": ""target1_partial"", ""slippage_ticks"": 1, ""commission"": 19.229999999999997, ""stt"": 64.1, ""rural_tax"": 192.3}, {""time"": ""2023-10-17 05:00:00+00:00"", ""raw_price"": 129900.0, ""price"": 129800.0, ""shares"": 1, ""reason"": ""time"", ""slippage_ticks"": 1, ""commission"": 19.47, ""stt"": 64.9, ""rural_tax"": 194.70000000000002}]"
KOSPI40_PIT|5M|1T,005380.KS,005380,KOSPI,현대차,KRLEVEL_RR|005380|2T|265|268|269,2023-10-18 00:00:00+00:00,5000000,1,1002449.27,22158.869657911233,186289.04908591326,186289.04908591326,190400.0,190500.0,4210.950914086745,194710.95091408674,198921.9018281735,188800.0,2,0,190528.575,185699.88499999998,190500.0,186100.0,56.489999999999995,372.20000000000005,False,False,False,270,13,187800.0,0.5936901310430475,-0.3087188681423847,2023-10-20 00:00:00+00:00,186289.04908591326,stop,LOSS,-4828.690000000031,1,"[{""time"": ""2023-10-18 00:00:00+00:00"", ""raw_price"": 190400.0, ""price"": 190500.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-20 00:00:00+00:00"", ""raw_price"": 186289.04908591326, ""price"": 186100.0, ""shares"": 1, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 27.915, ""stt"": 93.05, ""rural_tax"": 279.15000000000003}]"
KOSPI40_PIT|5M|1T,028260.KS,028260,KOSPI,삼성물산,KRLEVEL_RR|028260|4T|266|271|272,2023-10-18 03:00:00+00:00,5000000,1,1002863.5549999999,17202.664570249777,106638.84042692916,106638.84042692916,108400.0,108500.0,1861.159573070836,110361.15957307084,112222.31914614167,107700.0,4,0,752512.86,743897.175,752400.0,745500.0,224.68499999999997,1491.0,False,True,True,273,10,106900.0,0.0,-0.9134090513233483,2023-10-20 00:00:00+00:00,106638.84042692916,stop,LOSS,-8615.68499999994,3,"[{""time"": ""2023-10-18 03:00:00+00:00"", ""raw_price"": 108400.0, ""price"": 108500.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-18 05:00:00+00:00"", ""raw_price"": 107755.53617077167, ""price"": 107900.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""adverse20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-19 00:00:00+00:00"", ""raw_price"": 107011.07234154333, ""price"": 107200.0, ""shares"": 5, ""fraction"": 0.6, ""reason"": ""support60"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-20 00:00:00+00:00"", ""raw_price"": 106638.84042692916, ""price"": 106500.0, ""shares"": 7, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 111.82499999999999, ""stt"": 372.75, ""rural_tax"": 1118.25}]"
KOSPI40_PIT|5M|1T,055550.KS,055550,KOSPI,신한지주,KRLEVEL_RR|055550|9T|270|271|272,2023-10-18 03:00:00+00:00,5000000,1,1002860.2999999998,31025.10448924949,35225.45399076599,35225.45399076599,36300.0,36350.0,1124.5460092340072,37474.54600923401,38599.092018468014,35800.0,9,0,930689.5825,911935.115,930550.0,913900.0,276.66749999999996,1827.8000000000002,False,True,True,273,17,35300.0,0.1333871613685007,-0.9337101295795049,2023-10-23 01:00:00+00:00,35225.45399076599,stop,LOSS,-18754.467500000028,3,"[{""time"": ""2023-10-18 03:00:00+00:00"", ""raw_price"": 36300.0, ""price"": 36350.0, ""shares"": 5, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-19 00:00:00+00:00"", ""raw_price"": 35900.1815963064, ""price"": 36000.0, ""shares"": 5, ""fraction"": 0.2, ""reason"": ""adverse20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-23 00:00:00+00:00"", ""raw_price"": 35450.36319261279, ""price"": 35550.0, ""shares"": 16, ""fraction"": 0.6, ""reason"": ""support60"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-23 01:00:00+00:00"", ""raw_price"": 35225.45399076599, ""price"": 35150.0, ""shares"": 26, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 137.08499999999998, ""stt"": 456.95, ""rural_tax"": 1370.8500000000001}]"
KOSPI40_PIT|5M|1T,017670.KS,017670,KOSPI,SK텔레콤,KRLEVEL_RR|017670|2T|280|285|287,2023-10-23 00:00:00+00:00,5000000,1,999299.5425,12460.629593743515,49475.28487095595,49475.28487095595,50000.0,50100.0,624.7151290440524,50724.71512904405,51349.430258088105,49875.0,2,0,946641.975,936582.01,946500.0,938600.0,282.765,1877.2,False,True,True,288,6,49550.0,0.0,-0.9604377613171112,2023-10-23 05:00:00+00:00,49475.28487095595,stop,LOSS,-10059.964999999967,3,"[{""time"": ""2023-10-23 00:00:00+00:00"", ""raw_price"": 50000.0, ""price"": 50100.0, ""shares"": 3, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-23 00:00:00+00:00"", ""raw_price"": 49850.11394838238, ""price"": 49950.0, ""shares"": 4, ""fraction"": 0.2, ""reason"": ""adverse20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-23 00:00:00+00:00"", ""raw_price"": 49600.22789676476, ""price"": 49700.0, ""shares"": 12, ""fraction"": 0.6, ""reason"": ""support60"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-23 05:00:00+00:00"", ""raw_price"": 49475.28487095595, ""price"": 49400.0, ""shares"": 19, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 140.79, ""stt"": 469.3, ""rural_tax"": 1407.9}]"
KOSPI40_PIT|5M|1T,000660.KS,000660,KOSPI,SK하이닉스,KRLEVEL_RR|000660|2T|294|297|298,2023-10-24 05:00:00+00:00,5000000,1,993997.5085,21051.0985582225,123135.77984252624,123135.77984252624,125700.0,125800.0,2664.2201574737555,128464.22015747376,131128.4403149475,124350.0,2,0,125818.87,128024.155,125800.0,128300.0,38.114999999999995,256.6,False,False,False,299,2,127500.0,1.2011019401017808,-0.0750688712563613,2023-10-25 00:00:00+00:00,128464.22015747376,target1_whole_share_exit,WIN,2205.2850000000035,1,"[{""time"": ""2023-10-24 05:00:00+00:00"", ""raw_price"": 125700.0, ""price"": 125800.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-25 00:00:00+00:00"", ""raw_price"": 128464.22015747376, ""price"": 128300.0, ""shares"": 1, ""reason"": ""target1_whole_share_exit"", ""slippage_ticks"": 1, ""commission"": 19.244999999999997, ""stt"": 64.15, ""rural_tax"": 192.45000000000002}]"
KOSPI40_PIT|5M|1T,009150.KS,009150,KOSPI,삼성전기,KRLEVEL_RR|009150|5T|294|298|300,2023-10-25 01:00:00+00:00,5000000,1,994438.5655,29014.164170335214,138827.77094503387,138827.77094503387,142900.0,143000.0,4172.229054966127,147172.22905496613,151344.45810993225,141200.0,5,0,143021.45,138401.795,143000.0,138700.0,42.254999999999995,277.40000000000003,False,False,False,301,6,139100.0,0.21571203022248905,-0.11984001679027169,2023-10-26 00:00:00+00:00,138827.77094503387,stop,LOSS,-4619.654999999999,1,"[{""time"": ""2023-10-25 01:00:00+00:00"", ""raw_price"": 142900.0, ""price"": 143000.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-26 00:00:00+00:00"", ""raw_price"": 138827.77094503387, ""price"": 138700.0, ""shares"": 1, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 20.805, ""stt"": 69.35000000000001, ""rural_tax"": 208.05}]"
KOSPI40_PIT|5M|1T,066570.KS,066570,KOSPI,LG전자,KRLEVEL_RR|066570|2T|293|299|300,2023-10-25 01:00:00+00:00,5000000,1,994434.2755,42157.88846253873,103708.74703036828,103708.74703036828,108200.0,108300.0,4591.2529696317215,112891.25296963172,117482.50593926344,104500.0,2,0,214932.235,206754.52000000002,214900.0,207200.0,63.315,414.40000000000003,False,True,False,301,12,106000.0,0.15246382733211697,-0.7623191366605848,2023-10-27 00:00:00+00:00,103708.74703036828,stop,LOSS,-8177.714999999967,2,"[{""time"": ""2023-10-25 01:00:00+00:00"", ""raw_price"": 108200.0, ""price"": 108300.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""starter20"", ""slippage_ticks"": 1}, {""time"": ""2023-10-26 00:00:00+00:00"", ""raw_price"": 106463.49881214731, ""price"": 106600.0, ""shares"": 1, ""fraction"": 0.2, ""reason"": ""adverse20"", ""slippage_ticks"": 1}]","[{""time"": ""2023-10-27 00:00:00+00:00"", ""raw_price"": 103708.74703036828, ""price"": 103600.0, ""shares"": 2, ""reason"": ""stop"", ""slippage_ticks"": 1, ""commission"": 31.08, ""stt"": 103.60000000000001, ""rural_tax"": 310.8}]"
