date,equity,asset
2026-08-11,9995.0,LEVER
2026-08-12,10205.680395086945,LEVER
2026-08-13,10554.534506146538,LEVER
2026-08-14,10505.284489438309,LEVER
2026-08-17,10451.930478628085,LEVER
2026-08-18,9922.4933208857,LEVER
2026-08-19,9858.194629975394,LEVER
2026-08-20,9642.042938580551,LEVER
