date,equity,asset
2026-08-11,9990.0,LEVER
2026-08-12,10200.575002192954,LEVER
2026-08-13,10549.25459893986,LEVER
2026-08-14,10500.02921955865,LEVER
2026-08-17,10446.701899099005,LEVER
2026-08-18,9917.529592360996,LEVER
2026-08-19,9853.263066878859,LEVER
