Date,lever,base,signal,ma,desired
2026-08-11,73.05999755859375,718.4500122070312,73.05999755859375,59.84311714172363,LEVER
2026-08-12,74.5999984741211,723.7000122070312,74.5999984741211,59.94954174041748,LEVER
2026-08-13,77.1500015258789,732.0700073242188,77.1500015258789,60.06041229248047,LEVER
2026-08-14,76.79000091552734,731.0700073242188,76.79000091552734,60.15488857269287,LEVER
2026-08-17,76.4000015258789,729.8699951171875,76.4000015258789,60.24080142974854,LEVER
2026-08-18,72.52999877929688,717.510009765625,72.52999877929688,60.30358516693115,LEVER
