date,equity,asset
2026-08-11,9990.0,LEVER
2026-08-12,10678.033357777991,LEVER
2026-08-13,10918.394030807613,LEVER
2026-08-14,10887.597515134887,LEVER
2026-08-17,11381.839757933656,LEVER
2026-08-18,9697.060608827982,LEVER
2026-08-19,9069.117132774873,LEVER
2026-08-20,9179.533013938964,LEVER
