date,equity,asset
2026-08-11,9980.0,LEVER
2026-08-12,10667.344635698133,LEVER
2026-08-13,10907.46470745345,LEVER
2026-08-14,10876.69901912374,LEVER
2026-08-17,11370.44652494273,LEVER
2026-08-18,9687.353841451775,LEVER
2026-08-19,9060.038937446767,LEVER
