Date,lever,base,signal,ma,desired
2026-08-11,133.0,534.2000122070312,133.0,101.75689995765686,LEVER
2026-08-12,142.16000366210938,546.6099853515625,142.16000366210938,102.26184998512268,LEVER
2026-08-13,145.36000061035156,550.739990234375,145.36000061035156,102.7729499912262,LEVER
2026-08-14,144.9499969482422,550.4199829101562,144.9499969482422,103.26349997520447,LEVER
