capital_krw,slippage_ticks,ending_equity,return_pct,trades,wins,losses,pf,max_dd_pct,commissions,taxes,pnl,trade_trades,trade_pnl,trade_pf,trade_winrate,trade_top1_share,trade_top3_share,trade_residual_top1,trade_residual_top3,rejects
5000000,0,5694422.1274999995,0.1388844254999999,31,16,15,3.2885939448301142,0.023612231302741038,8330.7225,49897.149999999994,694422.1274999998,31,694422.1274999998,3.2885939448301142,0.5161290322580645,0.3119822023655889,0.6250591011037289,408031.3774999998,120635.7274999998,31
5000000,1,5493679.033,0.09873580659999992,30,14,16,2.489124237889379,0.032685662609914234,7859.559,46821.408,493679.03300000035,30,493679.03300000035,2.489124237889379,0.4666666666666667,0.36473710365314954,0.6448319730003846,212282.1330000002,-3812.766999999876,32
5000000,2,5464106.719000001,0.09282134380000029,30,14,16,2.4142700007793745,0.03326118253170418,7684.449,45628.831999999995,464106.71899999987,30,464106.71899999987,2.4142700007793745,0.4666666666666667,0.3980144382241799,0.6689431161403545,159856.66899999994,-47246.531000000134,32
5000000,3,5414331.5015,0.08286630030000008,30,14,16,2.203164864442356,0.03673845601802439,7444.960499999999,44373.538,414331.5015,30,414331.5015,2.203164864442356,0.4666666666666667,0.4113910412990938,0.6811706536934005,114076.30150000006,-82823.29849999986,32
20000000,0,22714844.58900001,0.13574222945000036,36,17,19,2.6689791531587117,0.03571308086415503,39739.893000000004,236115.518,2714844.588999999,36,2714844.588999999,2.6689791531587117,0.4722222222222222,0.33909204889607997,0.6324672205848745,1400237.2139999992,262867.0939999991,26
20000000,1,22033523.64649999,0.10167618232499964,35,15,20,2.1768307171745946,0.04618787154256454,38163.76649999999,225682.587,2033523.6465000003,35,2033523.6465000003,2.1768307171745946,0.42857142857142855,0.3249148262814234,0.6221740143364978,907936.0464999997,-121845.38850000082,27
20000000,2,21591246.186,0.07956230929999997,35,15,20,1.8745957428097022,0.051935315699693785,36798.198,216275.61599999998,1591246.1859999998,35,1591246.1859999998,1.8745957428097022,0.42857142857142855,0.3594511918821633,0.6732860478391159,457786.98600000003,-531829.9989999994,27
20000000,3,21154690.703499995,0.057734535174999824,35,15,20,1.594329082210868,0.05957598786566198,35632.519499999995,208526.777,1154690.7034999996,35,1154690.7034999996,1.594329082210868,0.42857142857142855,0.3933659179676016,0.7280552894329634,40207.90349999978,-908032.7315,27
