gate_mode,ticker,setup_id,entry_time,level,stop,entry,atr,risk,risk_pct,r_atr,tick_over_r,prev_close,prev_high,prev_close_level_atr,open_gap_prev_close_atr,open_over_prev_high_atr,entry_level_atr,decision
PB_WIDE,000270.KS,KRLEVEL_RR|000270|3T|4260|4262|4264,2026-07-16 10:00:00+09:00,144200.0,137962.79314942195,145600.0,3050.0,7637.206850578048,0.05245334375397011,2.5040022460911633,0.013093792266793344,145600.0,147400.0,0.45901639344262296,0.0,-0.5901639344262295,0.45901639344262296,KEEP
PB_WIDE,000660.KS,KRLEVEL_RR|000660|3T|2019|2021|2022,2024-12-27 09:00:00+09:00,170400.0,167901.14742218962,170100.0,1357.142857142857,2198.8525778103794,0.012926822914817046,1.6202071625971217,0.04547826489558483,170500.0,171500.0,0.0736842105263158,-0.2947368421052632,-1.0315789473684212,-0.22105263157894736,NEXT_OPEN_LOST_LEVEL
PB_WIDE,000660.KS,KRLEVEL_RR|000660|2T|2121|2127|2128,2025-01-23 13:00:00+09:00,219500.0,197245.3907016642,224000.0,3464.285714285714,26754.609298335796,0.11944022008185623,7.722980003643323,0.018688368588178236,224000.0,225000.0,1.2989690721649485,0.0,-0.288659793814433,1.2989690721649485,PULLBACK_CONFIRM_CLOSE_TOO_FAR
PB_WIDE,000810.KS,KRLEVEL_RR|000810|3T|412|418|419,2023-11-22 11:00:00+09:00,249500.0,244451.32362879778,250000.0,1964.2857142857142,5548.676371202222,0.02219470548480889,2.824780698066586,0.09011158095199304,250000.0,251000.0,0.2545454545454546,0.0,-0.5090909090909091,0.2545454545454546,KEEP
PB_WIDE,000810.KS,KRLEVEL_RR|000810|2T|694|698|699,2024-01-31 10:00:00+09:00,255000.0,239355.1396967701,256000.0,3071.4285714285716,16644.860303229914,0.06501898555949186,5.419256842912064,0.030039302877355817,256500.0,259000.0,0.4883720930232558,-0.1627906976744186,-0.9767441860465116,0.3255813953488372,KEEP
PB_WIDE,000810.KS,KRLEVEL_RR|000810|4T|1618|1621|1623,2024-09-19 10:00:00+09:00,349750.0,337001.56102070166,356000.0,4892.857142857143,18998.438979298342,0.053366401627242536,3.8828926381047704,0.026317951729867135,356000.0,364000.0,1.2773722627737225,0.0,-1.635036496350365,1.2773722627737225,PULLBACK_CONFIRM_CLOSE_TOO_FAR
PB_WIDE,000810.KS,KRLEVEL_RR|000810|2T|2895|2897|2898,2025-08-06 11:00:00+09:00,432500.0,410850.5216215364,434500.0,4857.142857142857,23649.478378463595,0.0544291792369703,4.869010254389564,0.02114211535656216,434500.0,435000.0,0.411764705882353,0.0,-0.10294117647058824,0.411764705882353,KEEP
PB_WIDE,000810.KS,KRLEVEL_RR|000810|3T|3602|3603|3604,2026-01-30 10:00:00+09:00,493000.0,478701.8049056881,498500.0,5607.142857142857,19798.1950943119,0.039715536799020866,3.530888297074734,0.02525482740311272,499000.0,501000.0,1.070063694267516,-0.089171974522293,-0.445859872611465,0.9808917197452229,PULLBACK_CONFIRM_CLOSE_TOO_FAR
PB_WIDE,003490.KS,KRLEVEL_RR|003490|4T|1283|1286|1287,2024-06-27 10:00:00+09:00,22200.0,21305.56454226206,23050.0,253.57142857142858,1744.4354577379418,0.07568049708190637,6.879463776994699,0.028662568040686582,23000.0,23100.0,3.1549295774647885,0.19718309859154928,-0.19718309859154928,3.352112676056338,PULLBACK_CONFIRM_CLOSE_TOO_FAR
PB_WIDE,003490.KS,KRLEVEL_RR|003490|2T|2778|2782|2784,2025-07-10 09:00:00+09:00,23775.0,23295.371426931157,23900.0,217.85714285714286,604.6285730688433,0.025298266655600136,2.7753442698241986,0.08269539718611178,23900.0,23950.0,0.5737704918032787,0.0,-0.22950819672131148,0.5737704918032787,KEEP
PB_WIDE,003490.KS,KRLEVEL_RR|003490|5T|4326|4329|4330,2026-08-03 10:00:00+09:00,25850.0,23836.504619154854,26100.0,507.14285714285717,2263.4953808451464,0.08672396095192132,4.463230328427049,0.022089729196324202,26050.0,27000.0,0.39436619718309857,0.09859154929577464,-1.7746478873239435,0.4929577464788732,KEEP
PB_WIDE,003490.KS,KRLEVEL_RR|003490|2T|4349|4351|4353,2026-08-07 09:00:00+09:00,27275.0,25649.6008428685,27150.0,410.7142857142857,1500.3991571314982,0.05526332070465923,3.6531457738853867,0.03332446553461899,27500.0,27600.0,0.5478260869565217,-0.8521739130434782,-1.0956521739130434,-0.30434782608695654,NEXT_OPEN_LOST_LEVEL
PB_WIDE,003550.KS,KRLEVEL_RR|003550|2T|516|518|519,2023-12-15 09:00:00+09:00,84900.0,82746.29709434182,85100.0,650.0,2353.7029056581814,0.027658083497745962,3.6210813933202792,0.042486245719289856,85800.0,86100.0,1.3846153846153846,-1.0769230769230769,-1.5384615384615385,0.3076923076923077,PULLBACK_CONFIRM_CLOSE_TOO_FAR
PB_WIDE,003550.KS,KRLEVEL_RR|003550|3T|1162|1165|1167,2024-05-29 10:00:00+09:00,81200.0,78412.13031627926,81600.0,885.7142857142857,3187.869683720739,0.039067030437754155,3.599207707426641,0.03136891087821522,81600.0,82600.0,0.4516129032258065,0.0,-1.1290322580645162,0.4516129032258065,KEEP
PB_WIDE,003550.KS,KRLEVEL_RR|003550|2T|2508|2511|2512,2025-04-30 14:00:00+09:00,65900.0,64575.03495875073,66250.0,464.2857142857143,1674.9650412492701,0.025282491188668228,3.607617011921505,0.059702738586958896,66250.0,66300.0,0.7538461538461538,0.0,-0.1076923076923077,0.7538461538461538,KEEP
PB_WIDE,003550.KS,KRLEVEL_RR|003550|3T|3016|3017|3019,2025-09-04 10:00:00+09:00,75000.0,71364.9704571658,75200.0,507.14285714285717,3835.029542834207,0.05099773328236977,7.562030084461816,0.02607541842457278,75200.0,75700.0,0.39436619718309857,0.0,-0.9859154929577464,0.39436619718309857,KEEP
PB_WIDE,005380.KS,KRLEVEL_RR|005380|3T|1894|1896|1898,2024-11-27 10:00:00+09:00,220500.0,213866.7058978821,222000.0,2857.1428571428573,8133.294102117914,0.03663645991945006,2.8466529357412695,0.06147570636475567,221500.0,226500.0,0.35,0.175,-1.575,0.5249999999999999,KEEP
