mode,ending_equity,return_pct,trades,wins,losses,pf,max_dd_pct,commissions,taxes,pnl,trade_trades,trade_pnl,trade_pf,trade_winrate,trade_top1_share,trade_top3_share,trade_residual_top1,trade_residual_top3,rejects
STATIC_2023_TOP40,5707876.426500001,0.1415752853000003,28,14,14,3.3659284137063756,0.02833554624517176,7693.327499999999,45720.246,707876.4265000003,28,707876.4265000003,3.3659284137063756,0.5,0.30036630496047106,0.5615640893716484,426479.52650000015,181777.48900000006,35
DYNAMIC_ANNUAL_TOP40,5493679.033,0.09873580659999992,30,14,16,2.489124237889379,0.032685662609914234,7859.559,46821.408,493679.03300000035,30,493679.03300000035,2.489124237889379,0.4666666666666667,0.36473710365314954,0.6448319730003846,212282.1330000002,-3812.766999999876,32
