strategy,ticker,symbol,market,name,setup_id,entry_time,planned_seed,reserved_risk,structural_stop,active_stop,first_entry,R,target1,target2,level,touches,shares,cash_out,cash_in,buy_notional,sell_notional,fees,partial_taken,added20,added60,entry_i,bars_held,last_mark,mfe_R,mae_R,exit_time,exit_price,exit_reason,status,pnl,fill_count,fill_detail,event_detail
KR80_NORA_LEVEL_RR_A_RAW,010140.KS,010140,KOSPI,삼성중공업,KRLEVEL_RR|010140|2T|240|241|242,2023-10-11 03:00:00+00:00,530268.6032268167,50000.0,7010.181191861995,7010.181191861995,7740.0,729.8188081380049,8469.818808138005,9199.63761627601,7545.0,2,0.0,106106.74750568604,107096.3081910876,106053.72064536336,107149.88313265394,106.60180188900864,False,False,False,243,26,7820.0,0.49327311928075973,-0.21923249745811543,2023-10-17 04:00:00+00:00,7820.0,time,TIME,989.5606854015641,1,"[{""time"": ""2023-10-11 03:00:00+00:00"", ""price"": 7740.0, ""fraction"": 0.2, ""shares"": 13.702031091132216, ""reason"": ""starter20""}]","[{""time"": ""2023-10-17 04:00:00+00:00"", ""price"": 7820.0, ""shares"": 13.702031091132216, ""reason"": ""time""}]"
KR80_NORA_LEVEL_RR_A_RAW,000660.KS,000660,KOSPI,SK하이닉스,KRLEVEL_RR|000660|4T|240|241|243,2023-10-11 04:00:00+00:00,1000016.7986901178,38798.61677333773,118612.33111673608,123400.0,123400.0,4787.668883263919,128187.66888326392,132975.33776652784,122800.0,4,0.0,400206.7228357852,421387.68272486795,400006.71947604715,421598.48196585086,410.80260072094904,True,True,False,244,26,129900.0,1.5456373822901395,-0.6474967412296531,2023-10-17 05:00:00+00:00,129900.0,time,TIME,21180.959889082762,2,"[{""time"": ""2023-10-11 04:00:00+00:00"", ""price"": 123400.0, ""fraction"": 0.2, ""shares"": 1.6207727693518927, ""reason"": ""starter20""}, {""time"": ""2023-10-11 04:00:00+00:00"", ""price"": 121484.93244669444, ""fraction"": 0.2, ""shares"": 1.6463223521631516, ""reason"": ""adverse20""}]","[{""time"": ""2023-10-17 02:00:00+00:00"", ""price"": 128187.66888326392, ""shares"": 1.6335475607575223, ""reason"": ""target1_partial""}, {""time"": ""2023-10-17 05:00:00+00:00"", ""price"": 129900.0, ""shares"": 1.6335475607575223, ""reason"": ""time""}]"
KR80_NORA_LEVEL_RR_A_RAW,131290.KQ,131290,KOSDAQ,티에스이,KRLEVEL_RR|131290|2T|267|268|269,2023-10-18 00:00:00+00:00,1004636.6739855721,19871.422724460645,42688.59360099103,43550.0,43550.0,861.4063990089708,44411.40639900897,45272.81279801794,43375.0,2,0.0,402055.59692902595,404928.5711401263,401854.66959422885,405131.13670848054,403.49290315135465,True,True,False,270,6,43050.0,1.7993829646299833,-0.40631228233580263,2023-10-19 00:00:00+00:00,43050.0,gap_stop,BE_STOP,2872.9742111003725,2,"[{""time"": ""2023-10-18 00:00:00+00:00"", ""price"": 43550.0, ""fraction"": 0.2, ""shares"": 4.613716068820079, ""reason"": ""starter20""}, {""time"": ""2023-10-18 00:00:00+00:00"", ""price"": 43205.43744039641, ""fraction"": 0.2, ""shares"": 4.650510368615097, ""reason"": ""adverse20""}]","[{""time"": ""2023-10-18 00:00:00+00:00"", ""price"": 44411.40639900897, ""shares"": 4.632113218717588, ""reason"": ""target1_partial""}, {""time"": ""2023-10-19 00:00:00+00:00"", ""price"": 43050.0, ""shares"": 4.632113218717588, ""reason"": ""gap_stop""}]"
KR80_NORA_LEVEL_RR_A_RAW,005380.KS,005380,KOSPI,현대차,KRLEVEL_RR|005380|2T|265|268|269,2023-10-18 00:00:00+00:00,1004656.7671209144,21691.673608924146,186289.04908591326,186289.04908591326,190400.0,4110.950914086745,194510.95091408674,198621.9018281735,188800.0,2,0.0,201031.819100895,196494.72219304685,200931.3534241829,196593.01870239805,198.76218606329047,False,False,False,270,13,187800.0,0.632457077288551,-0.2919032664408697,2023-10-20 00:00:00+00:00,186289.04908591326,stop,LOSS,-4537.096907848143,1,"[{""time"": ""2023-10-18 00:00:00+00:00"", ""price"": 190400.0, ""fraction"": 0.2, ""shares"": 1.0553117301690278, ""reason"": ""starter20""}]","[{""time"": ""2023-10-20 00:00:00+00:00"", ""price"": 186289.04908591326, ""shares"": 1.0553117301690278, ""reason"": ""stop""}]"
KR80_NORA_LEVEL_RR_A_RAW,031980.KQ,031980,KOSDAQ,피에스케이홀딩스,KRLEVEL_RR|031980|2T|265|266|268,2023-10-17 05:00:00+00:00,391104.39369698253,50216.23200464254,23664.049136501522,23664.049136501522,27150.0,3485.9508634984777,30635.950863498478,34121.901726996955,26325.0,2,0.0,78259.9891787662,76885.93788621422,78220.8787393965,76924.40008625734,77.57263941282693,False,False,False,269,26,26700.0,0.48767181941683796,-0.38726879777219486,2023-10-24 00:00:00+00:00,26700.0,time,TIME,-1374.051292551987,1,"[{""time"": ""2023-10-17 05:00:00+00:00"", ""price"": 27150.0, ""fraction"": 0.2, ""shares"": 2.881063673642597, ""reason"": ""starter20""}]","[{""time"": ""2023-10-24 00:00:00+00:00"", ""price"": 26700.0, ""shares"": 2.881063673642597, ""reason"": ""time""}]"
KR80_NORA_LEVEL_RR_A_RAW,402340.KS,402340,KOSPI,SK스퀘어,KRLEVEL_RR|402340|2T|294|297|298,2023-10-24 05:00:00+00:00,1004811.4041356198,7637.877887309326,42375.42427917738,42700.0,42700.0,324.5757208226205,43024.57572082262,43349.15144164524,42600.0,2,0.0,402125.52393507503,406923.6067377734,401924.5616542479,407127.17032293486,404.5258659885914,True,True,False,299,2,42570.169711670955,3.3890396891428183,-0.4621417757922025,2023-10-25 00:00:00+00:00,43349.15144164524,target2,WIN,4798.082802698365,2,"[{""time"": ""2023-10-24 05:00:00+00:00"", ""price"": 42700.0, ""fraction"": 0.2, ""shares"": 4.706376600166838, ""reason"": ""starter20""}, {""time"": ""2023-10-25 00:00:00+00:00"", ""price"": 42570.169711670955, ""fraction"": 0.2, ""shares"": 4.720730083724062, ""reason"": ""adverse20""}]","[{""time"": ""2023-10-25 00:00:00+00:00"", ""price"": 43024.57572082262, ""shares"": 4.71355334194545, ""reason"": ""target1_partial""}, {""time"": ""2023-10-25 00:00:00+00:00"", ""price"": 43349.15144164524, ""shares"": 4.71355334194545, ""reason"": ""target2""}]"
KR80_NORA_LEVEL_RR_A_RAW,357780.KQ,357780,KOSDAQ,솔브레인,KRLEVEL_RR|357780|2T|283|284|285,2023-10-20 04:00:00+00:00,1003978.2149407276,38578.368491917,241355.1986015525,241355.1986015525,251000.0,9644.801398447511,260644.8013984475,270289.602796895,244250.0,2,0.0,1004480.204048198,986291.2517162876,1003978.2149407276,986784.6440383068,995.3814294895171,False,True,True,286,19,241500.0,0.7257795895234053,-0.9849865857817643,2023-10-25 04:00:00+00:00,241355.1986015525,stop,LOSS,-18188.952331910376,3,"[{""time"": ""2023-10-20 04:00:00+00:00"", ""price"": 251000.0, ""fraction"": 0.2, ""shares"": 0.799982641387034, ""reason"": ""starter20""}, {""time"": ""2023-10-24 01:00:00+00:00"", ""price"": 247142.079440621, ""fraction"": 0.2, ""shares"": 0.8124704762646023, ""reason"": ""adverse20""}, {""time"": ""2023-10-25 01:00:00+00:00"", ""price"": 243284.15888124198, ""fraction"": 0.6, ""shares"": 2.4760631014142143, ""reason"": ""support60""}]","[{""time"": ""2023-10-25 04:00:00+00:00"", ""price"": 241355.1986015525, ""shares"": 4.08851621906585, ""reason"": ""stop""}]"
KR80_NORA_LEVEL_RR_A_RAW,000660.KS,000660,KOSPI,SK하이닉스,KRLEVEL_RR|000660|2T|294|297|298,2023-10-24 05:00:00+00:00,1004831.5007656349,20498.08424127165,123135.77984252624,125700.0,125700.0,2564.2201574737555,128264.22015747376,130828.44031494751,124350.0,2,0.0,201066.78330320356,200038.24037495052,200966.300153127,200138.30952971536,200.55230484142118,True,False,False,299,7,122100.0,1.2869409790659814,-0.03899821148684792,2023-10-26 00:00:00+00:00,122100.0,gap_stop,BE_STOP,-1028.5429282530386,1,"[{""time"": ""2023-10-24 05:00:00+00:00"", ""price"": 125700.0, ""fraction"": 0.2, ""shares"": 1.598777248632673, ""reason"": ""starter20""}]","[{""time"": ""2023-10-25 00:00:00+00:00"", ""price"": 128264.22015747376, ""shares"": 0.7993886243163365, ""reason"": ""target1_partial""}, {""time"": ""2023-10-26 00:00:00+00:00"", ""price"": 122100.0, ""shares"": 0.7993886243163365, ""reason"": ""gap_stop""}]"
KR80_NORA_LEVEL_RR_A_RAW,240810.KQ,240810,KOSDAQ,원익IPS,KRLEVEL_RR|240810|2T|292|293|294,2023-10-24 01:00:00+00:00,1003886.3880168766,33482.81294600348,30981.030276205547,32050.0,32050.0,1068.9697237944529,33118.96972379445,34187.939447588906,31550.0,2,0.0,401755.3324843541,410805.73106483696,401554.5552067507,411011.2366831785,406.2828959449646,True,True,False,295,12,32400.0,1.3564462750666395,-0.608062123305735,2023-10-26 00:00:00+00:00,32050.0,stop,BE_STOP,9050.39858048287,2,"[{""time"": ""2023-10-24 01:00:00+00:00"", ""price"": 32050.0, ""fraction"": 0.2, ""shares"": 6.264501641290963, ""reason"": ""starter20""}, {""time"": ""2023-10-24 01:00:00+00:00"", ""price"": 31622.41211048222, ""fraction"": 0.2, ""shares"": 6.349208178740469, ""reason"": ""adverse20""}]","[{""time"": ""2023-10-25 00:00:00+00:00"", ""price"": 33118.96972379445, ""shares"": 6.306854910015716, ""reason"": ""target1_partial""}, {""time"": ""2023-10-26 00:00:00+00:00"", ""price"": 32050.0, ""shares"": 6.306854910015716, ""reason"": ""stop""}]"
KR80_NORA_LEVEL_RR_A_RAW,033780.KS,033780,KOSPI,KT&G,KRLEVEL_RR|033780|2T|312|316|317,2023-10-30 00:00:00+00:00,1007643.5003191564,8846.360839845418,85344.106007661,86100.0,86100.0,755.8939923389989,86855.893992339,87611.787984678,86300.0,2,0.0,403258.9288277264,405102.86399255425,403057.4001276626,405305.51675092964,404.1814584392961,True,True,False,318,1,86000.0,1.0583494618399092,-0.6614684136499432,2023-10-30 01:00:00+00:00,86000.0,gap_stop,BE_STOP,1843.9351648278534,2,"[{""time"": ""2023-10-30 00:00:00+00:00"", ""price"": 86100.0, ""fraction"": 0.2, ""shares"": 2.3406353085230114, ""reason"": ""starter20""}, {""time"": ""2023-10-30 00:00:00+00:00"", ""price"": 85797.6424030644, ""fraction"": 0.2, ""shares"": 2.3488838902714813, ""reason"": ""adverse20""}]","[{""time"": ""2023-10-30 00:00:00+00:00"", ""price"": 86855.893992339, ""shares"": 2.3447595993972463, ""reason"": ""target1_partial""}, {""time"": ""2023-10-30 01:00:00+00:00"", ""price"": 86000.0, ""shares"": 2.3447595993972463, ""reason"": ""gap_stop""}]"
