market,entry_mode,base_trades,base_wins,base_sum_net_r,base_mean_net_r,base_median_net_r,base_pf,base_winrate,base_avg_win_r,base_avg_loss_r,base_max_drawdown_r,base_top3_ticker_r,base_residual_ex_top3_r,base_max_positive_month_share,double_cost_trades,double_cost_wins,double_cost_sum_net_r,double_cost_mean_net_r,double_cost_median_net_r,double_cost_pf,double_cost_winrate,double_cost_avg_win_r,double_cost_avg_loss_r,double_cost_max_drawdown_r,double_cost_top3_ticker_r,double_cost_residual_ex_top3_r,double_cost_max_positive_month_share,profitable_folds,sample_30,base_positive,pf_1p10,mdd_20r_or_less,three_profitable_folds,double_cost_positive,residual_ex_top3_positive,month_share_50pct_or_less,criteria_pass_count,development_gate_pass,net_r_per_mdd,selected_for_locked_test
KR,DAILY_5_20_CROSS,17,6,12.441134482056336,0.7318314401209609,-0.2606094686961409,3.3129370862544287,0.35294117647058826,2.9700113091150233,0.48899394296670945,3.0699269293148106,14.605157796885003,-2.1640233148286665,0.7707340601430773,17,6,12.086853918570965,0.7109914069747626,-0.2759168920982033,3.162419825751464,0.35294117647058826,2.9460596263391676,0.508136712678549,3.1648923192496543,14.499683381545548,-2.4128294629745834,0.7798219365442106,2,False,True,True,True,False,True,False,False,4,False,4.052583259639057,True
KR,MA20_RECLAIM_60M,15,4,-3.089297012560518,-0.2059531341707012,-0.20032073879774828,0.4012858222028363,0.26666666666666666,0.5176472921834265,0.4690805619358386,4.381487399950146,0.702280552231058,-3.7915775647915764,0.5976381204918808,15,3,-3.413884783412321,-0.22759231889415474,-0.22611792989158985,0.36979807599914344,0.2,0.6677478950312402,0.4514273723755035,4.6024094989564395,0.5334639322005429,-3.947348715612864,0.6135998267637492,0,False,False,False,True,False,False,False,False,1,False,-0.705079515370892,False
