market,month,ticker,momentum63,rank,universe_count,eligible
KR,2025-12-01,091160.KS,0.49946129241999615,1,9,True
KR,2025-12-01,445290.KS,0.3547437858638718,2,9,True
KR,2025-12-01,102970.KS,0.18030181345088714,3,9,True
KR,2025-12-01,091180.KS,0.16935684513479554,4,9,True
KR,2025-12-01,091170.KS,0.1085150923659648,5,9,True
KR,2025-12-01,117680.KS,0.0802950831471585,6,9,False
KR,2025-12-01,140700.KS,0.06864004072580765,7,9,False
KR,2025-12-01,117700.KS,-0.03940881696962206,8,9,False
KR,2025-12-01,140710.KS,-0.06628000231638942,9,9,False
KR,2026-01-01,445290.KS,0.38325879385670913,1,9,True
KR,2026-01-01,091160.KS,0.3001061085557859,2,9,True
KR,2026-01-01,091180.KS,0.27814920103052265,3,9,True
KR,2026-01-01,117680.KS,0.08740892671358358,4,9,True
KR,2026-01-01,102970.KS,0.07858401718423291,5,9,True
KR,2026-01-01,091170.KS,0.07301184119933035,6,9,False
KR,2026-01-01,117700.KS,0.053777265115960926,7,9,False
KR,2026-01-01,140700.KS,0.02593767831267879,8,9,False
KR,2026-01-01,140710.KS,-0.0016963795593314401,9,9,False
KR,2026-02-01,445290.KS,0.6377171882009276,1,9,True
KR,2026-02-01,091160.KS,0.5082078678905433,2,9,True
KR,2026-02-01,091180.KS,0.4651234844709413,3,9,True
KR,2026-02-01,102970.KS,0.36888340211088777,4,9,True
