market,entry_mode,selected_development_mode,development_gate_pass,window,trades,wins,sum_net_r,mean_net_r,median_net_r,pf,winrate,avg_win_r,avg_loss_r,max_drawdown_r,top3_ticker_r,residual_ex_top3_r,max_positive_month_share
KR,DAILY_5_20_CROSS,True,False,VALIDATION_2026_H1,9,7,14.478605236889532,1.608733915209948,1.1012868118620605,28.739960925186534,0.7777777777777778,2.1429350855027676,0.26097018081492074,0.41489228092079244,12.448102693780688,2.0305025431088435,0.46188706091070186
KR,DAILY_5_20_CROSS,True,False,STRESS_2026_07_PLUS,1,0,-0.5034987156672919,-0.5034987156672919,-0.5034987156672919,0.0,0.0,0.0,0.5034987156672919,0.5034987156672919,-0.5034987156672919,0.0,0.0
KR,CROSS_60M_REGIME,False,False,VALIDATION_2026_H1,0,0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
KR,CROSS_60M_REGIME,False,False,STRESS_2026_07_PLUS,0,0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
