entry_mode,cost_label,window,raw_trades,raw_wins,raw_sum_net_r,raw_mean_net_r,raw_median_net_r,raw_pf,raw_winrate,raw_avg_win_r,raw_avg_loss_r,raw_max_drawdown_r,raw_top3_ticker_r,raw_residual_ex_top3_r,raw_max_positive_month_share,dedup_trades,dedup_wins,dedup_sum_net_r,dedup_mean_net_r,dedup_median_net_r,dedup_pf,dedup_winrate,dedup_avg_win_r,dedup_avg_loss_r,dedup_max_drawdown_r,dedup_top3_ticker_r,dedup_residual_ex_top3_r,dedup_max_positive_month_share
DAILY_5_20_CROSS,BASE_5BP_SIDE,DEVELOPMENT_TO_2025,17,6,12.441134482056336,0.7318314401209609,-0.2606094686961409,3.3129370862544287,0.35294117647058826,2.9700113091150233,0.48899394296670945,3.0699269293148106,14.605157796885003,-2.1640233148286665,0.7707340601430773,14,6,13.27029169626494,0.9478779783046385,-0.24292980972637634,3.916691114944465,0.42857142857142855,2.9700113091150233,0.56872201980315,2.7811151300628563,14.605157796885003,-1.3348661006200633,0.7484279263655664
DAILY_5_20_CROSS,BASE_5BP_SIDE,VALIDATION_2026_H1,9,7,14.478605236889532,1.608733915209948,1.1012868118620605,28.739960925186534,0.7777777777777778,2.1429350855027676,0.26097018081492074,0.41489228092079244,12.448102693780688,2.0305025431088435,0.46188706091070186,8,6,10.904709892138555,1.3630887365173194,0.9976884282562387,21.89263581395942,0.75,1.9044417089613999,0.26097018081492074,0.41489228092079244,10.104891063864436,0.7998188282741197,0.5672023842892433
DAILY_5_20_CROSS,BASE_5BP_SIDE,STRESS_2026_07_PLUS,1,0,-0.4848993328660547,-0.4848993328660547,-0.4848993328660547,0.0,0.0,0.0,0.4848993328660547,0.4848993328660547,-0.4848993328660547,0.0,0.0,1,0,-0.4848993328660547,-0.4848993328660547,-0.4848993328660547,0.0,0.0,0.0,0.4848993328660547,0.4848993328660547,-0.4848993328660547,0.0,0.0
DAILY_5_20_CROSS,STRESS_10BP_SIDE,DEVELOPMENT_TO_2025,17,6,12.086853918570965,0.7109914069747626,-0.2759168920982033,3.1624198257514653,0.35294117647058826,2.9460596263391676,0.5081367126785489,3.1648923192496543,14.499683381545548,-2.4128294629745834,0.7798219365442107,14,6,12.984729433173515,0.9274806737981082,-0.26096900201582723,3.767638127761723,0.42857142857142855,2.9460596263391676,0.5864535406076861,2.8502433472805446,14.499683381545548,-1.5149539483720336,0.7549027947037648
DAILY_5_20_CROSS,STRESS_10BP_SIDE,VALIDATION_2026_H1,9,7,14.355169199740814,1.5950187999712016,1.0845663682226292,27.386111201198442,0.7777777777777778,2.1284588320966207,0.27202131246776545,0.4283866981921838,12.374004376900558,1.981164822840256,0.4630983835846721,8,6,10.79256990640015,1.3490712383000187,0.98229221605587,20.837728537684104,0.75,1.8894354218892804,0.27202131246776545,0.4283866981921838,10.04123316765039,0.7513367387497603,0.5687089700123195
DAILY_5_20_CROSS,STRESS_10BP_SIDE,STRESS_2026_07_PLUS,1,0,-0.5034987156672919,-0.5034987156672919,-0.5034987156672919,0.0,0.0,0.0,0.5034987156672919,0.5034987156672919,-0.5034987156672919,0.0,0.0,1,0,-0.5034987156672919,-0.5034987156672919,-0.5034987156672919,0.0,0.0,0.0,0.5034987156672919,0.5034987156672919,-0.5034987156672919,0.0,0.0
MA20_RECLAIM_60M,BASE_5BP_SIDE,DEVELOPMENT_TO_2025,15,4,-3.0892970125605173,-0.20595313417070116,-0.2003207387977482,0.4012858222028363,0.26666666666666666,0.5176472921834265,0.4690805619358386,4.381487399950146,0.702280552231058,-3.7915775647915755,0.5976381204918807,12,3,-2.4247574396384617,-0.2020631199698718,-0.17801540543165445,0.37240223946029244,0.25,0.4795986418077926,0.42928370722909326,3.160392442593364,0.1994819278166028,-2.6242393674550644,1.0
MA20_RECLAIM_60M,BASE_5BP_SIDE,VALIDATION_2026_H1,15,8,14.597009253394416,0.9731339502262945,0.00292398094203,3.838358924656737,0.5333333333333333,2.467471619530966,0.7346805289790442,2.6978589010160956,16.02602796618024,-1.4290187127858243,0.8567164155061062,13,6,10.627053016405911,0.8174656166466086,-0.2278908505683648,3.0664089642131156,0.46153846153846156,2.628302786543204,0.7346805289790442,3.709662925418405,13.233332372456715,-2.6062793560508037,0.9655518064353555
MA20_RECLAIM_60M,BASE_5BP_SIDE,STRESS_2026_07_PLUS,0,0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
MA20_RECLAIM_60M,STRESS_10BP_SIDE,DEVELOPMENT_TO_2025,15,3,-3.4138847834123203,-0.22759231889415468,-0.2261179298915898,0.36979807599914344,0.2,0.6677478950312402,0.4514273723755035,4.602409498956439,0.533463932200543,-3.947348715612863,0.6135998267637491,12,2,-2.6718797518110975,-0.22265664598425813,-0.19661425272531413,0.3425242937151871,0.16666666666666666,0.6959829208385654,0.4063845593488228,3.3364250885994884,0.054284102134383394,-2.726163853945481,1.0
