market,ticker,entry_mode,signal_i,signal_date,entry_date,momentum63,momentum_rank,universe_count,asset_60m_regime,market_60m_regime,daily_strict_stack,intraday_strict_stack,signal_close,signal_atr14,signal_rsi14
KR,091160.KS,DAILY_5_20_CROSS,857,2025-03-19,2025-03-20,0.11166734242441345,3,9,False,True,False,False,33428.0859375,925.1378594721718,56.83293206391335
KR,091160.KS,DAILY_5_20_CROSS,974,2025-09-08,2025-09-09,0.18969886875178532,2,9,True,False,True,False,38145.04296875,753.1162913097376,60.151309881827096
KR,091160.KS,DAILY_5_20_CROSS,1045,2025-12-23,2025-12-24,0.49946129241999615,1,9,False,True,True,False,58241.625,1659.097704485971,56.92170722930889
KR,091160.KS,DAILY_5_20_CROSS,1116,2026-04-10,2026-04-13,0.49069394097434604,3,9,False,False,True,False,102905.6953125,5284.023001138188,57.132946498003754
KR,091160.KS,DAILY_5_20_CROSS,1158,2026-06-15,2026-06-16,0.6746611982012061,1,9,True,True,True,False,173050.0,10133.051828815282,63.21675877640841
KR,091180.KS,DAILY_5_20_CROSS,1027,2025-11-27,2025-11-28,0.11936935135087556,4,9,True,False,True,True,22052.720703125,505.7685774743765,62.41525286989648
KR,091180.KS,DAILY_5_20_CROSS,1052,2026-01-06,2026-01-07,0.27814920103052265,3,9,False,True,True,False,24335.216796875,637.9109444770711,59.475728753234435
KR,091180.KS,DAILY_5_20_CROSS,1079,2026-02-12,2026-02-13,0.4651234844709413,3,9,True,True,True,True,32257.107421875,1177.3508923265488,63.74857155110731
KR,091170.KS,DAILY_5_20_CROSS,977,2025-09-11,2025-09-12,0.16087732769670526,5,9,False,False,True,False,11442.474609375,223.64564556466985,60.80113021485349
KR,091170.KS,DAILY_5_20_CROSS,1000,2025-10-21,2025-10-22,0.052398805897513556,4,9,False,True,True,False,11623.3779296875,247.7728925977146,57.16177943269559
KR,091170.KS,DAILY_5_20_CROSS,1029,2025-12-01,2025-12-02,0.1085150923659648,5,9,True,False,True,False,12354.5966796875,296.99139998885,60.42059632264872
KR,091170.KS,DAILY_5_20_CROSS,1046,2025-12-24,2025-12-26,0.1085150923659648,5,9,True,True,True,True,12476.0537109375,236.38348152466276,57.023794091226016
KR,102970.KS,DAILY_5_20_CROSS,968,2025-08-29,2025-09-01,0.6187750565483956,1,9,False,False,True,False,12730.201171875,409.33825204159274,50.90660359281268
KR,102970.KS,DAILY_5_20_CROSS,999,2025-10-20,2025-10-21,0.0167333704330197,5,9,True,True,True,True,15443.7578125,532.358987822352,67.65683520753433
KR,102970.KS,DAILY_5_20_CROSS,1016,2025-11-12,2025-11-13,0.21568634526667396,3,9,True,True,True,True,15850.30078125,700.749703433687,58.955729484413794
KR,102970.KS,DAILY_5_20_CROSS,1045,2025-12-23,2025-12-24,0.18030181345088714,3,9,False,True,True,False,15076.3984375,451.4076576778042,55.78147647176306
KR,102970.KS,DAILY_5_20_CROSS,1116,2026-04-10,2026-04-13,0.6049383115890472,2,9,False,False,True,False,27071.880859375,1514.6081121944687,55.930149088506035
KR,140700.KS,DAILY_5_20_CROSS,961,2025-08-20,2025-08-21,0.35270544618132815,4,9,False,False,True,False,11308.4453125,239.81399476978223,50.73908162651835
