market,ticker,entry_mode,signal_i,signal_date,entry_date,momentum63,momentum_rank,universe_count,asset_60m_regime,market_60m_regime,daily_strict_stack,intraday_strict_stack,signal_close,signal_atr14,signal_rsi14
KR,140700.KS,DAILY_5_20_CROSS,1014,2025-11-10,2025-11-11,0.056238991160660445,5,9,False,True,True,False,12805.7978515625,303.0620125866385,65.07726349745151
KR,140700.KS,DAILY_5_20_CROSS,1118,2026-04-14,2026-04-15,0.16034088123903345,5,9,False,False,True,False,15854.33203125,614.3386610283258,56.10597667490718
KR,140700.KS,DAILY_5_20_CROSS,1187,2026-07-27,2026-07-28,0.23371016432814873,2,9,False,False,True,False,19243.69921875,887.6287350186302,50.37441594761467
KR,117700.KS,DAILY_5_20_CROSS,954,2025-08-08,2025-08-11,0.29408144350961396,5,9,False,True,True,False,4232.87841796875,111.13745101256036,53.46482556734507
KR,117700.KS,DAILY_5_20_CROSS,1094,2026-03-11,2026-03-12,0.8571429413980065,3,9,True,False,True,False,6381.64892578125,355.56855171634646,57.84356218624269
KR,117700.KS,DAILY_5_20_CROSS,1160,2026-06-17,2026-06-18,0.17544501476166863,3,9,False,True,True,False,7861.1435546875,555.0497853610187,50.03441049489203
KR,117680.KS,DAILY_5_20_CROSS,975,2025-09-09,2025-09-10,0.17716127031756668,3,9,False,False,True,False,11262.943359375,220.87523112382,52.494396054142406
KR,117680.KS,DAILY_5_20_CROSS,1057,2026-01-13,2026-01-14,0.08740892671358358,4,9,True,True,True,True,13348.822265625,413.74536024142213,65.46320262465244
KR,445290.KS,DAILY_5_20_CROSS,725,2025-12-02,2025-12-03,0.3547437858638718,2,9,False,False,True,True,23589.58984375,789.9929608989092,62.95327168165815
KR,445290.KS,DAILY_5_20_CROSS,779,2026-02-24,2026-02-25,0.6377171882009276,1,9,True,True,True,True,35484.16796875,1311.3521099728346,62.481015283944835
KR,091160.KS,MA20_RECLAIM_60M,1015,2025-11-11,2025-11-12,0.5968465418653115,1,9,True,True,True,False,59730.26171875,2051.5787796256263,66.93978444680066
KR,091160.KS,MA20_RECLAIM_60M,1047,2025-12-26,2025-12-29,0.49946129241999615,1,9,True,True,True,False,59470.5,1621.2157246089796,60.126731737862954
KR,091160.KS,MA20_RECLAIM_60M,1090,2026-03-05,2026-03-06,0.9935691546603513,2,9,True,True,True,True,100492.90625,6088.4160398758295,60.71994265437397
KR,091160.KS,MA20_RECLAIM_60M,1099,2026-03-18,2026-03-19,0.9935691546603513,2,9,True,True,True,True,105003.7734375,5648.301836127833,61.940972329122715
KR,091160.KS,MA20_RECLAIM_60M,1154,2026-06-09,2026-06-10,0.6746611982012061,1,9,True,True,True,False,158600.0,9294.795317242666,57.16993089109869
KR,091160.KS,MA20_RECLAIM_60M,1166,2026-06-25,2026-06-26,0.6746611982012061,1,9,True,True,True,True,182185.0,10970.06139867652,60.55233382896651
KR,091180.KS,MA20_RECLAIM_60M,1014,2025-11-10,2025-11-11,0.11936935135087556,4,9,True,True,True,True,21793.6796875,632.942082341855,64.20395216434625
KR,091180.KS,MA20_RECLAIM_60M,1016,2025-11-12,2025-11-13,0.11936935135087556,4,9,True,True,True,False,22033.171875,611.3841832949678,66.04228611293024
KR,091180.KS,MA20_RECLAIM_60M,1043,2025-12-19,2025-12-22,0.16935684513479554,4,9,True,True,True,True,24237.46484375,641.1784664711639,60.668906495432125
KR,091180.KS,MA20_RECLAIM_60M,1044,2025-12-22,2025-12-23,0.16935684513479554,4,9,True,True,True,True,24310.779296875,622.2616463441003,61.20577608478068
KR,091180.KS,MA20_RECLAIM_60M,1053,2026-01-07,2026-01-08,0.27814920103052265,3,9,True,True,True,True,25703.736328125,720.8191740664156,70.46888866554693
KR,091180.KS,MA20_RECLAIM_60M,1055,2026-01-09,2026-01-12,0.27814920103052265,3,9,True,True,True,True,26456.421875,784.7326139047273,71.89937117957763
KR,091180.KS,MA20_RECLAIM_60M,1073,2026-02-04,2026-02-05,0.4651234844709413,3,9,True,True,True,True,31248.15625,1234.4913703660416,61.82396003093167
KR,091180.KS,MA20_RECLAIM_60M,1076,2026-02-09,2026-02-10,0.4651234844709413,3,9,True,True,True,True,30724.087890625,1243.2811517422808,57.55731792595222
KR,091180.KS,MA20_RECLAIM_60M,1081,2026-02-19,2026-02-20,0.4651234844709413,3,9,True,True,True,True,32741.994140625,1137.7354960602017,64.88088559520332
KR,091170.KS,MA20_RECLAIM_60M,989,2025-09-29,2025-09-30,0.16087732769670526,5,9,True,True,True,True,11575.12890625,207.69352255857316,56.45314572810489
KR,091170.KS,MA20_RECLAIM_60M,992,2025-10-02,2025-10-10,0.052398805897513556,4,9,True,True,True,False,11584.77734375,206.83742227391065,56.34659830711833
KR,102970.KS,MA20_RECLAIM_60M,931,2025-07-08,2025-07-09,0.7350756694424607,1,9,True,True,True,True,13758.8056640625,581.4696610395995,66.08375512834351
KR,102970.KS,MA20_RECLAIM_60M,932,2025-07-09,2025-07-10,0.7350756694424607,1,9,True,True,True,True,14434.7451171875,598.0137334754163,71.12662622949583
KR,102970.KS,MA20_RECLAIM_60M,933,2025-07-10,2025-07-11,0.7350756694424607,1,9,True,True,True,False,14630.669921875,594.1335225479941,72.40727773598925
KR,102970.KS,MA20_RECLAIM_60M,934,2025-07-11,2025-07-14,0.7350756694424607,1,9,True,True,True,False,14787.4091796875,577.9352854186255,73.42285913280352
KR,102970.KS,MA20_RECLAIM_60M,989,2025-09-29,2025-09-30,0.1728339813026396,4,9,True,True,True,False,13861.666015625,428.4558879969572,53.263085212310564
KR,102970.KS,MA20_RECLAIM_60M,999,2025-10-20,2025-10-21,0.0167333704330197,5,9,True,True,True,True,15443.7578125,532.358987822352,67.65683520753433
KR,102970.KS,MA20_RECLAIM_60M,1014,2025-11-10,2025-11-11,0.21568634526667396,3,9,True,True,True,False,15522.126953125,678.8315807116383,57.26614595542465
KR,102970.KS,MA20_RECLAIM_60M,1016,2025-11-12,2025-11-13,0.21568634526667396,3,9,True,True,True,True,15850.30078125,700.749703433687,58.955729484413794
KR,102970.KS,MA20_RECLAIM_60M,1017,2025-11-13,2025-11-14,0.21568634526667396,3,9,True,True,True,True,16021.7353515625,679.7349799818834,60.27116558253872
KR,102970.KS,MA20_RECLAIM_60M,1050,2026-01-02,2026-01-05,0.07858401718423291,5,9,True,True,True,True,15267.4248046875,439.1793366448296,57.065506018206705
KR,102970.KS,MA20_RECLAIM_60M,1051,2026-01-05,2026-01-06,0.07858401718423291,5,9,True,True,True,True,15443.7578125,441.3964609608745,59.35620710233918
KR,102970.KS,MA20_RECLAIM_60M,1052,2026-01-06,2026-01-07,0.07858401718423291,5,9,True,True,True,True,16349.908203125,475.99269616808215,68.62127679796792
KR,102970.KS,MA20_RECLAIM_60M,1131,2026-05-04,2026-05-06,0.3908042048772582,3,9,True,True,True,True,29447.22265625,1300.9868002710518,61.06842150571962
KR,102970.KS,MA20_RECLAIM_60M,1132,2026-05-06,2026-05-07,0.3908042048772582,3,9,True,True,True,True,33263.8125,1524.2200948863658,71.8706942190607
KR,140700.KS,MA20_RECLAIM_60M,931,2025-07-08,2025-07-09,0.31469747313387453,4,9,True,True,False,True,11513.9638671875,285.9992304456767,72.0994497395281
KR,140700.KS,MA20_RECLAIM_60M,932,2025-07-09,2025-07-10,0.31469747313387453,4,9,True,True,False,True,11895.642578125,297.37726918902877,76.56013258810324
KR,140700.KS,MA20_RECLAIM_60M,933,2025-07-10,2025-07-11,0.31469747313387453,4,9,True,True,False,False,12135.4150390625,299.2045089640673,78.84797723176837
KR,140700.KS,MA20_RECLAIM_60M,984,2025-09-22,2025-09-23,0.2268993422255734,1,9,True,True,True,False,12458.3740234375,224.96774368173863,62.171875305149285
KR,140700.KS,MA20_RECLAIM_60M,985,2025-09-23,2025-09-24,0.2268993422255734,1,9,True,True,True,True,12507.306640625,217.98619941071598,63.21152551054414
KR,140700.KS,MA20_RECLAIM_60M,1131,2026-05-04,2026-05-06,0.19574919288236536,4,9,True,True,True,True,16033.087890625,421.47621487023554,56.11454782207417
KR,140700.KS,MA20_RECLAIM_60M,1132,2026-05-06,2026-05-07,0.19574919288236536,4,9,True,True,True,True,16687.193359375,454.49873904304525,63.60722234832051
KR,140700.KS,MA20_RECLAIM_60M,1138,2026-05-14,2026-05-15,0.19574919288236536,4,9,True,True,True,True,17825.638671875,537.026691278266,73.21999694818084
KR,140700.KS,MA20_RECLAIM_60M,1148,2026-05-29,2026-06-01,0.19574919288236536,4,9,True,True,True,True,18399.853515625,740.3455937881577,63.156956830264825
KR,140700.KS,MA20_RECLAIM_60M,1149,2026-06-01,2026-06-02,0.0880220645905061,5,9,True,True,True,False,18949.1015625,759.1515016676314,67.15204004723385
KR,140700.KS,MA20_RECLAIM_60M,1150,2026-06-02,2026-06-04,0.0880220645905061,5,9,True,True,True,True,20761.625,852.9384357910251,76.28927757313528
KR,140700.KS,MA20_RECLAIM_60M,1157,2026-06-12,2026-06-15,0.0880220645905061,5,9,True,True,True,False,20077.560546875,945.9949194246198,61.53808127408086
KR,140700.KS,MA20_RECLAIM_60M,1158,2026-06-15,2026-06-16,0.0880220645905061,5,9,True,True,True,True,20881.4609375,944.7616954715811,65.39751488894152
KR,140700.KS,MA20_RECLAIM_60M,1159,2026-06-16,2026-06-17,0.0880220645905061,5,9,True,True,True,True,21410.73828125,917.9374353083409,67.69586651874323
KR,117700.KS,MA20_RECLAIM_60M,1091,2026-03-06,2026-03-09,0.8571429413980065,3,9,True,True,True,True,6341.857421875,349.15798140683415,58.20778735496576
KR,117700.KS,MA20_RECLAIM_60M,1133,2026-05-07,2026-05-08,0.8126979221147468,1,9,True,True,True,True,9694.4140625,459.40457194521724,67.3468507510254
KR,117680.KS,MA20_RECLAIM_60M,1057,2026-01-13,2026-01-14,0.08740892671358358,4,9,True,True,True,True,13348.822265625,413.74536024142213,65.46320262465244
KR,117680.KS,MA20_RECLAIM_60M,1059,2026-01-15,2026-01-16,0.08740892671358358,4,9,True,True,True,True,13816.5966796875,436.38712414490277,67.94555179889946
KR,117680.KS,MA20_RECLAIM_60M,1076,2026-02-09,2026-02-10,0.3015440392821782,5,9,True,True,True,True,15086.8515625,589.8527353733328,58.82036524568212
KR,117680.KS,MA20_RECLAIM_60M,1081,2026-02-19,2026-02-20,0.3015440392821782,5,9,True,True,True,True,15313.4990234375,508.1080260884887,59.81542547643294
KR,117680.KS,MA20_RECLAIM_60M,1082,2026-02-20,2026-02-23,0.3015440392821782,5,9,True,True,True,True,15776.6484375,523.5493772859609,63.86327454365567
KR,445290.KS,MA20_RECLAIM_60M,627,2025-07-09,2025-07-10,0.22766619135302135,5,9,True,True,True,True,16729.25,418.59101607526907,59.50311499895483
KR,445290.KS,MA20_RECLAIM_60M,712,2025-11-13,2025-11-14,0.4176524499600527,2,9,True,True,True,False,23240.3359375,795.7706308677439,61.34056535214534
KR,445290.KS,MA20_RECLAIM_60M,726,2025-12-03,2025-12-04,0.3547437858638718,2,9,True,True,True,True,23754.236328125,765.2828241683818,63.95912263382232
KR,445290.KS,MA20_RECLAIM_60M,738,2025-12-19,2025-12-22,0.3547437858638718,2,9,True,True,True,True,25350.82421875,840.4192947968472,61.3861003309859
KR,445290.KS,MA20_RECLAIM_60M,739,2025-12-22,2025-12-23,0.3547437858638718,2,9,True,True,True,False,25894.662109375,826.3625339178989,64.60553725131223
KR,445290.KS,MA20_RECLAIM_60M,779,2026-02-24,2026-02-25,0.6377171882009276,1,9,True,True,True,True,35484.16796875,1311.3521099728346,62.481015283944835
KR,445290.KS,MA20_RECLAIM_60M,780,2026-02-25,2026-02-26,0.6377171882009276,1,9,True,True,True,False,37095.72265625,1332.795151224775,68.37616025334884
KR,445290.KS,MA20_RECLAIM_60M,781,2026-02-26,2026-02-27,0.6377171882009276,1,9,True,True,True,True,38567.58203125,1342.7283100658626,72.60921465898772
KR,445290.KS,MA20_RECLAIM_60M,844,2026-06-01,2026-06-02,0.2037587512458532,2,9,True,True,True,True,50271.69921875,2612.020659598081,76.7838078437147
