version,paper_universe,setup_id,ticker,confirm_time_utc,observed_run_time_utc,theoretical_next_bar_time_utc,theoretical_next_bar_open,structural_stop,level,level_touches,breakout_i,retest_i,confirm_i,entry_i,status,note
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|CSCO|2T|854|856|857,CSCO,2026-08-17 16:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-17 17:30:00+00:00,112.87999725341797,109.69751720194738,112.0099983215332,2,854,856,857,858,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|TMUS|2T|822|823|824,TMUS,2026-08-10 18:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-10 19:30:00+00:00,176.61000061035156,172.7288483160319,175.63249969482422,2,822,823,824,825,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|TMUS|3T|845|851|852,TMUS,2026-08-14 18:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-14 19:30:00+00:00,182.2899932861328,175.4072747245078,181.76589965820312,3,845,851,852,853,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|TMUS|4T|868|871|872,TMUS,2026-08-19 17:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-19 18:30:00+00:00,184.77000427246094,178.6858623824094,184.1125030517578,4,868,871,872,873,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|INTU|4T|840|842|843,INTU,2026-08-13 16:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-13 17:30:00+00:00,339.3999938964844,327.65849879491515,336.9049987792969,4,840,842,843,844,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|AMAT|2T|833|834|836,AMAT,2026-08-12 16:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-12 17:30:00+00:00,552.0700073242188,519.6402598483737,545.3099975585938,2,833,834,836,837,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|QCOM|2T|833|835|836,QCOM,2026-08-12 16:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-12 17:30:00+00:00,163.13999938964844,160.9868713210447,162.81999969482422,2,833,835,836,837,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JPM|2T|820|825|827,JPM,2026-08-11 14:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-11 15:30:00+00:00,361.1000061035156,352.82841156536574,359.17498779296875,2,820,825,827,828,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JPM|4T|842|843|844,JPM,2026-08-13 17:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-13 18:30:00+00:00,363.6549987792969,360.8182804363056,362.7850036621094,4,842,843,844,845,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|LLY|3T|819|821|822,LLY,2026-08-10 16:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-10 17:30:00+00:00,1216.77001953125,1157.8786357769982,1206.93994140625,3,819,821,822,823,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|LLY|7T|834|838|840,LLY,2026-08-13 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-13 14:30:00+00:00,1225.1700439453125,1207.090403418136,1216.93994140625,7,834,838,840,841,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|LLY|4T|854|859|861,LLY,2026-08-18 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-18 14:30:00+00:00,1210.7099609375,1168.3562964049638,1188.5099487304688,4,854,859,861,862,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|WMT|2T|823|824|825,WMT,2026-08-10 19:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-11 13:30:00+00:00,112.50499725341797,110.59024972463244,111.83499908447266,2,823,824,825,826,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|WMT|4T|862|866|868,WMT,2026-08-19 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-19 14:30:00+00:00,116.52999877929688,113.72342194169258,115.55249786376953,4,862,866,868,869,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|V|2T|837|838|840,V,2026-08-13 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-13 14:30:00+00:00,361.2699890136719,358.37825138146997,359.30499267578125,2,837,838,840,841,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|V|5T|862|863|865,V,2026-08-18 17:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-18 18:30:00+00:00,365.7298889160156,359.1164375008903,363.6600036621094,5,862,863,865,866,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|MA|2T|845|848|850,MA,2026-08-14 16:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-14 17:30:00+00:00,568.5,555.2931961104056,565.1771850585938,2,845,848,850,851,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|MA|3T|862|863|865,MA,2026-08-18 17:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-18 18:30:00+00:00,576.094970703125,560.9092274455875,573.2100219726562,3,862,863,865,866,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|XOM|2T|845|846|847,XOM,2026-08-14 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-14 14:30:00+00:00,161.02810668945312,157.1614574487544,158.64000701904297,2,845,846,847,848,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JNJ|4T|819|820|822,JNJ,2026-08-10 16:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-10 17:30:00+00:00,260.6499938964844,254.71154017589922,259.42250061035156,4,819,820,822,823,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JNJ|2T|834|836|838,JNJ,2026-08-12 18:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-12 19:30:00+00:00,261.1199951171875,257.96891021873614,260.32501220703125,2,834,836,838,839,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|JNJ|3T|854|859|861,JNJ,2026-08-18 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-18 14:30:00+00:00,268.8500061035156,258.6909240774555,262.0,3,854,859,861,862,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|ORCL|2T|836|838|840,ORCL,2026-08-13 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-13 14:30:00+00:00,157.80999755859375,143.56571568556907,151.99000549316406,2,836,838,840,841,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|HD|2T|856|859|861,HD,2026-08-18 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-18 14:30:00+00:00,339.6000061035156,335.26785779196916,336.87249755859375,2,856,859,861,862,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|PG|2T|836|838|840,PG,2026-08-13 13:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-13 14:30:00+00:00,145.27000427246094,143.58317472066628,144.13249969482422,2,836,838,840,841,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|PG|3T|871|872|873,PG,2026-08-19 18:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-19 19:30:00+00:00,144.8800048828125,142.9607574557516,144.21499633789062,3,871,872,873,874,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|ABBV|3T|825|827|829,ABBV,2026-08-11 16:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-11 17:30:00+00:00,249.1999969482422,243.57463638446782,247.75,3,825,827,829,830,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|ABBV|5T|840|844|846,ABBV,2026-08-13 19:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-14 13:30:00+00:00,250.60000610351562,246.5807337504967,249.743896484375,5,840,844,846,847,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|ABBV|2T|862|865|866,ABBV,2026-08-18 18:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-18 19:30:00+00:00,257.8800048828125,249.11530950754647,256.3350067138672,2,862,865,866,867,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
v0.24,US147_FROZEN_2026-08-09,NLEVEL_RR|KO|2T|862|864|865,KO,2026-08-18 17:30:00+00:00,2026-08-19 21:50:30.507917+00:00,2026-08-18 18:30:00+00:00,88.84500122070312,86.74174652862737,88.56000137329102,2,862,864,865,866,ENTRY_BAR_ALREADY_AVAILABLE,Prospective shadow signal only; no order placed.
