ticker,rows,start,end,sha256
015760.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,a991d53971c4229e7be307015b415a07876f3d4dfbebfd58f4a101430a048e43
017670.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,ced6ca4e2829a34a6fbbc460b00b5a9a33cca8556bfe5b9bb90ce6e0f13e1f1d
018260.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,225b300d0651424efdffbb3a8994a93428c1f69fa8591cdea3e92fe08170f0ae
024110.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,fee85e5c241908a91b84fff4b17232ae5eb25dfa789b1f44ffb9969c0f9fe3bd
028260.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,3c4b6eb2ab7a78f61f93d4bc5a1536527ae5a2ae501cec86309aafdd9fa08a9a
030200.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,d241750679136bafb802e5b0c8edd9007e4cf7c102f03a5d21bbdf6a33876521
032830.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,75aecddcae2fcb4a7a9b61bd6f5f8dda0fdd26205153a835bcdda9862d00d9fd
033780.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,346fcc4ec7a1b37969feff84befa804d335687332467d311f31acac2ff6f56e7
034020.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,45f57499d598a2762fa331d5b241ff1f323a6bb494c5ce54d6caca19ac47e49b
034730.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,79eddba3d3c48d74424792e7dfae3ab8fc51ac6e3084fffe2946584395397b2d
035420.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,ac5dc6753e1241ceeb18a67d0648eb4e9c70a4e6f4f115b4ff6e8a10364e5644
035720.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,9bbf1d07b5285761befa443eba54bb7f45217dd8d28f6857f0083cc046e2423c
042660.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,2c3a76f0d05be35ee985d2e4a4b23a8603aa7c853136e6d9388c6052be7cd972
047050.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,a140015098e61dc7141f003d13b9d434065f51599b704e7dfb91c93a89ab1997
051910.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,7c1e633c177ae69a0514cc5f13cc53f5ce7093a61e1fb7a7beae4e42de409cd5
055550.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,e8ca9a413030f0622604018feed74d112971a398f265973515a479d238ec73c5
064350.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,2b354207f5d60f7fab4bd41d6d8bb3d30efa5cec9c59b49e5a951322aed84e22
066570.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,b7cc25ce3e7e46d26c32dbc5773990cccfd0a86b1649b45546f69792d3594a37
068270.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,23ea999bf5de7176b2962f8106dbd18a07025921ed88d52b8a396cdf4727420e
086790.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,5388c7099a04cc098cfc54308b5ff291768b7b91de319c7c124f3f6354f3e4d0
096770.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,0db49eaf6a0b4d7b5da8cde64c4eb01e79409d3dd86505c115464967f5c5e0c3
105560.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,5b217b45d23b82b8ef731e7114edcb2139923341accd36ffd669d387e435c5d9
207940.KS,4260,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,41987434ee50c75f14ddbbd290491557ba0f4a96a288f56369ba61ce1ee06c41
259960.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,b036a57130be2f397e9f15e943d709bbae87edcea774830eaf7db42198e8db01
267260.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,c4e123404a5db6a77c618ec0a1e9471b9be27e65a744510d36be67b8cf375110
298040.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,ecdd9bb29ee3b7a1dbdce6826c022022ef6d172b948c73a66ee195ca06c5092c
316140.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,03e64c7e3597b2d49742570874765de095206cdff0376d28c997dd604d0113c7
323410.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,ed97773ee4340fea225b29bca640cb13c6b357c3efee57fb06f9dd341e7f8420
329180.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,faeaf19e82dcc52a0cb6e31d19044ebed4cb3e05b1f226f0691dca430aefc350
352820.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,34f010734bb3c69da7cc55b2f92b1bed3f9c300e9fa109e58baa1f21ac673724
373220.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,b91422526bac4b4a7e4de3c6cdf1bd1b6d547e4d36112c91f7a5211a314ceeca
402340.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,bed76f36c06d0d63fe49506ef7501b698b60e5960268c6efe50be34772a8d2ec
