ticker,rows,start,end,sha256
000270.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,7ae4e3e048236230803eed3cffbd3a22c126cf5eb8df733e1ebe93f9664bc468
000660.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,3b52874f8e25b1bba75a1a8c809bcaa5b46893e2feed527492f6b7d61607cc91
000810.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,108c1eac68c00cef02050591b6841523d41985cca9e24d58420c502b68617015
003490.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,9f4b5f25928225668958d0cb3152541188d238f0b19546ccc747d24033aba5a6
003550.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,09762342df26ab78351217798e4ff0cb1c16009f20c0672ca061651052d26269
003670.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,af82d55e1f3c6dbb298d570a2d427c669d1498019b0209282f6175cd2aed53f8
005380.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,db6e9cbbbbe8d9334c8d384e42b99cb7b9efac8aceeaf79b6bd202bd07922fc5
005490.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,8316aacc4e60e29957ab7549ee4e202d13391e485b3f4bd9932e014c4ccd3ba1
005930.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,0b832a2ffa55b75131d5b53d0870c9bb269e181fff3fe7e0a6ab1c6c380e5087
006400.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,e960b756724a3e8f79009884dd6e75f473cc43412ddd40fb21200209a274c4d2
009150.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,f9a4da08ec81a292b4bcb73c4f7399798a450e3e9aaaf852a404a40b0ba7a638
009540.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,14e95304e8d5fc6c034fdbfa460b3d7a6d6678e3cd9fbb07c4e5a00b2b526b52
010130.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,e93a9de1b82e7169bab7ddca950047ee77a26010cc8ddff75a19a71501454fdc
010140.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,439b745138538e334924825c8de4cfb90b6cc4d791ac177b5e5aa5f7f6fbd76f
010950.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,0e550de3ef3b35b838e61da7a329d054b935747607b70b577761e6713b45388b
011200.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,16ab376ce8cd273bf9f5f0f3a888c48e0753e47cd489239dcddc79f3c8713d3a
012330.KS,4361,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,2d6a966603e23d521cd37c49c01bfcafd8794ad6534acafc3a246294f4af07d9
012450.KS,4253,2023-08-09 09:00:00+09:00,2026-08-10 14:00:00+09:00,9df947d1373107da2cc4d95e6d35d39877216413007e03533fe320f53e6b970f
0126Z0.KS,1030,2025-11-25 09:00:00+09:00,2026-08-10 14:00:00+09:00,18a90e1174ad83161e9a1d3c586ad0f4c30b89e3ba47c4b940b87c2f3a619f1f
