time,ticker,setup_id,reason
2026-08-03 01:00:00+00:00,031|042660.KS,KRLEVEL_RR|042660|4T|4314|4317|4319,TOTAL_RISK_CAP
2026-08-03 01:00:00+00:00,038|086790.KS,KRLEVEL_RR|086790|4T|4315|4318|4319,TOTAL_RISK_CAP
2026-08-03 02:00:00+00:00,018|0126Z0.KS,KRLEVEL_RR|0126Z0|2T|985|987|988,TOTAL_RISK_CAP
