ticker,setup_id,pnl,time,event,reason,price
029|035420.KS,KRLEVEL_RR|035420|5T|4316|4317|4319,34494.29999999993,2026-08-03 01:00:00+00:00,ENTRY,PB_WIDE,207000.0
031|042660.KS,KRLEVEL_RR|042660|4T|4314|4317|4319,,2026-08-03 01:00:00+00:00,REJECT,TOTAL_RISK_CAP,
038|086790.KS,KRLEVEL_RR|086790|4T|4315|4318|4319,,2026-08-03 01:00:00+00:00,REJECT,TOTAL_RISK_CAP,
018|0126Z0.KS,KRLEVEL_RR|0126Z0|2T|985|987|988,,2026-08-03 02:00:00+00:00,REJECT,TOTAL_RISK_CAP,
029|035420.KS,KRLEVEL_RR|035420|5T|4316|4317|4319,34494.29999999993,2026-08-07 00:00:00+00:00,EXIT,gap_stop,219500.0
